Dataset,Global-LIME-ITEA,Global-LIME-KR,Global-LIME-RF,Global-LIME-XGB,Global-PE-ITEA,Global-PE_adj-ITEA,Global-SHAP-ITEA,Global-SHAP-KR,Global-SHAP-RF,Global-SHAP-XGB,Global-SHAP_adj-ITEA,Global-SHAP_adj-KR,Global-SHAP_adj-RF,Global-SHAP_adj-XGB,Local-LIME-ITEA,Local-LIME-KR,Local-LIME-RF,Local-LIME-XGB,Local-PE-ITEA,Local-PE_adj-ITEA,Local-SHAP-ITEA,Local-SHAP-KR,Local-SHAP-RF,Local-SHAP-XGB,Local-SHAP_adj-ITEA,Local-SHAP_adj-KR,Local-SHAP_adj-RF,Local-SHAP_adj-XGB,RMSE-test-ITEA,RMSE-test-KR,RMSE-test-RF,RMSE-test-XGB,RMSE-train-ITEA,RMSE-train-KR,RMSE-train-RF,RMSE-train-XGB,Tottime-train-ITEA,Tottime-train-KR,Tottime-train-RF,Tottime-train-XGB
I.14.4,0.11966666666666675,0.16166666666666676,0.010333333333333342,0.0326666666666667,0.0,0.13000000000000006,0.14000000000000015,0.14000000000000015,0.07833333333333341,0.1176666666666668,0.030000000000000027,0.030000000000000027,0.12299999999999991,0.11999999999999993,0.31766666666666665,0.3536666666666666,0.195,0.22766666666666666,0.0,0.33,0.28,0.28,0.21033333333333334,0.25999999999999995,0.16999999999999998,0.17999999999999997,0.19933333333333333,0.1990000000000001,2.998807452887243e-15,0.0864187224436055,1.9869566511903467,1.6690837549597233,4.53468670623904e-15,0.0864187224436055,0.7917466641769944,1.6690837549597233,72.17668317159017,0.015540242195129395,0.42221794128417967,0.13179460366566975
I.15.10,0.6166234327909561,0.5797125724586855,0.6036836303034442,0.6000651499789705,0.0005443310539518178,0.5748623023530649,0.5516037224916696,0.5485131417447229,0.5903003356292622,0.5807576691708576,0.03741657386773943,0.021602468994692883,0.023856170548874445,0.015198241157039806,0.6265399989271595,0.5307227776030217,0.5725071503919267,0.5728756159948735,0.0,0.625830274201219,0.595069306731021,0.6030350335464832,0.5848537050865442,0.5929104960884691,0.10395675952578079,0.10993392934023448,0.09923747842836232,0.14139835861445282,0.0037972737106245964,0.15160160184993995,0.3792885084652492,0.3217312379024794,0.0008669293714386187,0.15160160184993995,0.1412317072176168,0.3217312379024794,111.86297164758047,0.01644606590270996,0.5259100993474325,0.19268466631571451
I.15.3t,0.3399043105845832,0.3620577739105069,0.34393845284881885,0.341125906889634,0.07571890028535501,0.504710519503033,0.40481498098118723,0.44771642811047285,0.19919566579223613,0.4437512213384975,0.11532378813560468,0.11575836902790239,0.26062940464723533,0.14924130948639538,0.9100174700727361,0.8104116490946782,0.9206917067280109,0.9136976473324838,0.28676047180111885,0.9535411261379036,0.7685558752817899,0.8197511562573786,0.7423045199450761,0.8197765110391195,0.5229616343434624,0.6126445004953225,0.555056465783931,0.687454287465888,0.019749804789612458,0.0643103003085343,0.1183498695192408,0.10547704890979327,0.006418126621151736,0.0643103003085343,0.044813067100256516,0.10547704890979327,156.35124592781068,0.02280237674713135,0.76564888159434,0.30526540279388426
I.15.3x,1.1468447848890413,1.1648106417518156,1.2900498237819764,1.175183973224912,0.020508715266318745,1.1365585766379227,1.0082035089139705,1.01081650164607,1.09113634123933,0.9974203456282023,0.10110978281461724,0.10319883720275147,0.8338978640709038,0.39822003138514817,1.396854411445245,1.3145759646422852,1.565603096072116,1.4381331643248436,0.06065165492034676,1.4498136713433298,1.2664265056847017,1.2863341517483646,1.3076269409127732,1.2630098732034984,0.24620697686580725,0.2630165161214429,1.0384364185270196,0.6627738286424998,0.011107492363992829,0.07125268060062245,0.5220124555326837,0.30173085559186297,0.003988807011775496,0.07125268060062245,0.17404412226549273,0.30173085559186297,160.4592264095942,0.02042383352915446,0.6146921475728353,0.2766401688257853
I.16.6,0.07133344101900177,0.10874738097768447,0.0838280325653524,0.07460836685751297,0.016275069400228902,0.12581965157275693,0.06407893720594633,0.05715476066494096,0.11623140908248639,0.09929833099613466,0.14786743336703037,0.1272792206135786,0.1532623867958007,0.13797816219808917,0.6091713881574817,0.6058978526157226,0.6170679047206886,0.6286799035427264,0.09279844731563783,0.6573807934872115,0.4898951426519049,0.5075363489149881,0.533667165856181,0.5079200277831126,0.4123421789255256,0.47297304641819576,0.4913787662870786,0.469947810284412,0.027529353058311005,0.07715753017459119,0.27187299573701945,0.21092077812726143,0.014447662120824288,0.07715753017459119,0.11459648495188655,0.21092077812726143,164.35327837467193,0.024899419148763022,0.8568783442179362,0.2910915772120158
I.18.12,0.09565088690035643,0.09953428698332281,0.13414539166783054,0.08199718477365389,0.04014427361082696,0.14198736675156975,0.21776375178981042,0.23508863576673955,0.2776514348417187,0.19581290063744222,0.16889695341652108,0.20607442021431652,0.19686942419420791,0.1327877735427837,0.9765179353307308,0.9730436411865536,0.9585850229350044,0.983656693786249,0.1757341291618946,0.8970173679414006,0.801484837988079,0.7733268792012713,0.7507095580623648,0.8401138292454029,0.7703351124693606,0.7285555996500108,0.8665749371638454,0.8226714860561816,0.3521287460543889,0.833868454698609,2.03705801699429,1.62010465933916,0.17099312581247297,0.833868454698609,0.8622539261571338,1.62010465933916,128.95349917411804,0.02516443729400635,0.6715806563695271,0.2891826550165812
I.18.14,0.5169334698359036,0.5125491582300695,0.5508259620315246,0.5471968906167871,0.20829047328803538,0.5681312979233624,0.5283672753157999,0.5342752099807736,0.5455404962506738,0.5267297299653637,0.5164937566214187,0.5116150896914591,0.5099678718714403,0.49029031096916337,1.3659050699723811,1.3748217559739202,1.3070825366907894,1.3305337188306467,0.5784780698618803,1.3504567934828464,1.204014381416901,1.2147007489664208,1.2734867450389524,1.2477753767192157,1.072461181253756,1.1279252410893867,1.230271529286911,1.233935004784819,4.356114043820107,3.7092571792104967,9.624976663695929,9.600052671963597,1.195264053609417,3.7092571792104967,3.27578535140434,9.600052671963597,136.31103619734446,0.03235455354054769,0.7592088540395101,0.26445999145507815
I.18.4,0.13129836281850152,0.12491437167739794,0.1512038828754769,0.13534083420137039,0.04712036855104563,0.21725479462742306,0.07758971091573261,0.06670832032063177,0.09770011112533518,0.11027629016354476,0.06945282736348024,0.08860022573334675,0.08556792928391635,0.04013168148039068,0.7816110967139227,0.7664707301480201,0.7976732784169177,0.7821122360564279,0.3004678289829943,0.6437140175805011,0.6349948302535905,0.6434273636188975,0.6212882381285295,0.673335446481343,0.5033564943276146,0.506505295381323,0.6785078770754597,0.7076871206626097,0.06641133906605066,0.06961637570115872,0.2603836344568415,0.23690695360345596,0.018807797815525534,0.06961637570115872,0.08921115345888161,0.23690695360345596,166.82407748699188,0.03587231636047363,1.0015469312667846,0.28316097259521483
I.24.6,0.38432703547475544,0.38826921475172,0.34802772147315963,0.20403051125335106,0.012693198261835407,0.3882969192171434,0.3541063689982631,0.3602082730865577,0.4503856657567421,0.2561811725992408,0.09692877826877767,0.08124038404635951,0.5230123493199608,0.3383102722979504,1.191732526634167,1.2114045024601303,1.0056710061110954,1.0790866222615487,0.04534041303208191,1.1945936177269942,1.1108979156295788,1.1132709918947827,0.821336482518261,0.9932998904987097,0.7704026223370168,0.7793729660020253,0.9575271972542876,1.0399989189606615,0.12743156449719933,0.7144229414427524,6.018932100110356,5.811781323335741,0.03316113826175397,0.7144229414427524,2.3403375329422116,5.811781323335741,133.7500036875407,0.023456724484761556,0.8569496313730876,0.275299874941508
I.25.13,0.06500000000000004,0.06766666666666674,0.07566666666666672,0.0743333333333334,0.0,0.18999999999999986,0.07000000000000008,0.10000000000000009,0.10566666666666678,0.08000000000000007,0.18999999999999986,0.15999999999999998,0.19466666666666668,0.18933333333333321,0.49333333333333335,0.4993333333333334,0.49166666666666664,0.4913333333333334,0.0,0.5399999999999998,0.5399999999999998,0.4700000000000001,0.5293333333333333,0.56,0.5199999999999999,0.51,0.437,0.42,9.566618574882213e-17,0.1204502045533241,0.13422913541687195,0.1318743848811406,2.623746175455573e-16,0.1204502045533241,0.05970712944745787,0.1318743848811406,70.84599242210388,0.033756502469380695,0.5709973255793254,0.28124388058980304
I.26.2,0.7690000000000001,0.7623333333333334,0.77,0.7713333333333333,0.01366666666666668,0.7586666666666668,0.7223333333333332,0.7399999999999997,0.7583333333333336,0.7173333333333335,0.20733333333333331,0.44999999999999984,0.26599999999999996,0.2426666666666667,0.7623333333333334,0.7643333333333333,0.759666666666667,0.7663333333333335,0.03200000000000001,0.7939999999999998,0.7590000000000003,0.7399999999999997,0.7773333333333334,0.7800000000000001,0.274,0.5199999999999999,0.27166666666666667,0.25999999999999995,0.012226383467816989,0.13477526001490683,0.06095171690683483,0.05822788429280903,0.005418825894620668,0.13477526001490683,0.025102085216327053,0.05822788429280903,138.03284964561462,0.03248914082845052,0.8359099308649699,0.18568221728006998
I.27.6,0.05970371485566848,0.06962908891670985,0.15225968236573448,0.08841635858868288,0.011661969105691044,0.09888165870228487,0.07269034270517416,0.07071067811865477,0.15546503559451916,0.12736632144222676,0.07806132841672962,0.035590260840104505,0.1690351387632165,0.17261276528635064,0.705603232680507,0.6956751283115772,0.6544704257646166,0.6817298926106846,0.010813694545875562,0.7207458630442104,0.5829080027908425,0.6250402735446144,0.5674479536807091,0.568790643662287,0.6296792787113695,0.6030175288467468,0.6392959832146095,0.6964666046754541,0.003206961231154069,0.04691735334912124,0.0962798921508912,0.08483673354199239,0.0009558501325818621,0.04691735334912124,0.044067513272989106,0.08483673354199239,144.03044358094533,0.03399864037831624,0.5899110476175944,0.25943427085876464
I.29.16,0.7284144785662616,0.7075807979378725,0.9002080345261353,0.759064005630708,0.17708910816653786,1.1226752609013573,0.3937629586658843,0.44570169396133097,0.8369943468895591,0.5443195684202482,0.488740567683679,0.4673863498220717,0.7733184897283247,0.5378894642950715,1.5343301044586721,1.5262061924737687,1.560990113249864,1.5490851905875367,0.951174212982248,1.6183736332621557,1.3815444781479511,1.4831931421376534,1.607261392633088,1.5946114333080628,1.3120333382868898,1.3075379428746576,1.4360488729264012,1.4402729082377352,0.7678282717547499,1.0237720575873757,1.7489424560290525,1.4031600577974255,0.2624345375047131,1.0237720575873757,0.5020525411438963,1.4031600577974255,179.61121100584666,0.022063557306925455,0.5347373723983765,0.293870218594869
I.29.4,0.07166666666666673,0.059666666666666715,0.1193333333333333,0.0836666666666667,0.0,0.24000000000000005,0.11999999999999993,0.10999999999999988,0.13966666666666658,0.13999999999999985,0.13999999999999985,0.10000000000000009,0.18499999999999997,0.18999999999999986,0.46066666666666667,0.4443333333333333,0.486,0.48000000000000004,0.0,0.51,0.56,0.5199999999999999,0.5613333333333334,0.5500000000000002,0.6000000000000001,0.5700000000000001,0.6363333333333332,0.62,1.7274828731526175e-16,0.1547243192002661,0.3570768948962806,0.3090716340656229,3.460380024652352e-16,0.1547243192002661,0.18384113347254752,0.3090716340656229,72.08773261706034,0.029361367225646973,0.398403271039327,0.24271239439646403
I.30.3,0.780921273380077,0.9963616781495529,0.8331081146208442,0.7744279381259546,0.503508802133224,0.5830367247684355,0.6577865615997033,0.9845134161943487,0.8774375320592497,0.8103993945512638,0.6886131607504109,0.9944177525902618,0.7950764809165555,0.7892204743596934,1.1313340242068617,1.2908045094414888,1.1243072734958386,1.122645670901665,0.788655004041289,0.9726175807990175,1.0851231034855933,1.3244410270420064,1.1728891456172679,1.1272815536869065,1.102842472171346,1.324870168526779,1.178402576785216,1.1573352264159413,1.525482746441454,2.1797642773094235,2.0249565211805516,2.098874193586807,0.5401094247243844,2.1797642773094235,0.843770129632814,2.098874193586807,149.56400003433228,0.017961827913920085,0.5528768301010132,0.0269944429397583
I.30.5,0.8723606904779204,0.900217026637636,1.007955405869856,0.959792313007167,0.0,0.9909927682211747,0.9342733361638159,0.8991477446263582,1.0724213891954664,1.0105559440952743,0.12961481396815716,0.02160246899469275,0.3910944171129655,0.3414522307522376,1.1481039450091584,1.1298807294331539,1.2320987509745043,1.1977043586100609,0.0,1.2220858453410322,1.1812610162946457,1.13563145377384,1.2836653750660179,1.2292040361584706,0.6228821734576921,0.5138066278144503,0.7773737379117652,0.7442233054681512,5.7989743249276046e-05,0.07032474950050752,0.06096681474152458,0.048645391435327555,3.8810144641347885e-09,0.07032474950050752,0.012939517657495255,0.048645391435327555,74.58517927328745,0.026228944460550945,0.45940614541371666,0.26126649379730227
I.32.17,1.0260326752830193,1.0083816637042342,1.0172582309421843,0.9996304965472891,0.24456876478985748,0.8648013348526004,0.9136194456247215,1.0118135533124006,0.9559921431558419,1.0034843820904193,0.4103266675001401,0.46679760067935194,0.7382608036576241,0.7533693655967999,1.8083302207510046,1.8050527450741185,1.6958899292276857,1.7336626103572563,0.5956026008116881,1.6416642792678013,1.6424280034974061,1.6676380468500098,1.402900528492698,1.5443031635634226,1.167816401370252,1.1147403863495269,1.4026505876189774,1.4740956021722786,0.715099563588366,2.4883605500918127,3.6704787784954744,3.2286305136551676,0.06909859457982774,2.4883605500918127,0.7268314244765662,3.2286305136551676,128.25482629934947,0.021156938870747884,0.5757173299789429,0.2669132630030314
I.32.5,0.3212797392543842,0.3009659061407592,0.5061774656484005,0.43832621378862596,0.044954491896879424,0.4697716069461837,0.2751150678838699,0.26897955312625504,0.4239264566251082,0.40834315867101745,0.28545922865645235,0.3512121865767188,0.4926155514308405,0.5151694132913599,1.1209995712862113,1.0696000026379968,1.2510228941653547,1.2660388115988968,0.10046506629341684,1.1450571656386381,0.9911917019638362,1.0231763193996044,1.1051480518676564,1.1692489499839025,1.2171859899259554,1.216869111101517,1.2367125349410852,1.3056958851299945,0.017546650539539636,0.21912621709783073,0.476073906805474,0.4820909918269693,0.0014109852965762146,0.21912621709783073,0.14944946869940645,0.4820909918269693,98.95277043978373,0.027773968378702798,0.45224287509918215,0.21297000249226888
I.34.1,0.6919110378328953,0.7128081890057266,0.6908895683841283,0.7144798978115724,0.0002721655269759089,0.7988994151624798,0.7713257841238498,0.7555571895407168,0.8452519727752815,0.7998749902328487,0.09095124782719356,0.13589211407093024,0.2943440739580238,0.2237558192911789,0.77150895176176,0.7887907612485475,0.7331050030258388,0.7629545767915036,0.0013608276348795433,0.9510606882556495,0.8239182518817418,0.8663446587529342,0.9075044840003946,0.8631415031033214,0.21088639629026404,0.2481521299279309,0.34205306967176213,0.3373805356599638,0.014312427493883862,0.2695597494581257,0.5854745771287756,0.4695055475980195,0.000886742153255433,0.2695597494581257,0.1676143920311325,0.4695055475980195,96.24022420247395,0.02462184429168701,0.6790680567423503,0.25803202788035073
I.34.14,0.5867128608170656,0.6045934451545715,0.5920425740129303,0.6211753269505711,0.0,0.7044619696382954,0.6736467917239717,0.7144695001654492,0.7583888289219812,0.7264878380220748,0.07483314773547876,0.11224972160321817,0.19245560272512488,0.11848322210974119,0.6721933109107288,0.6737781540345988,0.687532283449716,0.6920756990961292,0.001632993161855452,0.831045135605878,0.777116253020902,0.8157532860724643,0.8515175748984382,0.8570910308357537,0.18680044862907877,0.2214694365052755,0.32965593495438184,0.34258309600955494,0.0039745653746718285,0.16494766959873888,0.3729186532810146,0.26470230380794535,0.0006252845343503831,0.16494766959873888,0.12418558540423578,0.26470230380794535,94.60392073790233,0.033324543635050455,1.0338942209879558,0.2537409782409668
I.34.27,0.030000000000000027,0.040000000000000036,0.04366666666666671,0.03500000000000003,0.0,0.010000000000000009,0.020000000000000018,0.020000000000000018,0.05300000000000005,0.050000000000000044,0.030000000000000027,0.030000000000000027,0.13166666666666657,0.15533333333333327,0.4143333333333334,0.40833333333333327,0.4053333333333333,0.3946666666666667,0.0,0.49000000000000005,0.40000000000000013,0.40000000000000013,0.3816666666666667,0.36999999999999983,0.04000000000000001,0.06000000000000001,0.30866666666666664,0.24000000000000005,5.078284388188877e-16,0.01641917171214545,0.1304484491719729,0.12253379724526363,5.598995167954688e-16,0.01641917171214545,0.046253755480001914,0.12253379724526363,53.75533681710561,0.025438427925109863,0.6878661235173543,0.15414299170176188
I.34.8,0.09604781209085665,0.1082913748842349,0.263290033971129,0.2447246311573015,0.0,0.2501999200639362,0.09513148795220233,0.12186057606953947,0.5803381000834634,0.35083610826398076,0.11313708498984758,0.16340134638368195,0.48260545233318797,0.4116520458843934,1.424811693628483,1.4290645726053763,1.4788205665785321,1.464948118032685,0.0,1.482908540754318,1.374370960750518,1.385050034065183,1.3461826795378091,1.345881523002274,1.1964022953684004,1.149380111963656,1.3537266352398807,1.3591705648980437,2.771211509042467e-15,1.161085243692632,6.1005246145497365,5.688226741378546,4.103268837598675e-15,1.161085243692632,1.6240310454502143,5.688226741378546,80.25704553922017,0.02341009775797526,0.8675605694452921,0.2648393392562866
I.37.4,0.08837488658787299,0.06584206722278584,0.11926586956081514,0.07463531978674272,0.05950144381421376,1.246802276113724,0.11714635779138931,0.12083045973594565,0.2590707634446445,0.08743720379555246,0.19286652076284536,0.26280537792569375,0.26998684290592495,0.16712984150584695,0.4903742130469816,0.4995444426519854,0.45928629116994885,0.4720728350483084,0.3223295242724923,1.0508529100738098,0.5627883808758752,0.5412115718068868,0.5104820196737379,0.5250159944432254,0.596325792495691,0.628838399714113,0.5631516105893136,0.6114927325208158,0.34982910977590026,0.5062893132447095,0.8220398843628075,0.7714970855319522,0.11311747738622382,0.5062893132447095,0.2897668385217703,0.7714970855319522,127.78364653587342,0.01927785078684489,0.7238063494364421,0.23950048287709555
I.38.12,0.30098457826346414,0.31890098744876905,0.30335232861661005,0.3262152864452038,0.003124458048351602,0.3771309916722047,0.26302214908944166,0.29908192857476357,0.25495883807926334,0.27170187655656314,0.23017459747082283,0.23270152556440196,0.18438430003130285,0.18859501759426692,1.161196612757521,1.1851908258821129,1.1134201822459175,1.2061842094511532,0.008539976274109158,1.1588261064314744,1.0573295112839773,1.0579258271945509,1.0056609433904646,1.1070135503922116,1.1254158871140327,1.1173225248263703,1.0530590406368974,1.156842622411857,0.012962922692501763,0.8872687154859118,1.7195190717918378,1.6625338990411014,0.000419026731735711,0.8872687154859118,0.30332743252748173,1.6625338990411014,74.68819548288981,0.030102888743082683,0.4630570967992147,0.23789504369099934
I.39.1,0.11833333333333323,0.11666666666666654,0.17599999999999988,0.14766666666666659,0.0,0.08999999999999986,0.07000000000000008,0.07999999999999986,0.11766666666666656,0.07000000000000008,0.1299999999999999,0.15999999999999998,0.287,0.18999999999999986,0.4266666666666666,0.43800000000000006,0.406,0.4220000000000001,0.0,0.47499999999999987,0.3949999999999999,0.38499999999999995,0.32399999999999995,0.3550000000000001,0.054999999999999986,0.07500000000000001,0.31266666666666665,0.21499999999999997,2.204848141805799e-15,0.12385703940802982,1.1540886274581026,0.9764617447788492,3.1872490186654024e-15,0.12385703940802982,0.4828429401152818,0.9764617447788492,54.28539244333903,0.03863020737965902,0.6486801385879517,0.24556210041046142
I.39.11,0.1762129338452683,0.16324827132348982,0.2676492610820999,0.22595713476046328,0.0008164965809277206,0.07111605031854305,0.12978098051818213,0.0941629792788369,0.24728665272247757,0.17678600579532203,0.11062513546900374,0.15121728296285006,0.1980228722384531,0.1632854214926483,0.9576195911893494,0.9369445467995853,0.9395628816138529,0.9427156643040591,0.003129903560222949,0.915481064866967,0.9283059794010317,0.8815039805401916,0.8188803735368406,0.8526426851878455,0.8604438543299376,0.7654375177772662,0.8001075910173766,0.8154809426189246,0.000795351378480764,0.29303328159063546,1.090265236295246,0.9093011219203869,0.00046857463296214757,0.29303328159063546,0.40884465724304186,0.9093011219203869,81.56735212802887,0.018067169189453124,0.6807976722717285,0.2633702278137207
