x,u,c,t,x1
6.9300909633654735,1.487261472510902,14.507213664541831,1.6984455482518699,4.4273859151877835
8.156609573545483,1.1007567429094671,18.204277698405303,1.8271315298490087,6.156647648069439
8.286059058265469,1.8940325961565945,17.540029116370672,1.7656202496964748,4.970983618365374
5.2156260793579925,1.1766212595874723,3.711430019171328,1.2093242032133342,3.9989905765367633
8.212123747483915,1.807797700984264,18.22421794825024,1.7678721198712637,5.041032174468149
5.695551829563356,1.300675906923796,13.34614193116253,1.9339131878213192,3.1953683577131424
7.238942420785091,1.616130193326951,10.263807450740813,1.6962449059351594,4.5544037008259615
5.517625972277695,1.5363233831185972,7.4504949988063265,1.1709685761280095,3.8003121469334
5.3341169883656505,1.5241707717002435,8.744365532868184,1.4435867311368034,3.1825628543005964
8.055507678563162,1.461565873398146,17.04764097364606,1.6382239595777697,5.6820565225973745
6.484713200753712,1.136574318546574,14.333070232094002,1.7261026134196502,4.537156769549129
9.48208127089952,1.327421506528323,8.435753562655911,1.1975895664336642,7.991939932514442
6.318202496828414,1.490278424780449,12.741511735528883,1.0583998290371266,4.773656835003903
7.514482283576152,1.8644506278421675,7.769191521043478,1.1873524887759552,5.460283519441866
7.679678451040666,1.9533804309753555,9.826052804032301,1.8009372607973737,4.24651962982574
9.762352702210963,1.2750635164299724,4.737041505290918,1.2433962345937868,8.490294563423655
6.303736915794665,1.2244401891136474,9.271097824610393,1.5468267956231672,4.448709373775343
7.89508782979262,1.7721797440533618,19.720174737674498,1.5282735686805633,5.207783917991637
9.002706382122076,1.3528864579875988,7.263535712080006,1.1340921102250991,7.601425844283294
6.750298651015385,1.8602051813537719,18.378088361317698,1.6324261200513914,3.732822134063309
5.751267810502104,1.4764702970504744,4.965183348076859,1.0565369238195506,4.389904285179552
6.609832156017853,1.1096929297803508,14.633004459245115,1.0926225442954394,5.412943836391491
7.466937120261817,1.6505424148696588,19.694546541607014,1.7811701806801181,4.543022548631648
9.11549937943202,1.0838028295173705,3.951393823101518,1.9076876925949235,7.329018526472307
9.809207301543948,1.6454916002619082,3.3777150958209727,1.4438017746130567,8.511783702505237
6.767108462195427,1.1130197197420162,10.633285091363636,1.4722663256162232,5.1567748501901285
6.558283311357089,1.5725346050929838,5.518195238546803,1.39303838706005,4.556619486892559
6.504129328156543,1.282390924505176,18.4390742763032,1.5413329093276418,4.538527386939237
8.050812404448445,1.166474287869714,11.513005115162125,1.8923652138442224,5.873642247345014
5.8874177807726475,1.4709175612963905,10.93964080232105,1.2809858351831136,4.039877932225444
5.259733688696884,1.1479031006907214,11.244263603510921,1.7225509712722074,3.2996515014898944
9.995037200593798,1.9144300693934184,5.787325964666928,1.2031184302935272,8.150614939865777
7.2293654587225475,1.4815226009291478,5.159856529028841,1.6733900811375668,4.959008237992756
9.553416058783972,1.0387348868797162,8.24401455249339,1.6139779962410985,7.940200952544152
9.3173910082195,1.4182604064539066,17.758194745661758,1.5756856101712242,7.105355278261219
7.070768306988157,1.4081247776029815,16.524895739486553,1.0097649441960783,5.669514340195327
6.08964667897835,1.1273825497642904,3.245036928836384,1.7009119781298727,4.449206793879932
9.486293461573004,1.965184678800027,9.246560381165716,1.134759738984109,7.4259321343995675
9.02154073961242,1.1269309698014751,19.904563149960424,1.5509389878624005,7.285425476255123
6.927646903486306,1.6391688380300948,3.813083603673024,1.8895098563026371,4.242419682851917
5.929108790593375,1.1554699826985018,3.775845635100199,1.299482073513634,4.650707924961972
6.02019647717911,1.4687825923522213,4.988875776898143,1.339096563392843,4.241336134784373
9.140648177203213,1.1434916731807545,12.641838837541007,1.4261727877318455,7.540743015292616
6.34301272338443,1.0872037655501916,3.6646508051866467,1.8383605004424781,4.549147161230365
7.4893257107290365,1.3465940978519788,10.454073012180533,1.910942437769028,4.957360532824733
7.209398020417273,1.2721400650685029,14.551114096508751,1.223870680527866,5.674189276327796
9.650907833640783,1.6883632335253844,6.238274688572185,1.136362417075941,8.032080761330844
7.2706636247503855,1.5303585937921604,16.775935778325415,1.5124273921447964,4.976858632106328
6.603542474922916,1.6428996397523086,14.428190418109427,1.6280504865388272,3.954539386050936
7.3686996165062855,1.7154491262420801,12.307230453541775,1.4021135989410105,5.012374875838606
7.234701960545001,1.5118895882667407,3.6435099037572103,1.442681133714499,5.554289208712591
6.416464197868898,1.6110278611393525,7.5639492998052145,1.8487498409253988,3.5188163259652407
9.199742898148408,1.3328059792488156,18.964937537226692,1.5473709187042892,7.1550887225637325
6.942434441786497,1.3673306532125489,3.0073105278306045,1.0094546236036046,6.245001380681697
5.7715416251071225,1.372558774251616,11.05566784171102,1.27157132984965,4.057627117007665
6.331249404739225,1.8938263179221375,10.747229838637251,1.0720985325415406,4.3692525874816495
9.831427088231344,1.6127130241383938,4.645620918026308,1.539678026014908,7.835662202869742
5.486156732350605,1.9785398103681344,14.695434750766225,1.269374492640751,3.0019815792333584
9.602120476278936,1.3769122516161485,10.15000640607308,1.2004820637924287,8.023330007785717
8.482988569774372,1.088100518599026,15.633408185999913,1.7451843439562784,6.600058306772334
5.760332544815893,1.1013513244175424,11.259502139820508,1.8967618003157296,3.689021804206168
7.005263215914076,1.5784403664058058,17.441685581881035,1.7425449220187983,4.27229079000268
9.544197468409216,1.575254748199555,13.128689766328534,1.5961693666810055,7.080979764263327
7.234939155848258,1.648618559578754,5.6384177819667896,1.8852231673612436,4.3155173469206725
5.221651528205665,1.300376041007783,6.329106364315768,1.5867150030005743,3.227175248959035
9.513484644843656,1.7413023168458814,15.842922739757253,1.119244366567243,7.61065098892553
8.629104934152853,1.388079258152068,16.699693551555132,1.130861373484774,7.0838932343437735
6.01286189874306,1.4057478893778126,16.9769786750652,1.273674517505628,4.236946648154
8.576679400467198,1.7422649794699618,10.477474111009442,1.192371062099054,6.591016872615618
7.094298881761688,1.1597270780460054,3.967166443230062,1.0969796629339699,6.088045363143258
