n_0,m,x,T,g,kb,n
3.5,1.54,2.42,3.8200000000000003,4.46,4.9399999999999995,1.4505694731647956
3.7,4.0600000000000005,2.26,4.9,1.9,2.8600000000000003,1.0664302283381752
3.86,4.5,1.62,4.66,3.94,4.98,1.1196172080969249
1.26,2.66,2.7,1.7,3.14,2.74,0.009948439784600967
3.3,2.2199999999999998,4.02,1.62,2.98,1.38,2.249800379861312e-05
4.02,3.98,4.859999999999999,3.74,4.66,1.6600000000000001,1.990060011574935e-06
3.38,4.34,3.1,3.9,2.14,2.5,0.1763817139274489
2.8200000000000003,2.58,3.2600000000000002,1.46,2.1799999999999997,1.3399999999999999,0.0002398860513108345
1.58,1.78,3.98,3.62,3.66,3.7800000000000002,0.23752931839740332
2.38,3.22,2.58,2.2199999999999998,3.86,2.7,0.011301662748288184
1.1400000000000001,4.58,3.18,4.18,3.42,4.54,0.08260265735359773
3.1,1.6600000000000001,2.2199999999999998,2.94,3.8200000000000003,4.5,1.0696653854247933
1.6600000000000001,3.14,1.42,4.859999999999999,1.78,2.3,0.816108632609317
3.58,2.7,4.46,4.38,1.46,2.66,0.791631117833979
4.98,3.42,4.58,4.58,2.66,3.3,0.31622623699803615
2.8600000000000003,3.74,4.74,4.42,1.7,4.46,0.6200551110863654
2.06,4.300000000000001,1.58,1.38,2.8600000000000003,3.34,0.03041077353585544
4.5,2.8600000000000003,1.9,1.74,2.42,3.2600000000000002,0.44298707555716793
4.34,4.62,1.82,3.06,3.3,3.18,0.2506592121260989
2.26,1.22,4.38,2.8600000000000003,4.0600000000000005,1.26,0.005489005721328307
4.9399999999999995,2.14,2.8600000000000003,1.42,3.58,1.06,2.3536918855491163e-06
2.42,2.1799999999999997,2.74,1.3399999999999999,1.02,4.7,0.9197723422072563
2.9,4.98,1.5,4.26,2.54,3.8200000000000003,0.903713312370932
4.62,4.54,1.1,1.54,3.54,1.46,0.001777720596934415
1.5,3.46,3.58,1.9,1.18,4.859999999999999,0.30807044240456793
2.34,4.66,3.7800000000000002,1.6600000000000001,1.74,2.14,0.0004189541455368751
3.8200000000000003,3.1,4.26,2.02,1.3,3.62,0.36512518306106495
3.7800000000000002,4.220000000000001,3.06,1.5,4.7,3.42,2.750664330022998e-05
1.94,4.78,1.54,4.0600000000000005,4.34,2.46,0.07917938941563522
4.66,1.74,4.66,3.98,2.74,2.98,0.7159147206259278
2.7,2.46,1.78,4.1,2.26,2.62,1.0746551985698225
3.06,1.7,2.02,1.78,1.58,2.02,0.676668458166882
2.2199999999999998,2.42,4.54,2.42,2.3,1.98,0.011376218740605291
3.22,2.9,3.94,2.58,1.54,4.62,0.7357638772911391
4.7,4.9,4.98,2.8200000000000003,4.140000000000001,3.7,0.0002931995397328912
1.42,3.54,3.22,3.5,3.2600000000000002,2.06,0.008202566573388328
2.14,2.1,4.300000000000001,3.46,3.7800000000000002,1.74,0.0073812118110409344
1.06,1.18,1.46,4.46,1.3399999999999999,1.7,0.7817587686409719
2.58,1.26,4.62,3.2600000000000002,1.8599999999999999,2.54,0.6978100822841564
3.18,3.3,3.8200000000000003,2.98,4.02,3.98,0.044341478451032486
4.54,4.42,3.42,2.26,4.859999999999999,4.220000000000001,0.002049536941036826
3.66,4.9399999999999995,4.18,2.1799999999999997,2.8200000000000003,2.1799999999999997,1.7462586026385215e-05
4.9,2.38,3.02,1.94,1.5,3.38,0.9465109982388744
2.7800000000000002,1.8599999999999999,1.06,1.8599999999999999,4.9399999999999995,2.58,0.3652542927913459
4.26,1.62,2.46,4.98,2.2199999999999998,4.66,2.9096665486160878
4.38,4.46,4.42,2.46,1.06,1.18,0.0032747445249873396
4.74,2.06,1.02,4.34,4.82,2.7800000000000002,2.047492739271439
2.94,2.62,3.86,4.54,4.54,1.9,0.014345381134414994
2.02,1.42,4.1,2.14,4.74,1.1400000000000001,2.4699990410818542e-05
1.3399999999999999,3.62,2.1799999999999997,4.5,1.94,4.42,0.6206120945825467
4.220000000000001,1.82,2.62,1.1400000000000001,4.58,4.02,0.03594909122373139
4.140000000000001,1.98,3.14,1.1,3.7,3.74,0.015439053867081994
1.38,1.06,2.7800000000000002,3.3,2.46,3.5,0.7367205502328049
3.46,3.9,2.98,4.74,3.46,2.1,0.060899734237395566
4.82,1.9,2.9,3.58,1.38,1.94,1.612758142678693
1.9,2.3,4.140000000000001,3.38,2.94,3.14,0.13589551649967602
