epsilon,c,Ef,r,omega,omega_0,Pwr
1.4298632551169843,1.6403995824648991,1.379021341113883,1.3014685745493937,1.6154068186373205,4.980417275456323,0.4374805933399379
1.5074176231483003,1.0972716945092709,1.321678568512045,1.8171479593926263,1.1995002846295992,4.341868715499258,0.2728485966903852
1.4025831137145386,1.3810074140395503,1.5908811720816722,1.7133195071773626,1.4737959724423089,4.899093527907823,0.5968229352936861
1.7531568677806924,1.9778956869713091,1.798753386190093,1.9897809293247957,1.592079492359464,4.1081144066580615,5.8118307107451495
1.3276258189958263,1.2232962133193264,1.4754504048039083,1.3552859619544877,1.6537821444004992,3.3717032754243665,2.7299692705107885
1.1498661858360262,1.2270530683664216,1.3197057022479155,1.1397892900520117,1.9081833869744984,3.6617503931683615,1.8583958842902053
1.0358434295487158,1.5999990452879258,1.4269000571710801,1.1980217004078884,1.8790569491647335,3.147694247959497,6.2191204383282015
1.2486652260515685,1.2321918256747135,1.3169784015441488,1.7269160360057376,1.4987598609985753,3.758085868035433,1.192429321620221
1.3878917598352056,1.572712196058625,1.8995050460468352,1.823012774475788,1.2762648902492726,4.193963805182366,1.1418923461937522
1.4065425714108648,1.0645234929462228,1.541494226753084,1.5088572845477484,1.3859402349646068,3.49232195942401,1.1856334721274189
1.9102798051958447,1.316571267461833,1.2904168247930432,1.5547882012659635,1.392184911293698,3.3986176379641284,1.7240680876399204
1.7295470271344668,1.1482397136649198,1.1303399022334326,1.1502043993797446,1.501123380793011,4.4816287331315605,0.22454606162031854
1.780032362715205,1.4452725624744316,1.510146519187343,1.0645408097913216,1.577027698040299,4.646816886387837,0.4719019466249418
1.4434100194121648,1.9965289915085127,1.1433907950341402,1.168137961509821,1.7134077508104084,3.0150544576635028,4.89946230024291
1.0610923622650024,1.1531041891895029,1.5650744128385794,1.1072190717104462,1.4444231657628868,4.546721077838559,0.1939271760731859
1.745936451298182,1.9236529937070377,1.9888867679572184,1.934693954819754,1.321657162469907,4.389827496032279,2.0696968273166663
1.6772147042164045,1.3394817996761927,1.8352413964468024,1.6516719956070944,1.2708645402271947,3.6833346995037908,1.578971544444789
1.9617939252647083,1.2045319001833088,1.0517216458709129,1.817746316520528,1.6286501682144188,4.340700662237347,0.9711581425075247
1.955225995278555,1.1700332165234717,1.1096924507374646,1.4801268569012052,1.745777250346337,3.820878707238246,1.7995950542165728
1.8023631045718496,1.3726876906950365,1.6317906519994598,1.7875111518199869,1.728287913823639,3.3304142620535044,11.976272283742066
1.9338752221491429,1.9184313663774963,1.071644792582723,1.4469514121741562,1.0294534790492662,4.820305375903036,0.08533953602727333
1.4293686173515634,1.6035159664894678,1.870896642115212,1.3751341260473815,1.6197757689181242,3.560067452630002,4.330600961423311
1.8009034894154563,1.4412095884739715,1.2854921019516146,1.0089048331286128,1.71862281183048,4.347535902402699,0.6273179497227273
1.9810709228051333,1.0704342433683758,1.9305947743715557,1.8824969048176443,1.578698901438584,4.1756239996713305,3.263543033872768
1.377783462456066,1.2485620942710645,1.147798346806908,1.457947364771959,1.8797454646671372,4.4873318197025815,0.9139725305649036
1.7142868283812538,1.5143096478406417,1.3949570164820673,1.1293501127888512,1.1501292387167088,4.767700134840204,0.10303700679637516
1.6753068874786394,1.3700199065885972,1.3959458146071178,1.8010960021670337,1.11948451195859,4.122549135027408,0.38518033001437396
1.4870069902704657,1.3640645149433852,1.8846313097013545,1.2195031572058967,1.6235487602997218,3.536543310171845,3.2001782635654945
1.03093068066036,1.278519795394799,1.6403512699664016,1.9025637715884884,1.2004391349284351,4.831651419584062,0.23275514613121076
1.893655186559548,1.0008750418067518,1.8516626355196608,1.805021125465196,1.9842098286343923,4.47473800468083,5.3125323624687
1.377086844022505,1.97992678285182,1.2314331832449867,1.6129859706511593,1.8301089927675869,3.3628392386605506,7.978666869241407
1.0923362139061037,1.5027896497546105,1.439626973791166,1.9624366551353123,1.055024806606505,4.2404894040321865,0.2389589081361585
1.0256757150514255,1.1625480487907114,1.4888563079753272,1.2514634758542191,1.3916827718506821,4.430188364470384,0.20785825154500207
1.3130080308178456,1.3567138516714985,1.9795413669840585,1.3716663419274324,1.7535552082095256,4.5814709875132005,1.6207587692285537
1.8536452609959475,1.2545457025722455,1.7349980119255264,1.0840750164720905,1.5915833061305549,4.487768849399834,0.7132938703389647
1.8955686767514097,1.3555955469077878,1.5055715993583183,1.1492146813677966,1.551736907993977,3.602969117131794,1.6710841706512358
1.7830294286057278,1.5022433477852388,1.1828009433822595,1.2455808517650366,1.5909261863723838,4.38095359070111,0.5619732607141275
1.1809294537854824,1.8057890347137624,1.8671201036278997,1.746840397217252,1.89837887369272,4.4910464666378624,4.4972272098094095
1.758774560145442,1.4945840234058694,1.1192317487516248,1.6310713020913603,1.9865278716651893,3.5931957778380124,7.110597393350643
1.3511475821098964,1.166088284207242,1.0377030396051428,1.3999764335253255,1.639923176881373,3.8312082419828952,0.7008941276300042
1.0911885680743911,1.2440919484086237,1.1447623314356672,1.0686546601589866,1.1538966539511086,4.790827201326743,0.03227606597905855
1.4307734429439098,1.6502915707740322,1.7570609346082793,1.6113655163221732,1.0352029144318946,3.1001612251023296,1.2486300741274088
1.131471257614189,1.8728678526641132,1.5531372742203793,1.4421291366194051,1.055072480575554,4.304848739913215,0.18187487343953385
1.50203626530159,1.9747631013245588,1.6023728134839912,1.8563281960579352,1.258167593469821,4.606547939046287,0.7143502456491404
1.2790721992098866,1.1957693156046458,1.4662186485963131,1.4909623600462272,1.58622340141021,4.283306656602867,0.773435237058782
1.9122204432044436,1.3014121813908104,1.6574524130155663,1.4971464659373614,1.1318498151944445,4.715090747236421,0.2399926753993217
1.1947215526753423,1.6600241648167828,1.1605233534227335,1.4425330526920443,1.8269247530674868,4.486963726356358,0.9194790947188696
