m,q,h,n,epsilon,E_n
1.54,4.54,4.859999999999999,3.58,1.98,-0.06891046380092487
3.38,2.02,3.7800000000000002,2.14,2.14,-0.02347434580681372
2.14,1.38,2.1799999999999997,1.38,4.98,-0.004322254015356647
2.58,1.6600000000000001,3.2600000000000002,1.78,4.5,-0.003591383961440326
2.34,1.94,1.78,4.1,3.98,-0.004910875543550555
4.82,2.26,3.66,4.18,1.58,-0.02690059583934368
3.94,3.62,4.140000000000001,4.9,1.74,-0.06788114794443019
1.74,3.2600000000000002,1.5,1.02,2.42,-1.7919094836396403
3.9,2.58,1.18,2.38,1.18,-1.9668511794711427
1.26,2.8600000000000003,3.46,4.34,3.46,-0.00390355979626711
1.98,3.94,4.26,2.9,2.8600000000000003,-0.047776334895664435
2.8600000000000003,4.7,4.02,3.3,4.18,-0.056732892757984384
2.3,1.7,3.02,4.7,3.54,-0.0009510807874822715
3.5,4.140000000000001,2.5,3.66,1.7,-0.531177157980191
1.38,4.42,2.54,1.74,4.46,-0.16945037316304323
2.42,4.74,3.9,1.62,1.6600000000000001,-1.388236076866926
3.58,2.66,1.94,4.58,4.0600000000000005,-0.017216033662133798
4.46,3.86,4.74,2.3,4.1,-0.061946107460678544
3.7,4.66,3.7,2.1,4.38,-0.18830642797571281
4.140000000000001,2.3,3.98,3.7800000000000002,3.86,-0.0042943490846741265
1.42,3.1,2.26,3.02,4.66,-0.01620475745622125
1.6600000000000001,4.98,1.6600000000000001,4.9399999999999995,3.74,-0.13568198661179137
4.300000000000001,2.34,4.1,2.26,2.7,-0.025747186460516627
4.58,2.38,1.62,3.46,1.62,-0.22277736533652473
4.9399999999999995,4.46,2.02,2.34,2.8200000000000003,-1.3751299038487874
1.58,1.1,2.58,1.7,1.9,-0.004163833778393062
4.78,2.54,2.42,4.62,1.78,-0.0627939912896229
4.220000000000001,2.14,3.62,1.98,1.8599999999999999,-0.062244953572283865
2.1799999999999997,1.9,2.1,4.78,2.2199999999999998,-0.007151227244461328
2.98,2.06,2.34,1.1,1.54,-0.426910298686594
1.1400000000000001,3.34,4.66,4.46,4.9,-0.0017098854656014506
4.26,4.18,4.34,1.3,1.22,-3.4311437558107034
3.66,3.42,4.58,2.54,3.5,-0.03775383249958866
4.02,3.7800000000000002,3.58,2.8600000000000003,3.2600000000000002,-0.09208098275663298
4.18,2.8200000000000003,4.62,3.62,1.1,-0.09763291712353264
4.66,1.22,3.86,4.300000000000001,3.34,-0.000419885423585236
3.46,1.58,4.38,3.18,4.140000000000001,-0.0008106088042014111
2.74,4.300000000000001,4.9399999999999995,2.98,2.1799999999999997,-0.11369332949712987
2.54,3.06,3.34,3.22,2.1,-0.0545740480677809
1.7,2.9,4.220000000000001,2.06,4.859999999999999,-0.00842013480996344
3.7800000000000002,1.06,1.54,2.74,2.94,-0.003876038175101791
1.46,1.74,1.8599999999999999,1.9,3.18,-0.01324562732222868
4.74,4.9399999999999995,2.74,4.42,2.06,-0.5669125160975208
3.74,3.54,2.94,4.140000000000001,4.42,-0.0253661631574624
2.06,2.46,3.54,3.14,2.98,-0.00859447422451852
3.8200000000000003,4.5,4.7,3.2600000000000002,2.3,-0.1576655619226857
3.42,4.859999999999999,1.7,1.54,2.5,-5.567521391329111
3.14,2.74,1.74,3.8200000000000003,3.02,-0.05490385059283855
4.5,3.38,2.46,2.46,2.38,-0.3539117530595069
4.7,2.42,1.26,3.54,1.46,-0.47513389049135313
