h,omega,kb,T,E_n
4.294308537582824,1.9486462511398768,1.3204293026224183,3.270849492884381,3.687184490316936
2.030339933914397,1.7363513131823098,1.0573273658258433,3.745692917490143,3.686504461698005
1.9586589580497047,3.907154012735988,3.877167762810765,4.170688591011164,15.569114535301663
4.165634581913705,1.9509067322756977,3.0835993526803214,2.3371613713073387,6.579495604831421
2.771772072671688,4.295396737207967,3.614508076784404,1.7766995191458743,5.5209816525189295
3.18577726474839,1.5866932743669009,2.9721595410991335,2.248901228293787,6.289908257138612
1.2818949382764484,4.263819198741915,2.260940025202945,3.7629828945972164,8.080337413125507
4.672208013833154,4.779938969164059,4.9471105321996935,3.5486379225305638,15.838239947446446
3.094401606603669,3.7578434131134157,3.681073360500455,3.5805573561792814,12.276593650047582
1.4169943397727611,4.850390169141539,1.6011365544126632,4.4077621962940166,6.524618211945801
3.3840282055116577,3.0442530790505167,3.2338681767669284,1.6479423187968345,4.5514040809489495
1.566411562365532,1.8481223043133537,2.3886135180830195,1.3436495986341583,2.9845991637267097
1.8433169606641364,4.295736775050298,3.8391154609589866,1.5950462492299384,5.515038608987905
4.8707855913579525,3.9164058189452167,4.02339343370172,1.2814275523416008,3.785801619271102
2.064607814482984,1.3505817062807526,3.2493043313797965,4.775777614911952,15.297116987859154
4.453916747202452,4.082866053880384,4.538837447150995,2.9271712528412537,11.891355791722887
3.495680035836272,1.4471669421703912,4.093892625851983,4.5574470743873325,18.258025127540947
4.834449782187932,1.5446834879350009,2.602924951119047,3.974497485497784,9.762434489341027
3.8804811897143083,2.3321163701530145,1.0283896026440171,1.6132843492211368,1.0418427720876589
1.8062632451216487,3.516894076832493,3.5640292492150905,4.920941507095927,17.03772516054605
4.194944610074291,1.1564026505058456,4.235696121806842,2.5103733937337265,10.251816146324199
2.237756915093702,4.630364213399063,1.2188942025325638,3.4686209731390862,3.4567976762407997
1.8016880961427804,4.109504295815304,1.4577578470110764,1.4034357819070014,1.5129253245032022
3.3540864457787287,2.1349811955700058,2.459663683263994,2.0763163106053364,4.558369679322881
1.219875469767087,3.371021070125247,1.826667382302435,4.58650914679242,8.055046287718943
3.6450094609902735,4.15425529792069,1.2007602756578413,4.898031033907931,4.758439152976345
2.390692312216812,2.305406825114736,1.2087981557637681,1.3822892967951097,1.2705159729090674
4.716756778712052,3.2858652424721453,4.448457361080628,3.877542193558437,16.045124947683693
1.6814632322964078,4.504433394836004,3.348731523367176,4.128364924034462,13.230820791178452
1.6301706425660971,1.802175466501028,3.9654677995612606,4.892052044612456,19.16642703874132
1.5057673977331951,4.660192945832812,3.962477873152217,3.576499061881868,13.620723543579981
3.5176095630684445,3.9486375945631753,1.933565948036468,3.670813766029761,6.049731178357414
3.966371771558245,4.409946238615792,3.5198159461981247,3.722944312273449,11.761397474618015
3.3306693676737456,2.029356595605515,4.585634844346316,3.005653286087818,13.25195119517882
1.9623337460119876,1.5254834768050938,3.0105057890850566,2.2322547165539484,6.484814465715068
3.818153840212232,2.5704238533285872,3.711675866472031,2.9540909840066134,10.202169918688787
1.6528929754592183,4.207843759592349,4.664603064769748,4.12630380836179,18.699403679382478
1.7877248257399043,3.604920600669565,4.970116651532905,4.260769978997423,20.667818173389485
3.502775675667282,1.8816240184267603,2.8894249368202343,3.1073511983167603,8.464180880869815
3.4726202797828467,3.1117141075195183,1.3457645286186548,2.135103812561726,2.098720553548004
2.0689192369916607,4.952475418645044,4.023404351584328,4.1941036766459545,16.07233336552256
3.598839539226732,4.225137304730817,2.2360718806152526,2.090922658138676,3.5693536182487278
2.3348136965245616,2.0699652729360403,4.043256652254072,3.566571362210357,14.03938570030476
3.9174593704736624,1.5715600202464597,2.761391166210017,3.4309468957710383,8.992709222484756
2.495214211420366,1.703439290210954,1.6903816500302067,2.9622600660790783,4.676723882326907
3.9626020000852966,4.742505068113205,1.7501668971022333,3.900614613259132,5.440106536515946
2.5463612694069915,1.2427016362543597,3.2200837924894716,4.594297747454797,14.543640054710126
3.103490846940891,3.4202571403995448,4.980599531496473,4.298754899913866,20.576790020275524
4.66550504111934,3.031266218211185,1.2067798905002465,1.3304163608202642,0.7348342129565991
3.424167636752094,2.4978536486322986,4.98808726997154,1.5596727811416289,7.118991026042797
3.0987356785678486,1.9855597137292256,3.088986601482753,4.021425656568371,11.938943797420512
3.7010142013277982,2.519853494027256,2.4695454330127893,2.489455588060296,5.435516871002555
4.588801455237023,2.8379428660301524,1.7377446776321162,3.465116047957459,5.044503146627775
4.728830232890721,2.026663848817828,3.5373382565943863,4.156199266436758,13.952417098761124
4.467298295771126,1.950147469416449,1.0564820605335767,3.5708732761913593,3.1216646187079604
1.3817989390766998,4.111921438443055,4.432790899608107,1.6382823247682785,6.819397066305456
4.239785422910005,4.725530095775969,1.4419340850000952,1.0818288683099049,0.4743325927542578
2.2760096671168224,4.961967470639758,4.748599650042476,3.5290706517997554,15.875498838437295
3.2029389780541857,3.139921410672815,1.8006966080598799,1.8311913158155095,2.561605362066018
4.781671338253753,1.6794015503312933,1.4282190201466407,1.9849750136111812,2.2437976433013915
3.3129327608362638,1.6151436951021427,2.575113913018415,1.8775821513207056,4.421673391055767
2.669730390150572,1.2185585985205862,3.8651637205024,2.8227152504154125,10.653420878821287
3.1438430710839183,4.8778235844876345,1.8674207632044573,2.608589536785931,3.7524835647063277
3.1398832606083302,3.2043078935291303,3.1122492397661694,3.92524567729939,11.433187719971846
4.565795000237166,3.4559512341634884,3.3969331595037007,3.0311511670119287,9.091943893297056
3.924716955765255,1.1104313880358063,1.6524681567600283,3.3363406654561008,5.173657943964519
4.1627973894402714,1.7611082136992648,4.730844151829112,2.7574505536230296,12.470371061843464
4.2497762458693185,2.1150930727597332,4.145518858565769,2.2927719358208978,8.807370345153338
