n_rho,p_d,Ef,kb,T,Pol
2.6848181593718987,3.7996081808551487,2.309559705878174,3.3820454820959975,1.137203401509844,7.758590855066795
1.4846858436685668,2.652103256693887,2.4933319017679887,4.5236594767943865,4.623422131557897,0.41497392758222107
3.7427919105159937,2.963731147759445,3.3384788792371136,2.4814247586521256,2.750615029733922,5.360061176946428
2.9827951268525625,3.623679807792511,2.115206862526481,4.559250290810064,4.810049501326564,1.2592491565796575
1.4935910718004597,2.5758730825231173,3.5838835943348766,2.9483690820358213,1.6863941236255355,2.3810709826440317
3.2563881850350875,4.807527759514858,2.3300605320872947,4.465983603141781,4.538399759932753,2.8840703426510483
2.2725039072061923,3.9604798548308513,3.1074611633996336,3.7716090948555534,3.1450078625321645,3.1126930842651785
3.6409950522670567,3.2661988743610832,3.1882750938567184,2.3302406661776898,3.1272238551816125,5.664741844052299
4.191521099182371,2.589636897774976,2.1931172823561127,4.916926167459281,4.345296365997553,0.9617826061802452
1.622373842882383,4.026334974748698,1.3076211659706556,1.669230577336038,1.9692996536241965,3.487412290352476
2.340631819093967,3.5681761423745932,1.9895167356026,2.125653317835848,4.960541528727172,1.8742628284844751
3.988319839945909,2.346307543920627,1.1323672496764834,3.6896664918173694,2.236554500957796,1.004290375156568
2.1134070390176087,3.67120146213736,3.306921686721065,1.3353086698546957,2.063802162413704,11.393378056885345
3.3142697834891033,1.0561183498125977,2.5476159649081334,4.6694721555844385,1.9472162245532452,0.3452580169612538
3.0350287555973106,1.3777304000307458,2.4921178284170917,4.773311489702817,3.8583587449027608,0.2598461156809849
2.737086846799444,4.764480186313597,4.873846809231281,1.5411362513671782,4.086558840374732,16.027709240932733
4.161616235585768,4.953752866589522,1.6345138436531728,2.628777655647365,1.26551320990328,16.725438528999266
1.8942722311493003,2.0121081211269973,1.8691221105833828,4.671007025490772,3.0348638662215883,0.337063484069848
2.036566497125328,4.0359955424267575,1.6561551720353782,4.624505966024185,3.2709314211308373,1.2107178309271602
3.7903790974135183,3.2641331377911817,1.7101488901964772,2.224183171995052,3.910904825731044,2.646569161711012
1.095260595841733,1.5408076703997726,1.82831567531836,3.0060652689016774,4.456133304978347,0.11830079815860654
3.7626184767762165,3.8813219629181672,2.0619965980964188,2.266639721951113,1.6951468299202632,10.139730120428032
4.442272988425566,3.019067452522102,3.4159108712430903,3.348588944685455,1.737133816470951,7.925762199539906
1.5031625784917897,1.2537117051319735,4.580350883602279,1.6816651489715495,1.475736270737087,1.4535518742021394
4.0781569138079625,2.378176859353946,3.503160837887163,3.951440573617512,1.6325630341002917,4.175088048882324
4.980809156884787,1.921235672320413,2.0348368474438927,3.7859597418147684,1.0688815100943838,3.081512741538376
3.3310590129358464,1.5570478660560152,2.402318005586866,2.8961017992038935,1.3509524192820157,1.6528811195712585
3.3245946468366454,1.8983471905972324,2.5057668028756224,3.4210941490207945,1.2213886824471754,2.3949170065879013
3.5305736448306164,3.117365471831992,2.0199471107650893,2.868272287194414,4.164716229631373,1.9338984617274757
1.1750036807456603,2.602875096669927,3.8758141812118327,4.584324511894673,2.198716512366817,1.0203354732910674
2.7160033158369408,2.857817569421422,1.8579681075602967,4.591029286622955,4.523179316379107,0.6615496308399006
3.5961819062998277,3.711937365267148,4.500775451334415,3.100732212347918,3.290518070922836,7.285854272578628
3.322519347522649,1.1028659382316497,3.7523525137437246,1.0567858761553135,4.6959069439166745,1.0185652615190417
1.9894362218092525,3.573163757698527,1.4962671691641205,3.3672297549177403,2.8112819263310294,1.3382788136465549
1.726764907747426,4.7595683795928005,2.17807890587884,4.165770517059985,2.670317851471244,2.5530681548090413
4.9034268331755735,1.2605504238215692,3.1293219785521984,1.4606273701342936,4.660501110999866,1.1939251211443591
3.6127712184749132,2.5419344114349003,1.2219204013704736,3.0491063749643703,2.4308848643753187,1.2827848936158828
2.870948366423562,1.5121341262223067,1.858700931446851,2.086547140184208,2.970160598989942,0.6562754216976872
1.861326883799781,2.9306819567462385,1.803514089827164,4.064017570547653,2.3743385920452766,0.996001717941152
2.825675636722261,1.1151645239432164,2.21131558268852,3.5031653067978605,2.0378355525262144,0.3628272547006642
3.1070245092412097,3.3471200546576516,4.87859213306314,2.470393956844513,2.1334806765262333,10.740032249344466
3.2997686456318522,1.1302176034478624,1.3634321839964887,2.615129641909302,3.146085099885944,0.2328392670472864
4.584001663832708,2.2113887426859606,1.6768242029460945,2.4157801930771816,1.6430911309358345,3.156619005606029
3.6821777732284438,1.3467498034775502,1.1046089672546089,3.4442212294321037,4.270921264782318,0.16716805871191495
2.927398835521207,3.5987483765977317,2.248239994416908,2.493052833810156,4.53280614894496,2.5142452922036296
2.0785134906370755,2.0524901222434053,3.983678613586967,1.6717798019089951,2.646833667866702,2.6276790248073763
