m,r,v,theta,L
4.418274461881288,2.8389415411003234,2.103198034060848,2.3580910728363778,18.618687818052216
2.3903394523584613,3.4796092638218967,1.1546985876153808,4.353881939921953,-8.99352957410926
3.4806934325400274,3.932561064838168,1.0604242129143322,2.406953135625209,9.729776503506773
4.433084852124277,1.589434019944992,4.261156249921182,4.679936731019078,-30.00870673589939
1.7412506501998286,2.7566401374236014,4.2631320863296684,4.098021494878203,-16.721132139088333
2.7739324628997006,3.0563680630525027,4.808440607474092,2.513664308778977,23.94920746232214
4.4678935089068,1.8124753035744647,2.310967710805512,2.2305558104203094,14.786747501056473
4.756494498437956,2.7654551812834764,1.7682599781666353,2.910799956757701,5.320585973398599
3.4029005685682057,4.613829152907201,1.9587214752133904,2.4766823425676483,18.97407266153121
3.790054322343358,4.348890802325776,1.8060711612471865,2.663069811839016,13.707512970162648
4.244355216136242,1.856934152705952,2.03374714679588,2.046636763175457,14.24826618934472
1.6567235491145889,4.643306313280879,1.1269964744146646,2.4497102377115163,5.531110715112328
4.326512490740335,4.637765437693924,4.9526503111044295,3.772722504625504,-58.637928316278895
1.6158223251120152,2.5150986930074226,2.773779162655716,1.2739930387355347,10.779631362826727
3.235888442691627,1.3631331629611159,4.5606809202269885,3.4765065492721066,-6.612187571688048
1.560564944138194,3.7881447662039514,2.6035148822236116,3.6695684367501498,-7.753796511315992
4.5075967176049865,1.710256110496711,3.0124284302104405,1.4991223840589822,23.163621891140252
1.9253684029217888,1.280074563336103,4.876391544905196,4.103267013708184,-9.856922382992874
2.215599843068881,3.5551991915180916,4.7221704010976975,3.292817934481945,-5.603569147487499
4.017681393542341,3.0816487478775927,3.555157135010828,4.217630572750443,-38.7383646977186
4.55108838201024,2.1514450582205917,2.5640372464384056,2.7706705546589703,9.100136131802447
3.5711210171969725,4.818378892860343,4.926065614518685,4.07261369295775,-67.99932023027654
2.7297827563610424,3.2145486009118107,2.900349794716848,3.803408386864786,-15.640688434104314
4.708026116029232,2.0945709570161983,1.4189932690072131,3.3643295448513597,-3.0910743860382075
4.9698733778956985,3.4259393541439023,1.5377685691465723,3.914305666519488,-18.277694069584967
1.5220292748738546,1.6350836607446508,3.7654315781052903,4.889583335160268,-9.224095929602148
1.400847392741774,2.629766437347815,1.5111071605258823,1.007498887078515,4.706698100538574
4.417637611580823,4.731960951755448,2.8592103229833974,4.930880303101809,-58.348208203757856
1.9533319906467077,3.7860046689479177,2.034633529156367,1.7863065318039548,14.698703476616961
3.097835697391546,2.3831961259161742,4.3366356063922025,4.451485315237153,-30.93277774462518
3.4480223135082597,1.363970974812419,3.191814186363226,4.120432433735441,-12.456977485517015
2.4382233425013644,3.7121220496853864,4.957590314354613,3.6877498359781145,-23.306357278896154
1.9410733480441056,3.9795876993594663,4.6540707298256345,2.8199700837865493,11.36439239756813
3.2117462201191085,4.918195000456048,3.3737279977939414,3.6292470886101937,-24.969947661616768
2.431544806998144,2.4265185333748565,3.6674974003850473,3.7241788504498654,-11.905420334933162
3.6093292702933883,2.946692017791672,3.317918295205475,4.914617448350628,-34.56887199054559
3.19517764707492,1.099883276232811,1.3201598537215244,2.157807851279172,3.862818893856181
2.234638548272601,2.1615256874514652,1.2863216949441618,4.584909283816484,-6.162810394652773
2.8289518061112053,1.067075321569483,3.1764476567982665,3.5990727157799887,-4.2352457943032
3.0725005471619964,2.3938631430357833,3.8759762680508505,1.4641423366626791,28.34638186697423
2.429124225672293,2.21331361778182,2.1355202784656013,2.6126396590415664,5.793875902624144
3.388921380901547,1.5210219354166896,2.560844277817873,2.66193681614829,6.0915422915951005
3.7733074252733685,2.8547486442454155,3.2110777296547206,2.826560785603672,10.717360980167319
3.2950120617576433,3.606062019786908,3.0432209263834777,4.504152120268658,-35.378447185370774
4.641802744913951,1.1055410872325746,3.1242671544863234,1.5600521514177277,16.031887787194268
3.1343841585090577,2.3862967996133704,2.90246138993727,4.422287781582675,-20.80204675774722
2.6847412568816638,1.3145710354075275,4.442134555060327,3.896292236619522,-10.740217132048311
3.169378388379576,4.843324809665889,3.755005677233497,2.2727497814617537,44.01331967058602
2.9289197437829486,4.008586126178491,4.31325610364944,1.5434364279679542,50.62224102702896
2.464018172395391,2.5522429479499493,2.2421484937748914,1.7048164539891166,13.973921254235403
1.3400599820239063,3.5252268592972484,2.635455952335755,3.53012901387586,-4.71646195042984
1.3439312006167157,2.079466386469597,2.1134590624735963,4.541654161445157,-5.820521027058583
4.883099217334825,4.171447716205149,2.79910846555491,4.490829523835913,-55.62298096175455
1.3199044428942224,4.0583210987126614,4.336240113458712,4.214665596403494,-20.409336456536085
4.636561618515037,2.6191730249807974,4.461350362801516,4.055483319454874,-42.90313445781352
4.680386165924046,2.200633294471709,1.5361468873082909,3.9092251071528583,-10.987346958971283
3.755124054282488,2.9880825551425363,4.005167550784232,2.9683875161518305,7.745058277397661
1.9936987236938903,2.3042321571346163,4.912279185433347,1.8520023168877864,21.680350361793078
3.8705713909769885,4.879742657209069,1.7445161591242715,3.125140639386832,0.5420589031760812
2.07776368708224,1.372048850578277,3.2259654932183035,1.7181412564020648,9.096910133929018
4.3623565184537325,4.2602261701699975,3.7669926095146136,3.7984725603261342,-42.75040623377221
4.029592673259332,1.0298540348905745,4.720082443236165,4.058088621777587,-15.542435296686778
3.3639390663542383,2.9940537423782336,4.911576425599402,2.3074505729776846,36.64231780430644
