n,alpha,epsilon,Ef,Pol
0.20500000000000002,0.935,1.205,1.605,0.39600570647093913
0.765,0.465,1.645,1.665,1.10537379314746
0.245,0.745,1.7850000000000001,1.635,0.5672043046078493
0.5650000000000001,0.385,1.625,1.125,0.4287509040961735
0.585,0.095,1.405,1.295,0.10302587750579485
0.215,0.495,1.315,1.525,0.2212716460174697
0.455,0.515,1.8250000000000002,1.905,0.883683172959585
0.10500000000000001,0.675,1.725,1.755,0.21975696133657666
0.035,0.20500000000000002,1.095,1.085,0.008544874616791829
0.34500000000000003,0.425,1.045,1.165,0.1876776876067814
0.665,0.11499999999999999,1.105,1.865,0.16172421156822672
0.275,0.8150000000000001,1.5350000000000001,1.245,0.46290234723285467
0.295,0.545,1.165,1.655,0.3275396540869428
0.165,0.135,1.215,1.615,0.044035525652973334
0.9450000000000001,0.6950000000000001,1.015,1.425,1.216199392663957
0.185,0.655,1.125,1.585,0.22516495987946472
0.365,0.455,1.945,1.075,0.3675913077710243
0.805,0.365,1.2850000000000001,1.8250000000000002,0.763871168485039
0.885,0.975,1.915,1.545,3.583739871030005
0.935,0.035,1.705,1.775,0.1001303774085651
0.385,0.9550000000000001,1.595,1.495,0.9991891913517519
0.055,0.295,1.345,1.055,0.023148061809285216
0.225,0.395,1.275,1.745,0.20377252672935722
0.005,0.995,1.565,1.255,0.00978750406924817
0.745,0.10500000000000001,1.465,1.115,0.13119961175141823
0.41500000000000004,0.34500000000000003,1.455,1.505,0.3292337146570056
0.265,0.225,1.175,1.175,0.08398904795306722
0.905,0.5650000000000001,1.335,1.185,0.9751012489075513
0.785,0.405,1.935,1.215,0.836050024467996
0.435,0.7050000000000001,1.195,1.435,0.5857747841886888
0.875,0.505,1.905,1.015,1.001982060835573
0.495,0.195,1.975,1.645,0.32402310270451784
0.535,0.14500000000000002,1.655,1.685,0.22207392469438914
0.525,0.015,1.795,1.335,0.018920726281488907
0.305,0.165,1.005,1.995,0.10262184838160136
0.625,0.355,1.585,1.315,0.49938197412823393
0.125,0.615,1.055,1.375,0.11444956703014753
0.755,0.865,1.755,1.7850000000000001,2.6151731209454923
0.07500000000000001,0.305,1.865,1.845,0.07931594344375867
0.175,0.535,1.145,1.695,0.18755844587329576
