n_0,kb,T,mom,B,n
1.451572816777274,1.3682369427316334,1.9813559888784815,2.97588859253533,1.2404330834510222,0.3490303381932598
1.4166304400636691,1.5388926239277037,1.6263906051547594,2.6107647853439837,1.0221011092244856,0.4360778806405165
2.20796693025379,2.4607721927139865,1.6686922602339267,1.764437511146521,2.790335197053253,0.6102290693526825
2.6720774270945986,2.083523662742306,2.061605902647897,2.855903344003744,2.3988322273521483,0.5207848437841164
1.6690375771481043,1.6740060012251512,1.8748786250553509,2.8012708365388823,1.1447972580659136,0.5318680516406661
1.1052726700999094,1.8958995725460333,2.9022616898948987,1.3726963977506548,1.5882196269788582,0.5119248717046267
1.7083159847216358,1.5456106609935931,1.0027651832021802,1.462081014153244,1.4859624847396793,0.3964912842534021
1.982147182542702,2.49361866452743,2.0950314850266984,1.1861734369781187,1.8616296733311,0.9086824590427328
2.48275561725494,1.4552624973887411,2.9838208479478685,2.151941396157409,2.432000784066441,0.6825941997132107
2.151276578473777,1.847413573727779,1.2143037616550063,1.8572170074534324,2.3912514469527952,0.2915567748414028
1.1804339051311885,1.117888243851643,1.1845850277058907,1.3912237426453102,1.936564638857212,0.1517382847058209
1.023730367973442,2.8576368244275137,2.5401266455307208,1.1248619310293833,2.344613384047024,0.4798425308182849
2.6742763350841496,2.232288330735185,1.6326701731505329,1.573146350345242,1.6288931476743125,1.0633123189433855
2.42111531497625,1.925154070690464,1.9448897399766536,1.0548089511858625,2.2084633843800456,1.0089098073687626
2.3476338541916735,1.0774160409699276,1.9690895426663848,2.6116761320523487,1.9725953709650643,0.20542539442699556
1.8076057957940477,2.910555919970686,1.566671637484251,1.3547612576013273,1.969165784048476,0.7684890264071879
2.380456216039057,1.7053302253721707,1.9259282633789996,2.153836729443104,2.7412839414666332,0.38385460896429296
2.1589472704957675,2.04487341899733,2.663652050222727,1.936339362097739,1.4505688200661866,0.9502970211015652
2.8752709205832896,2.521946638445642,2.816778530442821,2.227734032295503,2.2572277107727103,1.1399186387769944
1.6097910539024634,1.883338479250782,1.0494307446570783,1.4987776027649649,2.508998362500706,0.23491312697942116
1.1383600313887186,2.7992516666101657,1.4524300840326885,2.1988942573241577,2.611098627376427,0.2617815822916065
2.4012930462732682,2.4754276637463186,1.3011501343133012,2.7170237602133023,2.4818382499092198,0.2915200815818317
1.1019142738557703,1.9221779670552357,1.0196618454857562,1.735770286242185,1.92409142367226,0.1940737486363516
1.592923306639782,1.5103920987983128,1.7338656594341029,1.3597216337015834,2.539196830122708,0.3977399291731933
1.2975422720096497,2.590268013801484,1.205035512058218,2.3251607750327032,2.293721902591381,0.2275379842699857
2.9137655307274337,1.122918496198014,2.5737326439050325,1.842669753923432,2.5824693831276235,0.5414223902316202
1.5605547516927731,1.7246980975091415,2.4304273994718484,1.5735790699733527,1.7915457898170437,0.6318997932222908
2.102431521936098,1.52024130413006,2.937395257673291,1.826565406602584,1.1884265882747256,0.9381705013911172
1.4117632473562012,1.0149863637067011,2.060273549119536,2.7496717939531425,2.313816182927632,0.06721269731285101
1.4696310131381545,1.3372309638761122,1.0945776081370888,1.3481518668319843,1.4044487533635932,0.37489758548698093
1.4830250599312274,1.975650150258792,1.4523561766428292,2.4099659723597604,2.2717476645274566,0.21529790178742125
1.8358040784544207,1.398515665625201,1.4197062283429094,1.588562766686484,1.6232622729563368,0.4662237924523336
