q,v,r,mom
4.432784131323286,2.7055748995237083,4.408198052414775,26.4342654195263
1.998880809744916,4.5568727017705175,4.054085833624072,18.463615131754
4.549785777414279,4.2143326950629545,1.206749493497747,11.569295017938652
4.5739844763011615,2.684101759560892,4.78477928023228,29.37146278346375
2.750644609364145,3.2217117904214443,1.4804964961979734,6.55992020631691
4.675426831682594,2.1044210197132567,3.045125831832038,14.980597781234266
2.1093105901403244,2.9727911753015084,3.3405022187597195,10.473376238314188
1.2207342078940226,1.1346833054870014,1.034781710278657,0.7166622491280387
3.526870116738892,4.108414682515002,1.0543041641370363,7.638351945277621
1.768437998984603,2.690007383973347,3.983892821721121,9.47591073103286
4.970225963647389,2.702068408355668,1.5712061309257384,10.550563191793264
2.2761654754765392,2.431802712425824,2.0219208457138893,5.595853349519483
