n,T,V,kb,pr
1.7964867964593334,1.121087363814507,2.920554943344872,4.604589157966523,3.1753309233207663
4.829040774412112,4.93342322223676,1.9523310079899727,3.1020757528496,37.853687564891416
2.9918031781222183,3.629772362377288,1.003395549935353,4.749753551171661,51.40570436262763
1.2770378754441096,1.6528728001867674,2.937342935343381,1.8027855725131547,1.295485723731106
3.9023150920095713,2.1389087568416647,2.6952722558082662,4.306150246758307,13.33524901901052
3.3688345613617114,4.2314590951918385,1.2034693578244586,2.6418439354037586,31.29262188082714
1.2283333265464098,2.8805802526338096,1.841673903195636,3.9635598923955264,7.614982422060219
2.794945639601917,3.1225929765617244,1.376101594887436,2.6974245899919373,17.107539762540515
4.686854492808094,1.4379024223211716,1.205332637954097,4.025202115346952,22.505655242663156
2.638623057470863,4.794339800609926,1.266780074074096,4.989711546154579,49.82879457932314
1.9046979739232004,3.4241221759357674,4.15006127064977,4.963185612728418,7.7997625354958435
3.5973878623762405,2.630705271159901,4.637705983304083,4.3059288899960615,8.786645423402733
2.1902618845008033,2.3397060799661062,1.928152722611339,1.7408809948354862,4.626845559257428
1.7033320811620665,4.4731641223035865,4.159368133586336,2.018427017546049,3.6974290548047546
4.0790086437987885,4.955534657044627,2.8041103112048082,3.487525539271284,25.140125748431657
4.364643179269464,1.6592298087139374,4.642163541046449,1.6136809981246332,2.517401779396003
1.952325341736344,3.1756360548773457,2.123953212030079,4.639956261286211,13.544153178268877
4.623604550662458,1.6370634178580683,4.6551310988450805,3.2101543001240005,5.2196355205354354
3.8149635624494125,1.7783424700628596,1.4849550761440562,1.4198399014616028,6.4868201372819225
4.373799840018723,3.0373679985088664,4.492148971887873,4.317543898574244,12.768472016897624
4.089433604002867,1.8030395196356384,4.225113265051105,4.488341601905638,7.832780466318849
4.460458210183521,2.5078203772219743,3.4620299277541777,3.327962462800276,10.752847907021556
3.7132771293127433,4.476053800586196,2.8979267535368414,2.2111677715017724,12.681976734840973
2.1962823756740626,3.8104754103666,4.6203458040498235,3.216270605527672,5.825664104818245
2.2311802999426393,4.370012510435681,1.450366692737577,3.754276522946081,25.238630577736664
1.5396763007436194,4.598104171361049,3.2968245943479406,2.0131179725927275,4.322963969791637
2.8932278046959152,3.713672550036078,3.167568836544118,2.984502903710996,10.123534840455886
3.945018839104223,2.927005520965721,4.2167286795494965,1.6235425715153289,4.445909788811539
1.235357818707317,3.699750487180377,1.1675256927865445,2.941553254033951,11.515305734441267
2.8878363336317987,4.32217491487971,3.5819644525509298,2.028883392325436,7.069858639732093
4.5413654238670835,2.470061654116195,4.170764420050267,3.752456413901127,10.092394986327012
2.9816727007549138,3.3769238197998632,4.061597047443914,1.7853809372365372,4.426039559633074
3.497703950413896,4.599743345383997,2.3137048191644527,4.3717502637266215,30.399332041099466
4.582776561269805,4.843326385531915,4.276550508851345,2.3803647161468056,12.354418769599993
1.7740262717028092,1.8424035167303368,1.7180015914450864,1.6787194464363635,3.1937385504748845
4.400077415236987,3.6396716699424574,2.544011714555241,4.016684079973,25.285473691135806
2.4460537683905383,3.7244896616290717,2.169663506356499,2.7691488102311808,11.627508963091149
1.9811442774379509,4.075834536921092,1.6279442668237991,4.403550770900988,21.842187186097807
1.033134880996125,2.9223034034186335,1.95268905925562,4.897452942842019,7.572155208663028
3.126473451215241,3.9937829469526154,4.4515605034850045,1.5671132884519494,4.3956926255468485
4.6244419479869805,4.797931938418653,1.3634057808682138,2.0389683316072933,33.18171007816221
4.1446281707797885,4.3991602048992755,4.550070642968756,1.6762523237043117,6.717019452977728
4.435863202671778,4.175160067740139,4.5907720328315165,2.616177344288817,10.55438003356839
2.912941518928573,1.5381677877013629,3.855289392529441,4.809908742760835,5.590045349213981
4.798661029793863,2.7171800963015134,2.481442392133829,4.06289555055279,21.34862742694081
1.590807599118108,1.2756509261723656,2.765888686135919,3.697689285304336,2.7129714444918918
4.164538115666038,1.7430366643586277,3.189721259767317,2.386529750351793,5.431096049330952
3.009139858273968,4.121828332165337,1.3239416103125876,3.745614152593835,35.09025133165142
2.969313589677253,4.441212746588652,4.027521546207471,3.216077571227969,10.530434384600566
1.6559998925905774,4.2843601300212235,3.938977847162079,1.59706805698075,2.8766442619372516
4.542226863894769,3.180709058970623,2.2531499376778865,4.214301687056001,27.02267239229838
2.5262287819852247,3.2124600926241675,3.1960939294656194,1.9800476307043064,5.027667211374154
4.776952122648207,2.4397817519170832,2.18198730805594,1.3572572907249816,7.249563034844848
4.644537091668331,1.6702903201972052,4.282987542827799,4.0857248916760485,7.400425808395965
4.3187497492945806,1.8806256654058444,1.2522135131409875,2.825046183461438,18.323463361753763
3.2323569861513834,4.749349128361642,1.11205341622387,2.380266710076939,32.858927869652604
3.0059031283920605,1.09170477932958,1.4810789269827374,1.3994979702598136,3.1008036184085745
1.1794558988223685,3.3596175094230003,3.446838111274526,4.684768474152729,5.385658218927312
4.52571902364206,4.6678700022861035,4.690566027703284,1.4984076861359927,6.748559457686759
4.569293498049478,2.000218482350978,4.1315276308685585,3.978886468835946,8.801919182011465
1.0963701908393513,3.8309078719780953,2.5431095154546566,4.6478695987030685,7.676226821015504
2.6273334974329017,3.4634851667585664,4.319469753009416,3.956248089631351,8.334539618764229
2.8034891158817206,3.8671344876836606,4.1883553711288615,4.885911868278591,12.6470797106428
4.00636272792336,2.4315230415003044,3.672555515147656,4.269376693745489,11.324649302222294
2.450260497545524,3.910719026055218,1.0916619542247257,3.3861894404606394,29.722952603986464
4.170688939163004,2.741418737947248,4.696256139919036,3.62416484242086,8.823468595538786
2.7142551837550344,2.8084991867351534,1.0023202753978957,2.0876826808126,15.877530336297252
3.4046259060435604,3.9197999628576703,4.605942968140037,2.4849622409920347,7.200033908578391
4.0719169257712835,3.3343163555932285,4.246807119600124,3.693032101561129,11.806638275271428
