epsilon,p_d,r,x,y,z,Ef
1.0841834833470267,1.1611742309863584,1.6323190715829123,1.3641633338509829,2.0832940798414894,1.6634485390732223,0.09139509938542943
1.7354176583797682,2.5667340304357085,2.376579188524368,2.1535923291359342,1.5269306273115468,2.8720184323022235,0.035311333434965744
1.0312893708934798,1.0291569314011877,1.153272270109584,2.330633855734853,1.9422606186606743,2.897544751684231,1.0265428879759664
2.038933697003192,2.076384442375585,2.00788974756411,2.1655880216476846,1.1689687363344397,2.6539744664098937,0.04865368247687067
2.206447920573566,2.4268269485753557,1.7497021121859162,1.7700288772533417,1.022754274831501,1.480199340854346,0.048450003492331764
2.7446492816463084,1.6302814569749997,1.2914038305227789,2.716824402521469,1.9991549558823305,1.7229043085003637,0.2294384627514999
1.5125907028472534,2.895343164249015,1.5382116852458467,2.614500150811024,1.7854060925517516,2.328974700598398,0.3912724853758305
2.997337770638853,1.4614803612775742,2.5963649666736672,2.5336783461165737,2.1364533539565924,2.8583867000592718,0.009346315080130872
1.7447377700871332,2.0732944759915717,1.6085761779623524,1.5626612513058284,1.8489539914942064,2.209525815709312,0.1408970793950701
1.178518653319768,1.1651628642598462,1.5163362410370982,1.99015767547048,1.2139878622349074,2.2804076606380423,0.1565222354924942
1.4950068358720419,1.0841692554262667,2.884829159431181,1.3907872501393896,2.7653171110126804,2.0146842503321736,0.005403601169095726
2.2255053523882347,2.700790088940634,2.8280772396899554,2.6311746849278506,2.048851541620834,1.350144403587494,0.007210525285985862
1.6197430993425503,1.4672285189031231,2.7156418372151254,1.4757969789332808,2.015671983147821,1.2871485773230158,0.004708181628258077
1.8217892481423617,2.80349878648492,1.8096220734756552,2.198896325387657,2.1138236414371616,2.95513582963448,0.17063667941582752
1.7739537477913174,1.225149246080954,2.5032680966779512,2.642129494924242,1.5099785710530604,2.2623453817942454,0.011547989817752048
1.5978556474214485,2.62052862449056,2.3023466714409637,1.559834845599095,2.6901208964106225,2.8392412501534308,0.05343440800843529
2.7249070488687672,2.835072603690598,2.3615975035565056,2.188820912563936,1.1988778517688816,2.056558766343453,0.017354753502370483
2.0671749407159674,1.2360477441130446,1.1997628673916152,1.5040863826869642,1.9956195615867207,1.8146292299225808,0.2603985510880688
2.657166366113227,1.0392928186163866,1.2305977055625748,1.1326682698380972,1.6013799652171827,2.8692990518034,0.1862117245221754
2.239441573298452,2.0173350055686528,1.6932135810542472,1.3933070609254288,1.6889347351133437,1.2548557436710197,0.04245461946813863
2.7122767514543726,1.5763567958222333,2.5226427626721586,2.3702559131192085,2.3036673214000274,1.342472062947868,0.006026553968312582
1.7014906716499552,1.9324625284890349,2.330263804626968,2.4589292503989384,1.2070646812299055,1.7291626341564852,0.018690914712635905
2.767674507613556,2.3160501464874437,2.599350150813112,2.89512195750514,1.4358699029430315,1.1035521420166017,0.006003926029544733
2.8962272823803303,2.0395882374055496,2.5226093715982434,2.5812857713297586,2.758408922362965,2.549654476955893,0.01585231825234075
2.8229204007133766,2.775163889558928,1.136552648827242,2.710292738522799,2.5405343825526705,2.9853988256942032,1.3724468322634873
2.1836467746632398,2.099810891080184,2.0550188020437554,1.7553606957370098,2.400922492511288,2.3629855073192374,0.0440207907210201
2.1591324373824667,1.7945893402623976,1.6115415056017497,1.8604725376004567,1.403773104960666,2.663790523339026,0.11333580852223946
2.608660920327255,1.3914447921537547,1.9199961755726875,2.326743903918388,2.200550784389239,1.6697329366064702,0.026097406349175397
1.7095334752665972,2.067850247132965,2.9771380717200517,1.9683015860907889,1.0369595033206769,1.1268016091292343,0.003095180185524263
1.4140038274365627,2.858314555864326,2.0518687782505447,1.1143765607096077,1.8457010727662215,2.102347836029817,0.060142496454096174
1.913060181027049,1.4823927403216082,1.7675130205427094,2.8069038126529446,1.203701888488283,1.880299032226729,0.061580750478729136
1.715828427748081,2.672613236845814,2.0015242991303213,1.8775801712773328,1.6511719075453373,2.177922929568965,0.06303910655304963
1.5318447431593718,1.5925490982902284,1.3981271577042709,2.1637081138228242,1.2559867529280044,1.7226254683847542,0.20021847707501636
1.3477326762519817,1.3710310242976298,1.2987219908770222,1.747281096662494,2.9679105670195436,1.1461469685031025,0.2594679815740646
1.0464725306386544,1.618558147678382,2.359746603355896,1.1497759198957411,1.4973599633723402,2.7940866444121863,0.026619389502607872
2.423973143611394,2.758173964365453,1.9651120301092062,1.4695574857795088,2.409249325167572,1.0358937752529085,0.027098904941614783
2.455814237834937,1.0147274853486288,2.7438425715375505,1.240625925567657,1.0820138429069803,1.2991516827930654,0.0013564580795257693
1.060480905056106,2.841591823835491,2.121339276997052,1.7830050034341798,2.598182697176224,1.217218807971976,0.05711568816450456
2.5590746557376485,1.1244031418030802,2.429042798843213,1.3109574257899734,2.6926199507084023,2.112465309793365,0.007847506539577786
1.445427623172031,1.350076998002817,2.834002725721013,1.2037022134456206,1.228587814648587,1.180139750117874,0.002475875433338399
2.512422840675896,1.7324597758000366,2.3717361600974436,2.399077005195733,1.3186584312017355,1.371281482543365,0.008234663812347477
2.483395994691904,1.3146713145995488,1.7544527878611282,2.630393432214888,1.8238480446831704,1.3572201614349648,0.033028492300279086
1.2057595610105674,2.8139506592602697,1.0165472633754862,2.2221257509780874,2.607767817151021,1.3224152094111956,2.325410546050168
2.9246826834368123,1.31235836447821,2.0976196555759863,2.449892335135837,2.4321065091791483,2.3741596379586234,0.02161955921140717
1.684461482343666,2.868871297423185,2.815370302333809,1.9854548434718702,1.3512346753901108,1.4520268384236446,0.008016152553018102
2.3452092802154683,2.6133402279081914,1.292978143086208,1.0250337079360279,1.230575382063001,2.7957073182129437,0.3296143014437219
2.1003121373132645,2.279549802122724,1.8426049292477489,2.2240494602286693,1.9414497979403065,2.433817727463261,0.08765017075092395
2.1658680234682994,1.8283286803881595,2.457540350270799,1.0651996178742842,1.3500798760491286,1.004348451465665,0.003882999472939871
2.3977925903575117,1.638070480545879,1.7722190167954155,1.2385437621057418,2.4442509583697105,1.5126391788461913,0.03866812343997333
2.4150251667751474,1.415326552273551,2.3781896502632875,1.9671175663834912,1.2660271939479657,1.979777213610992,0.008517620013221391
1.8250572773536675,2.64213990706729,1.6848926362711971,2.0392122213457404,2.9266622158327658,2.7387605689847074,0.24865143526179415
2.963255266334605,2.404799463789264,1.2522832284117755,2.7473199614299126,1.8170306035354982,1.452652380264565,0.3010040056679814
1.2017706605910794,1.2370713253072525,1.0070022963577738,1.872068456461387,1.0661220316764592,2.7772870511181598,1.4199425825245973
2.332622698653358,2.878259014429148,2.7226017588634632,1.0441831638472472,1.301624548592782,2.4485420373499003,0.008045644583354473
2.4123194012326192,1.3993172161547958,1.824178663693416,2.125141561463366,1.9325185206159856,2.103259237922143,0.04141886261916656
2.068622129577861,2.880249285673936,2.512254367168919,1.8993993371434303,2.1499117936248844,1.8463363760545544,0.0175933578707769
1.0740119197669076,1.990374505530941,1.3395822613735766,2.9670917300013206,1.7052570249184285,1.281614332027551,0.4498362110872001
1.5366009911611316,2.582435692481602,2.9442646333184608,2.7283723446297556,1.1217495964249358,1.7312187119783755,0.009261162244744952
1.14254700543325,2.764028498058717,1.268672877430919,1.123053263469358,1.7295759827057775,1.037181160337134,0.3758526472802431
2.572452061643887,1.6957377538288239,2.834848267175928,1.271754623007768,1.0427225186957538,1.7316698897729992,0.0024478947365299147
2.9329038518036024,2.535841096564284,2.1454080097472192,1.8759342645773545,2.701127747667588,1.1125000656086816,0.016615133916596112
2.9134265964179265,1.2793735807732305,2.4294925897154562,1.952185470389624,2.3418659803597075,2.3418324943593616,0.008843330007522458
