epsilon,c,I,r,B
2.436187601381376,3.8859708836968063,1.5560803003306731,1.1809901034279011,0.005700278372736464
4.397219507426779,2.035083425897789,2.660830116744118,2.7635269462092915,0.008414551928326328
2.905866630046185,2.7602786739032563,1.6681529210908357,1.8656814770906018,0.006427424063115342
4.375523572265065,4.46516459737429,2.640734603684796,2.0081599790313103,0.0023990627471808515
4.079160216338959,4.520908888283693,3.7527792780559337,4.931498517204521,0.0014526867457878962
3.6571157958570737,1.1647877789779075,1.4152289054841845,3.391463954699397,0.013385274867934041
4.6129374704309125,2.2889657475278598,4.072894448086318,3.3642654926788773,0.007972175860839842
2.5488386394203277,4.975306405345479,2.434306682054527,2.3882947885857684,0.002571138583300561
2.5007623058477693,1.3830017446085638,2.8463006104453266,1.134307232809343,0.08349343443234958
1.1143242818119323,4.25475821460487,1.5521334954588188,3.754902236717232,0.003261288384527382
3.1504554175623776,3.1307771257941943,1.055683676879576,3.0271714088724617,0.0017973774254817676
3.3418635471911915,4.835524655868288,1.2306164541939442,4.496146584278876,0.0005574763787610592
2.2325268468399275,3.380732899206293,2.7017695698525763,4.642849750286368,0.0036296554260132007
2.564392339180765,3.5013371889094,4.884568142807678,3.8039380781951366,0.006500705946602349
3.4041551727984936,1.958126545373822,2.0054783318255547,3.613394904520397,0.0067675553969216784
4.442882222578608,3.6090423956767537,3.9722800268604495,1.1040434946004132,0.00989521049266274
1.511403278058464,3.362496887401332,4.60083102277369,3.3647233219344383,0.012735116271716956
2.2315150851739736,2.0042948044098914,2.178599962197314,3.3586364936716,0.011516263477861421
2.008894682087114,2.111452149204508,1.5391488658135069,3.841952849968489,0.007119165204377244
4.811315259010557,3.3563754835627053,3.192276807344656,1.0837692223247273,0.008649260267772404
3.4487242574250105,2.1540874413460758,3.4980011450085717,2.2880103610032534,0.015205368964390266
1.206793925642866,3.1108761823638464,4.669271874844611,3.7095423488083776,0.017153407030494457
4.776780008810269,3.6819070191415952,3.921602709124602,1.0377629171727634,0.009287625674099076
1.3574758830238194,1.816466761771566,3.5480428586558257,1.2513572531685848,0.10074897587480414
1.1905846716652864,1.760025258501702,2.933835828919351,4.424206127056465,0.02861689426671048
