rho_c_0,q,A_vec,m,j
1.5432866696613536,4.515231579988454,2.8146758128690683,1.0670198302520362,-18.381566719141354
2.674838191835723,2.765366349747043,1.6009087673068845,4.275889795781456,-2.7694292126444564
1.956716223803668,1.8627737864392424,4.098976092772819,4.6257038080556265,-3.229873611902405
2.401424260520268,3.3385318593329827,2.128361306473113,3.0193250196961188,-5.6514502376289855
3.8046723502339286,2.1702989674639763,4.6681580067942665,4.704101458818958,-8.194183654491223
1.7990551230327831,2.2935935556992293,4.884266118220985,4.125486079762821,-4.885231202705507
3.3373385710812657,1.6271337319424162,2.587058870782595,1.90103605994589,-7.3899155086215345
1.2910364524619613,2.6003736249994835,2.2224737745732424,3.935437734789368,-1.895910608381852
4.521102936697559,1.5287146767806723,3.4713726870868444,4.212580230598428,-5.695395491508582
3.349061346699989,2.1397421499924216,1.1563476913668196,2.1593898938913734,-3.837442823991714
4.0511946991432985,1.7310527310791834,2.893548458638147,2.391174968414914,-8.486191296765712
4.7811441039737925,3.607776632927805,2.695696842990187,4.2410903655667616,-10.963898310031462
2.883113304099896,1.1946267204841146,3.7265294765358488,4.892445063584336,-2.6234484672410585
2.626605948232124,4.476162466482997,4.884012717282381,4.011948386415044,-14.312721264373549
2.7208539777660694,4.256354895795498,3.879724951262273,4.6007980370801285,-9.765867681773388
4.322123831921399,3.5920179260752074,1.0063303837456137,1.2641619023291764,-12.358722714132526
3.971324066155759,4.774277873027777,2.7827917902510406,1.283804803673655,-41.0983831770885
3.709832603863709,4.036452056853161,3.5572538328724335,2.5651113684469538,-20.766473046389667
1.4934770773697372,1.5055105246271403,2.9378413349269223,1.9964208748993302,-3.3087091452928217
2.002620414540422,4.791395858511363,2.4697080449734896,1.013972825300801,-23.371145148117343
2.4636602644804477,4.350967837054149,4.8273614277347034,4.32147649983925,-11.974140569905432
3.1004402802268274,4.305133631993469,4.1849593091119015,4.183863689956835,-13.351305085879606
3.6979314182508536,4.728946027336368,2.4518265601798506,3.2733685866572464,-13.0983938482846
3.245985275079549,1.2016809019154948,4.188366321859175,1.3758111705435097,-11.87466952676575
1.8763621176537724,3.736323830968141,2.2456608810265664,2.988804956491933,-5.267539066067903
1.6636787094124754,1.7707267022710038,3.717760421596709,2.306789475083106,-4.7478220573139245
