c,v,omega_0,omega
5.949337229384952,1.7932362041844645,2.7438409689694763,3.745058060456997
9.80132626477622,1.3585858990169748,3.586894219368346,4.1238915947034345
3.262793799050833,1.2802335496863555,4.767862080920851,7.21743967524593
7.148524942995393,1.1405823861162332,1.9533936926182076,2.2944615101890418
5.340880160709489,1.806537427344272,3.7123766155061086,5.279250573083568
6.2482340637224745,1.2703774814372624,4.812684124216746,5.914730917387988
7.340019642096788,1.0432691338023607,4.725824176973296,5.452887403322959
8.307786657949157,1.2463009732572117,4.312094986287448,5.015738516770231
3.8238208803318576,1.426172227368774,1.1749435044941854,1.738615631475689
8.302394857231734,1.3502846128021204,3.689640530558888,4.347600937191928
4.369149250327247,1.5900606082855022,4.340155001126472,6.355480346958423
4.054619371094007,1.5519000348182346,1.7010401088735143,2.5459809180269706
7.206199413890201,1.3069212952550524,4.902615418141894,5.8894235246042825
3.345010013328784,1.8828479211122504,2.7024404287748376,5.1099924427640975
6.462373406915049,1.6393849255975157,1.4584879265809645,1.8903158169445125
8.380832967454268,1.9735265173476464,2.8241151217393514,3.5900977010956443
5.285795959153116,1.9242138738988896,2.5164911354883253,3.685458057942141
3.833268421478029,1.1407933739324667,4.162502213873344,5.6576258345555726
8.58156396142483,1.4586267715348826,4.9098006340583815,5.829150681819737
9.002247537782011,1.0267886814395502,4.6830558883183375,5.25147256724044
3.5686562467743377,1.5026941851551343,3.0768512893422817,4.820667150802011
9.227447295958015,1.0888600017212997,3.4828915442575568,3.9212774600324534
9.633817123663665,1.6852696817051085,2.9831803600143685,3.5599288741933566
6.430634355168648,1.391645337397058,1.3731543068943577,1.7108593505180942
3.3993540733874754,1.903622448582867,2.119206620636453,3.9903070561571847
9.201907472793245,1.1646421218801315,3.51719434986282,3.9944715128995503
5.959938515201036,1.8980116101868167,4.59944714762298,6.39726313631758
7.190071238419651,1.2149926900533587,3.303509365739859,3.9180885185138967
6.946447950964892,1.2045808849090769,3.6940199444451847,4.401278840132121
8.625227080229447,1.7612161738775085,1.7473106139548014,2.14938670843296
6.950474995086421,1.7066048534220162,2.2679900665893737,2.9140761437271903
4.483358723154813,1.5806608819799006,4.029042929883986,5.823462433874223
5.908930279203748,1.505806716967564,3.7402210378707417,4.853608111259868
4.892724579317166,1.862119178767744,2.95749608316661,4.4153703379687865
5.4500404636807485,1.4366738114075115,2.263374819714876,2.9648866428065492
9.293086653575338,1.4577414202495995,4.495581810197309,5.265962903316586
3.724356081615976,1.2132086214253728,4.146054941042614,5.813736507219786
8.601101055603085,1.0192725202112929,2.1068385622062853,2.3732322858384927
5.454474509844074,1.419734650657511,1.2230183766515736,1.5963811256621054
8.166164601604482,1.6785542543245835,1.5231847611262328,1.876341422633716
7.021485082649412,1.0560210947855455,2.462206258678908,2.865107794556489
3.619779517667543,1.6389609141246395,4.270679084481895,6.958497129035317
4.107669401621922,1.9336044299213808,4.752172671213269,7.921733240663498
3.592356060951373,1.596500011738042,4.111065599650848,6.628657987577201
4.837746830424269,1.3250273168246052,3.127309688709864,4.142259281306232
3.1322271415922853,1.675781235594005,1.422678015833179,2.5848898954390953
9.742468666253536,1.910480812459412,3.673679051811817,4.481084577092143
3.418344742975017,1.1038363922966583,4.555341164172295,6.367449498826269
9.475309785215092,1.0513179663116965,1.0767772194023304,1.2036813274920208
7.166239401165639,1.2663864070820885,2.294421749001163,2.743052186244673
3.765121538801102,1.4764579948524057,1.1697886565130746,1.770302651256684
7.42919467046057,1.0864534825038992,1.4256587301532275,1.6519083068885485
3.870768004541032,1.025963241001552,4.013913711652217,5.26617070910434
7.852353462618319,1.5043438347897449,2.8802749454971748,3.4968455294515235
