q,a,epsilon,c,Pwr
1.02,2.94,4.140000000000001,4.7,0.0011099411847547442
4.54,1.62,2.54,1.18,0.687639590760337
1.1,4.54,4.1,4.66,0.0031889987290848903
2.06,4.140000000000001,1.9,3.74,0.03882089935295104
4.9399999999999995,3.5,1.54,2.98,0.38915207491916654
1.18,2.74,1.42,3.7,0.007710286227658553
3.5,4.66,2.42,4.46,0.06573351511291203
3.22,2.26,2.5,2.58,0.06543775208407217
2.7800000000000002,2.8600000000000003,1.6600000000000001,2.06,0.23110576854061501
1.42,1.26,1.7,3.06,0.0034866106717171583
3.1,1.5,1.78,2.5,0.04124437761203904
1.38,3.42,4.74,4.26,0.003224795082249196
4.1,1.06,3.3,4.98,0.002458534758816636
3.54,3.9,2.7800000000000002,2.9,0.14914057921193252
2.66,1.78,4.5,3.66,0.005390715161178582
3.7800000000000002,1.22,4.18,2.62,0.015007971012653125
2.7,1.18,2.62,1.1,0.15442267562975856
4.34,4.98,4.98,1.46,1.5990023843844967
3.46,3.86,4.78,3.98,0.03140136818089836
1.06,2.34,3.7,4.38,0.001049828278046178
1.7,4.82,3.38,1.58,0.2671793168164891
1.3399999999999999,2.98,3.46,2.14,0.024947301915583326
2.42,2.14,2.26,2.8600000000000003,0.026912287710716014
1.62,3.66,1.8599999999999999,4.859999999999999,0.008735129035870952
4.7,1.9,3.22,4.54,0.014040363912639318
4.9,4.859999999999999,4.38,3.94,0.11230544150484145
3.14,3.18,3.02,3.1,0.05879229162330189
2.38,2.46,1.58,2.66,0.0611534563939544
2.8200000000000003,3.62,1.82,1.78,0.5386204516237674
3.18,4.46,3.94,3.22,0.08112580091455206
2.14,4.78,3.58,3.46,0.03743440148182988
4.26,2.66,3.18,1.6600000000000001,0.46830626119764457
4.0600000000000005,2.1,4.9399999999999995,4.300000000000001,0.00981877295892074
2.2199999999999998,2.62,4.54,1.06,0.33192041117255155
2.26,3.14,2.38,3.8200000000000003,0.020137613702112665
3.38,1.74,1.98,2.74,0.04505198131493832
4.58,4.38,1.1,1.62,4.564995199299279
3.66,3.22,4.0600000000000005,1.38,0.6905728473620855
3.02,2.9,3.2600000000000002,2.8200000000000003,0.05566008094843775
1.3,4.5,4.66,3.54,0.008782434233898111
2.74,2.38,2.46,4.18,0.012557117678606417
1.78,1.38,2.3,1.3399999999999999,0.05784353460494298
2.54,3.54,4.300000000000001,4.140000000000001,0.01405734667373717
2.1,3.46,3.5,2.1,0.08640994633645961
