g_,h,Jz,mom,B,E_n
3.54,3.8200000000000003,4.38,2.02,4.220000000000001,217.39907824743847
3.14,2.74,3.7800000000000002,1.9,4.9,253.396396414838
3.98,1.26,4.58,1.6600000000000001,4.1,618.6568387725306
4.5,1.58,1.26,4.62,4.58,477.10425947612015
3.66,4.98,1.3,2.66,4.300000000000001,68.66336062651983
4.82,1.38,2.2199999999999998,1.58,3.7,284.81286708136327
3.86,3.54,3.98,2.98,1.9,154.38917557081308
1.38,1.82,3.18,2.94,2.46,109.57137819759303
4.7,4.38,2.02,1.8599999999999999,3.38,85.62185443398238
1.3,4.0600000000000005,3.58,1.3,1.78,16.666467829306978
2.34,2.42,4.5,2.8600000000000003,4.98,389.39309806955197
1.06,4.74,1.42,3.14,1.8599999999999999,11.653015620782984
2.9,1.18,3.9,1.78,2.06,220.82472011201753
4.78,2.3,4.140000000000001,2.7,1.62,236.4607423991247
1.58,3.98,3.8200000000000003,2.2199999999999998,1.1400000000000001,24.11432289744351
1.1,3.94,4.74,4.7,1.3399999999999999,52.36695597738914
4.859999999999999,2.14,1.74,2.38,1.18,69.72854080641092
3.02,3.46,3.7,4.42,3.02,270.85798849976123
4.9,4.58,1.02,4.140000000000001,3.5,99.35255213863735
1.94,2.7800000000000002,1.5,1.02,2.26,15.16130806511554
4.38,2.8200000000000003,1.06,3.2600000000000002,3.42,115.33322653877231
3.2600000000000002,4.220000000000001,2.8200000000000003,4.220000000000001,3.1,179.0639954144865
1.54,1.62,1.18,3.38,4.62,110.05917620674839
3.94,1.3,2.98,4.54,2.66,685.3090885253791
2.94,3.42,3.02,1.7,4.74,131.44234505672554
1.26,3.58,1.3399999999999999,1.98,1.58,9.270314379679684
3.9,1.78,4.54,1.38,4.9399999999999995,426.0753027484884
2.42,1.6600000000000001,4.62,3.7,3.22,504.1812812951604
4.9399999999999995,4.7,3.2600000000000002,2.46,2.7,142.99650754884743
1.46,2.9,2.74,2.1,3.98,72.44153694301617
1.02,1.94,1.6600000000000001,1.62,2.02,17.94538508690204
3.62,4.78,2.54,3.9,4.859999999999999,229.08419914279693
2.54,3.34,3.38,2.1799999999999997,2.1,73.93662234770338
4.02,4.18,1.1,3.94,1.38,36.140789292587186
4.18,1.46,2.5,1.3399999999999999,3.3,198.86668816865608
4.0600000000000005,4.34,1.58,4.300000000000001,4.0600000000000005,162.13162985256145
2.66,2.02,3.06,4.02,3.7800000000000002,384.72412000667936
1.7,3.02,2.38,3.74,3.46,108.92974947978877
