kappa,T1,T2,A,d,Pwr
3.389749778546589,4.390005723432955,3.7495905629857433,1.5149191481049096,2.722325569617476,-1.2080325546942157
3.7610065960293997,3.503080620436261,1.5084204533720502,2.965804312690868,1.475934407072431,-15.074691920482795
3.811518655548704,3.7328813779732974,3.4211940598666692,1.0277238791656775,3.8565650674985834,-0.31658691891765256
2.1677935432004167,2.91689759339043,2.9909216920466006,3.5251621034907883,1.8290701412478276,0.30927141325982005
1.209619413804668,1.0864474742634171,4.7461385638023526,2.588064987731672,3.844416129463348,2.9801489012854816
4.441969867808318,3.481702274292976,2.5110586583113537,3.5868394840443605,3.8954123013098783,-3.970031211714261
4.018076674114459,3.2404847327368995,4.955806936010759,1.730650024068523,4.827230634556678,2.4710135836585434
1.6649995100572292,2.742375038259036,1.5918958743467373,3.7320931709373415,2.9755531316993586,-2.402578771891016
1.3021102822287345,1.1633718609577928,4.481217294231497,4.43879231737318,1.120631889128259,17.112196838548055
2.3739513973183697,1.5019821818792485,3.13668878241018,4.077291791195232,1.2547264544335055,12.610560139099615
1.9962789419314304,3.411051508817203,3.5027776857881965,2.0567103064129064,4.126269856988712,0.09127041298951752
3.894528052500677,3.2538912191042764,2.7974471045494185,3.1383836012558217,4.7701529784240355,-1.1695429270300572
2.0537956115872533,1.2863280310915417,3.678786336773159,4.11605673252558,3.655502253345946,5.532684375411343
4.625140693785454,2.108303692898507,4.416630465286613,2.9533883965549745,3.255629567551272,9.685182687490316
2.2675246120071586,4.251719530412645,4.710742970602705,2.4001461336808503,1.2960099020957772,1.9275969838207965
1.7257146958585468,2.6999214922136385,2.6911942960158832,4.5341694513464805,2.4599620771252053,-0.027759591540825274
4.534287211124044,1.3744372678568173,3.2611762915674256,3.009627810424596,2.9503899991437113,8.726783904346712
1.2336716172113649,1.0153567836991455,3.978085048871271,4.846667462975656,1.0031808011715913,17.658564866544953
1.3769536867890904,3.9082825388827764,3.1519524376706034,4.210125102167228,3.4177864265323845,-1.2828645335908695
3.577417270167198,4.278232016701553,3.943550326814411,2.1138142239162963,3.967651422602415,-0.6378739377095471
1.6149836917445293,1.6143440489252965,1.9673116310003227,4.395488815175578,2.283649913433388,1.0971868998255967
3.1379083502055938,1.777400316134929,4.591759089777451,2.118021118519544,1.9575249956562484,9.555263878473932
4.80725644935541,3.8976312604523113,2.5557338346146485,4.664285112049763,4.9563548861907645,-6.070707453325412
2.5025920351955744,3.8078457238998866,2.996502776812442,4.239026781814564,2.5192530903195736,-3.416558676136717
4.7482868415638695,3.48774231650038,4.5631125357101645,3.4622704251180174,4.735873123325716,3.732981854283137
2.845090930862386,3.6948114561434307,2.635280521525029,2.7840074755034823,3.810180208645823,-2.202595119902913
3.2295121310884256,2.7810886614672623,1.7689966678124724,4.779681852219476,2.4943791365993664,-6.2631589558040766
4.171071107458058,3.6985751714247384,2.0690059429853327,1.8820321031967733,2.2061832532444035,-5.798369035744021
3.478947564300701,3.287307629366839,4.8781162827419715,4.425477208162615,4.76465480973379,5.140371343390043
3.4015750986552487,1.057463448933746,3.097018848055156,3.4236737531918684,4.978105365410271,4.771378384234484
4.7482172225060095,2.5523994089475845,1.2741367431631532,3.198109049769961,3.0495231263840705,-6.3651995104523005
3.61690754679689,3.0189809612983147,1.3982970298493895,1.7816124512894231,4.943017840685362,-2.112792250514357
2.3897018050704566,2.5326318318737986,2.6042860668095016,2.4265839321235507,4.3823056469100665,0.09481525732602482
1.733598351513789,3.9868278061023985,1.0372076966503805,1.2455453699814107,2.6721523547803985,-2.3834876520758352
3.1301737167659134,1.0684539591748392,2.6628886298415257,2.28197586679304,3.7405449730127223,3.0447478776475743
4.1978011863575,4.086703225462006,1.75142140093038,3.286355548675014,1.9660405307023687,-16.386388458971275
3.3385723521636264,2.5416249478006314,2.540058018489464,2.3429929353756758,2.2963390332745006,-0.005337589474281514
