r,F,theta,tau
4.054247405459691,1.9285513292219665,4.691981302294318,-7.817196113439528
1.3273312287126218,3.3108146103691287,0.7865391948904654,3.1109580598570568
3.8082437945596186,3.7893145735258704,1.871024694519921,13.7851367009658
3.1404023136021224,1.1952872185558745,4.579424507672959,-3.720549891468764
4.565181565564698,4.03828251395077,3.764968755078621,-10.76226430062702
2.058218939163885,2.151562662426106,3.9251772131271885,-3.1256583305294585
4.411941886299666,3.6838046817378056,1.409877005560798,16.042753403809424
2.4034324546191077,3.008756720787555,2.393181688065207,4.920750101544521
1.8114302581533017,2.8713688373260613,0.9811470531848848,4.3229734500997825
3.3658327154299332,2.6351012878478355,0.6530042527522961,5.388773829954612
2.7417419219451977,2.796368089955632,0.12726092084752227,0.973067752385158
4.289229978470087,1.624942888166918,1.6257596395276377,6.959228705608095
2.6653639309221613,2.0736861613801154,0.565966553424162,2.9638225410919405
3.6797857012381034,1.7753920135301566,0.08102739393021807,0.5287779466748056
4.619958359215403,4.546527497005583,1.6244851424724494,20.974501981099014
1.9224920925303968,2.3243792010904127,2.809595780472463,1.4564577415564268
1.4896292397618884,4.235887420211524,4.441383922611792,-6.079605039951629
4.088319088353448,4.917266676652993,0.9414514323427248,16.251819468359713
2.560818687996892,1.1988439423558583,0.6426927215802841,1.8400271680894695
2.319841638231112,1.5919512270609824,1.3200257238292503,3.577560844482364
2.3328621487261305,3.765228841433384,3.259879034919821,-1.036577972474318
1.663633697078219,3.735009066994849,1.7336207858353148,6.131500732481536
1.9678398678748368,3.6413161482819008,4.626284356555853,-7.138980864074191
1.6942429218158097,1.307012603946072,2.9220851080402395,0.4821827260146108
4.545469418865512,1.2344430508946385,0.9880007577888812,4.6848801412363565
1.3950795046431974,4.109889658895281,3.764473846042432,-3.3448676192060978
4.507649912345047,2.36935170308223,3.3361180561997577,-2.064493930031944
3.77031754726744,1.7724401597760742,0.5272097905741857,3.3622075145432215
3.8774912256885696,1.9461280483653949,3.833510505291859,-4.814522541693068
3.3777539577924665,2.1998917406179457,1.0333896138865812,6.383255841064828
3.720993205794101,3.7072925289738654,3.0197090215417126,1.6772017305988312
2.3232109783197834,3.655888014440535,4.828972557575323,-8.435744521109923
4.1124889978485015,2.6814298934680303,1.3915069223970458,10.850589800121956
4.8356706749354,3.858503634591092,0.7755563112319036,13.063033020881909
2.098097388006285,4.8887509474548185,4.117302168759478,-8.49388262749037
3.223566105274341,1.6758982029184186,4.146388376170482,-4.559882426031488
3.418944712128602,4.397052685549029,2.8111282591219307,4.878033735122387
1.6860700331000618,1.5794986937424182,3.5025918654722594,-0.9406475053661858
4.7804430877366215,4.551732421080397,3.9042810982034966,-15.03279459363703
2.215295445927084,4.133200632445192,2.050936976007589,8.120961839818133
2.1839574533427624,2.891306277171766,2.9836605161762733,0.9931203461973156
2.2258294954127797,3.378666474875195,4.266418993720939,-6.78479180341187
4.065023657790164,2.4633879525982136,2.9113156857850395,2.2856057939790797
4.079085913158562,3.0209261945069703,3.616380575490918,-5.633282579299616
1.7735183735654083,4.925962540513677,2.3843217312902443,6.001310205275744
2.992870858789654,3.1540767295362886,3.27002618882841,-1.2090494150668707
2.669115156760731,4.80068407836006,0.7512618019489326,8.74605498781025
3.2122621263380027,2.8969563588490037,2.713337658944804,3.864543039185503
1.8435648221214052,2.5565002578726936,2.15969576710267,3.919168345943543
2.91698150710709,3.3310913287443675,3.811797174467352,-6.035511832958858
3.360966372562271,1.229016342350456,3.223278162238952,-0.3370417972759734
4.504903187449443,1.3106675250610178,2.2663284430365227,4.532906924981243
4.3730610810310635,2.8594350084617566,0.4926626523539857,5.914290323907852
3.1039200406492813,3.133644580626036,2.5711122345795565,5.252708945838967
1.8418963863667184,4.972065612106566,0.3875275267016309,3.4608234692662427
3.1155766891962053,3.4681283057379133,1.6881679278991562,10.730878253482949
1.7746849759665249,4.231124274105824,2.1363852248645068,6.339573351867687
4.489664407754399,3.407131448475629,4.538158742332593,-15.06528619644658
2.1832764973261707,1.0361591129785013,3.6740711722969728,-1.1484627711022124
1.3992742027254417,3.6225852615926932,3.3380092039817293,-0.9892440534415696
2.114724206883673,2.6656983857916603,3.6232734716834414,-2.6115500911707143
3.033304475269893,4.419272527875213,4.006391627803715,-10.200733222170618
2.362401825879289,3.7448698584782787,1.1500430461596844,8.075275348924274
