n_0,kb,T,theta,p_d,Ef,n
1.8598393312772008,2.922333715127328,2.230005741076421,1.6979768235804746,1.1559900827110603,2.205144471832458,1.767565213282872
2.3393677425978665,1.6495393849784596,2.9198487944228906,2.2776382657475707,1.5435286913147226,2.2794064561965044,1.2295593646028575
1.1291583663493945,2.425902668134968,2.892367685847486,2.7977819671913284,1.0711344841964558,2.4890092255731937,0.7252264125776641
2.1541759583651627,1.3464362353675907,2.2501151638398724,1.2785807170215575,1.9076080281010248,1.549212314148407,2.7595108547092915
1.1722576028425518,2.109998938100611,2.2620514029939462,2.4276062825496583,1.6835369350972695,1.4422695470643334,0.7215552285747675
1.4802078848354512,2.517538492171476,2.866617390400384,2.019918942046861,2.2894089256970647,2.0618743417439926,1.059841896827795
1.016094443341596,2.000280747477734,2.527699751728345,1.4995094327011411,2.3485338644573646,2.3208167156161927,1.0941128546971184
1.215143384852042,2.8356395479061103,2.055428166524304,1.6451353191503044,1.6093202454842368,2.474581480489121,1.1534789121287587
1.5124566135522093,2.4378233526865767,1.3987513076813658,1.3361203895821887,2.221948402533347,1.6481982455387432,1.8901666451822532
1.9865311104044483,1.7161044094498945,2.629655424857176,1.6228774458131414,1.6172489302224655,1.5307113213008692,1.9298018734973692
2.1290778110444064,1.1380540698796064,1.9698949272173345,1.165545454933061,1.6069516787890576,2.8747492231042138,3.858732135615415
2.9344414602632516,1.4630911366095682,1.4972885513141598,1.0688092350506002,1.39712992605332,2.7202107838265155,5.383984323257019
