n,kb,T,V1,V2,E_n
4.047769122696197,1.912085855515404,3.322409114786068,1.2616211261200423,3.72706132715724,27.85440803662071
1.4814754243347483,2.8718001937381303,4.1215894422596415,1.7190478833076543,2.124619278115857,3.714364763544916
1.5217855358943757,2.8145727909675844,1.2948266406578537,3.409934816151269,2.7340345200812672,-1.2251870484290748
3.714067581349997,4.189666975816183,4.866856438342719,3.0400819865718107,4.7098648959299965,33.153435516354065
4.667877508309809,2.525964606432067,1.1450381786352448,1.7758450179851883,2.3511667806500642,3.7888640818824686
1.199447935063268,1.5403536225014531,3.2996940610782706,2.076945770344011,4.737727442334882,5.027475802265736
3.3546590310869617,1.0697793995163964,1.9999553270239288,1.3638791217617203,2.57931411559516,4.5733270327225215
2.26672602326179,1.0529230799988998,1.7987301833737357,1.4979492153771892,1.9039991440889052,1.0297187707900348
3.993604475522016,2.1859316186541866,2.3940195064541583,3.7108545523013508,4.058473037009065,1.8714093084188888
2.06840155095442,3.595294900041222,4.509947593033455,3.3849761726084333,4.267071557536385,7.76682677173322
2.0882867446136304,4.517402243771175,1.7371014500651358,1.1056028694980151,2.3017505858081453,12.016374001475196
2.631343346759618,2.917589320191484,3.5835999766209845,2.575675594984788,3.5154055124096213,8.557396656888635
1.243799609873542,2.9623069047757737,2.4151202819053235,2.8002587831927817,2.2796081051226067,-1.8305054588563303
3.0412442628735366,4.236118250024063,2.6923484182629256,4.929232645496142,4.9627236958602925,0.23487071585486954
1.0103109096818588,4.394797388758931,2.5403531437926805,3.73221624976646,1.1145219707558995,-13.63208198922924
4.95869872068254,4.975173482943529,2.292128591547596,3.404987308928302,4.257770720721801,12.638665301152502
1.456047730988041,4.753136761934512,1.0116018866056808,2.6209950468940098,3.0608818992111857,1.0862121388438075
1.0443408622323598,2.4041516844840403,3.115327589882236,3.7204604093555775,1.0960814926733122,-9.559093141241751
4.657583206111251,2.115172560231103,4.038893183801888,2.8141050934638456,2.3184533255708764,-7.70898287173059
1.344781079081443,2.68054132691736,2.537904381160723,3.1285823123625915,1.0191555093619886,-10.260996211293888
3.2322601541448845,1.8091406249464552,2.3727027382178023,3.484726430104355,4.5417499580359735,3.675711212647232
1.7667380511240114,2.236506025406864,2.6195927304257034,2.4495304656328725,1.6821140300697168,-3.890315251254915
1.4097455021313698,2.6867324751155306,4.7768043784734155,2.2771840037709774,2.874923374123755,4.2171552057395365
1.881566722349386,1.6272820723434205,2.428348775755542,1.861562653386436,1.1337470921860482,-3.6870346997780703
3.8036725465453225,4.577217744451653,4.529590687736139,4.477403317905877,3.156891585196779,-27.558489022820023
3.445210565175421,4.008299049232128,4.044535496475018,3.511660051576201,3.744037485756232,3.5788036307748126
3.7749790734899933,1.0997426269778594,4.215495777647528,1.963594483020147,1.90456795873572,-0.5341466162669869
2.184526636762012,4.39119116233767,1.5058613525791662,2.43190062219602,3.450119414875387,5.052015739445233
3.2565372413854194,1.9380321854036688,2.6457683338681344,2.4976418304285857,1.8649993609732145,-4.8773065000982525
2.477217069540198,3.269473641858083,1.7461691339815282,3.971127858821311,2.6863723413034952,-5.5277412272379065
1.68968752487784,4.517758386710597,2.9770628947031166,4.7768862187530265,4.636478994535379,-0.6779913598352199
3.3058507246518927,3.4112080413276034,4.2543308991206406,4.146212143093089,4.502320411503259,3.9531014459171407
3.86179773260362,1.616207049457825,2.9706540920467597,3.8121484999349367,4.163344493415424,1.6339605034185325
4.288819441795147,2.3734590322356195,1.1382157201963101,4.771872189861805,4.756933136735818,-0.03632946907347615
4.664548659141183,3.908643173317776,3.4436518560466265,2.2241805303073674,2.3122793364522654,2.4388912934008102
1.7860497769224866,2.92183421860203,1.2169464086288793,3.701116353560392,2.9470696836499424,-1.4468330482904934
2.8515460834331674,3.5706376336051053,1.3266363183448218,2.2123147521526727,2.8931028341592184,3.623955630748448
2.6637221901469665,3.196651115534721,4.0980748096258015,1.808518245248404,1.0262930099761207,-19.769960319050934
1.7892700365227068,1.4474421622319098,4.456057022010329,4.5075029331306435,4.318584846382471,-0.4941166375002525
4.189126128567846,2.446636013068849,2.1157214192264338,2.3202242965130884,2.547802876411734,2.0289734131700645
2.625451603166713,4.47662797646605,1.3235203350681428,3.8140216589645553,4.6024918184431485,2.9231023062947727
2.8560264791678236,3.0949762714086124,1.8171961389494464,3.5576497556276205,2.086803622207813,-8.56896969692104
2.796026974235543,4.175225433884076,1.1289523929644418,4.274455280029724,2.790248610481918,-5.621372943041306
2.829057779969565,4.991701755484892,1.7580014313380228,3.554853621886326,4.958216329511659,8.260464588089011
2.0432661558359664,4.589437184829125,1.885790742441156,3.0589657842086417,3.725981531428774,3.4882085905034113
4.262034694977523,2.5343262346925544,4.0156882081490455,1.1182772858771797,2.201456551524763,29.37918193441429
2.471584926425666,3.485319927201307,3.751254330904184,3.292227688777273,2.2043450992775897,-12.962362341610904
4.918227208258493,2.1128850013084306,1.4600819049930849,1.8202583246286899,4.21490563289438,12.739703655405938
2.098203550393185,4.368697305970571,4.736586097990045,2.9395945582314784,3.227173257047601,4.052371362087735
1.660540862030711,3.2083618913695484,2.771902669118324,1.675776832770372,4.715087655834703,15.276978600869244
4.083235234655168,1.28453332499955,4.454002223149423,2.936382461714925,2.447127926284229,-4.257939148026332
3.213101872472768,2.8593224634115044,2.7956916140534536,2.8073120563525675,4.525821714747327,12.266353386464358
4.78073441838993,4.695232127680908,2.0390740366178357,3.3749456789358483,2.5351758887666542,-13.095652590914517
4.717256100760354,2.008690189428229,3.626960383409077,1.9839705736584732,1.2027984034533947,-17.199084855404596
4.265593414246518,3.3183878740195496,1.4231719180655131,3.859928238676467,4.199428654306372,1.6982083568804351
3.5143254518431766,3.5440748789400627,1.5631169282016284,1.2229837657142584,2.04372532739071,9.996787457445974
3.196088111439792,2.8337516374675786,2.0786145258781685,3.0078899954827585,2.5143223217005533,-3.3742602123662806
4.770183959650273,3.1810387917831715,3.8858717978253834,1.6669656321653217,3.736077768544073,47.58641266915818
3.3936791548457896,3.2328782370793814,2.2779784307744557,4.565282984839031,3.234493112275954,-8.612623019094118
3.244791658599725,2.2646945922364203,1.2386344104611933,2.531551670861785,3.0516569173746886,1.7007402201028523
3.0866906524675315,3.7120942099750303,2.7757313539478923,1.3941758350195448,3.27347050743183,27.146704744733466
4.669114771549972,4.584151397800818,2.4835282621770216,1.7108595752830538,3.3086799331793824,35.06005213482336
2.154371582295393,3.4301990007296626,3.388859405378408,4.93484595841126,1.7008725445512596,-26.67574236814319
4.284945790233072,2.5378251943634123,2.1180424825600426,4.322867240620863,2.8500214789666622,-9.595177406906627
3.8153593838202537,1.7715613580831882,3.0948516262567214,2.2966172508045783,4.578698389309226,14.433325371191065
3.7013611174402463,3.14572570510884,4.2666449143805,3.8151230016253974,2.910060381789377,-13.452902264551337
1.6713831492625617,1.1293014406046988,1.893646783902733,3.0137179276417982,1.5347102541834232,-2.4120212333678244
