q,h,m,mom
3.7173779328162335,2.0190371828765845,4.911546695057979,0.12160540885573692
3.897007352603744,3.560380689767612,4.672719441258571,0.23629149612193
1.5774569203068896,1.4249410959565243,3.899804732475914,0.04586714344454445
3.9545291522747967,3.7637881371593807,1.5039654286808406,0.7875392962001524
4.850102224430207,4.894027004025379,3.4059581693900847,0.5545849499298369
1.3277120758812546,3.5535541756272853,2.165648955453016,0.17336799309676745
3.03649412575974,3.670727726941561,2.617006652724347,0.33892993387686304
1.1437190353296844,3.0366448891724924,4.784334587474569,0.05776728398037896
3.863639513312703,4.240002954317596,4.057245146025181,0.32130807835698794
1.8976373348157096,3.9340972410784287,1.9734150958116543,0.3010440143448518
2.2304987946948542,4.297976977027087,4.664311367309377,0.16355682806722244
4.49504242811908,4.775385685439323,2.99235437969546,0.5708465222261042
2.922530470389094,3.1408576457586577,4.44874196583137,0.1641951104854126
2.845761436535871,4.7768511792227875,3.562393761979784,0.3036605787617219
2.8421308698041727,4.770847220585619,2.8191609320363953,0.3827452842584781
4.261458260818657,1.647409598213866,1.29292496417791,0.4320924182469656
3.248947484616417,3.0654794372627907,2.211861337405984,0.3583218877612637
1.7963799774230762,3.1633788150909012,4.07003895166803,0.11110688656837688
4.905553745009837,3.809860982555366,2.3031413742161697,0.6457534067855324
4.014370527411575,1.01513381491595,1.6496559950470089,0.19657916976470305
4.650372013644161,3.1753148574558936,1.9667441396009753,0.5974709073494231
2.157095763380045,4.3570693264132325,1.8296687857769325,0.4087723887497901
2.1550862921112897,1.7376521463501136,4.953086272245463,0.06016469910675457
3.0026324038222683,1.722054483522295,4.522417898736677,0.09098472769327426
2.3498040640356828,1.8905706442108872,4.2776931024029095,0.08264280956079463
2.2404596274160915,2.0143792171428867,2.1848167351538934,0.16438170349069586
2.219022272479895,3.908932968043671,2.462051685819568,0.2803579362877444
3.9680630433723487,4.297909978933955,2.9686201282144395,0.4571633289578886
1.2354655189838142,1.293000535449479,2.994623240271169,0.0424499593858281
