x,c,u,t,t1
1.792671013411527,5.302118437223505,1.2272680088666252,1.833560056058564,1.8042998369711207
4.7270332805814,9.772341526703505,1.8844855067617656,4.419697601280693,4.409176696936876
2.54941606352644,9.109300875626564,1.937173275280155,4.2617809680694965,4.300634748561054
4.367207386079373,3.412173702707604,1.4295093740452622,1.5374931756718908,1.102728692085876
3.9054091805455937,5.327304371620722,1.1978489918828072,2.558668991753374,2.4567417310264346
4.14077471977822,9.7137918997785,1.7495365412034354,4.524609333110347,4.5217788450334115
4.937025115390796,8.795244005395794,1.6035175851241674,1.2694297793500162,1.1869842482760444
2.1222297495518143,3.7803323152769455,1.7204291414798227,2.1896105786607825,2.172097585181095
2.575995177654264,8.65460969292915,1.8016060760332435,3.092697875284919,3.0986187538200487
2.7796692866530464,6.065446780826724,1.4850949147343826,4.124109920818608,4.137849452511843
4.366952532606389,8.934515884689525,1.280386435566438,3.541265691783774,3.50742371271182
1.6452661882913424,8.325679303114278,1.8166870768754253,2.0499709575594487,2.05640340038607
2.8668031384955013,7.337583688754914,1.792847628348369,4.188578512992399,4.221054718692622
3.3941010533965428,6.655463750349562,1.4841667468454554,1.0410763654505604,0.951308069665966
2.4628261627494337,4.286071378188751,1.7846499224878865,1.9939781389357725,1.9299829318701256
1.966043537446025,7.544927422037875,1.2477285000290634,3.6438206181817367,3.6509983304069977
2.9313688095670134,6.656429386486797,1.3915749828251212,3.4046445816515565,3.3874303103183063
1.1140980531751188,4.032284639564842,1.0805602454636416,4.7448324875928565,4.848110234861446
2.3932057592401224,5.710985115073915,1.7941948366289189,1.8762507010839449,1.8376417520203243
3.4165851041882624,5.977756654557284,1.0048742923403815,3.5087784897275616,3.4619649671999038
2.560081757715454,7.355373569318122,1.486710334192205,2.6047218304455124,2.587783702845943
4.041379835781725,7.156388454506035,1.2933466533385591,2.603393268993724,2.5432108804449127
2.368782964883516,4.214690095148484,1.4958050044667128,1.764674907836859,1.6741934516186456
2.2884791274481477,9.897176616852702,1.6044388269541219,1.4721834781493226,1.453931119166989
3.0398428006089486,7.737411489721981,1.4965093892563868,1.9545447728927183,1.9147121584910527
4.29630949914101,9.53917546766645,1.9265838609531372,1.3359922994999325,1.2712265359143595
2.4253433823040607,4.0288715192653015,1.5120929935495258,1.1803443739031874,1.0296807689964893
3.8965382568202616,7.489060524089563,1.0128584115834316,1.9588948728442281,1.906039579872688
2.4499175025844693,8.22803767924345,1.5452016993109277,4.9367576801240185,4.969254408756608
3.228565050533981,6.381437899626769,1.9945197279247384,2.069312757649519,2.0119818185414817
1.3789953228164398,9.528437400055703,1.8746652568077136,3.1182317762152585,3.151351788577753
2.3003916123677017,7.9621278446963215,1.4632619857790032,3.5946867275531624,3.60295646750782
2.9001992465618303,6.593526465021945,1.971164719121654,2.6404500740644465,2.6291932244146334
3.0018836787020047,5.821029381859926,1.0330274447904302,1.569306146679161,1.5016232530515696
4.724812602202354,7.448741622334196,1.3733924366352452,1.1631213042950772,1.064416970028381
2.5227667525142823,7.503607109918644,1.2059165518445445,3.8190410403767423,3.814592970551817
1.0287852869755416,3.690157814985351,1.9909421525420203,3.2276271565431167,3.65478469018763
3.528487679455393,8.821350282490815,1.6729802002521827,2.1776748103106343,2.1406652627436427
3.97615730886447,4.574780359098557,1.353264099360184,1.4115892612003047,1.208574608844292
4.57029178517908,6.682559527586497,1.9518185674096908,2.6816989711609907,2.5951035438835106
1.5969793650410191,9.438638447163024,1.7031102350538918,4.940349417477861,4.991754576498789
3.999679099043523,8.207366957899449,1.180833248668709,2.3078902236390935,2.2613028414175487
1.0120638548916947,3.7355471541282634,1.6711561122878886,1.8590624177630304,1.943150311567648
1.822573676006652,6.081403619081559,1.8632416926329416,2.5870778981197,2.6213200129795307
1.2616650589141507,5.747536566279175,1.1078799035540428,3.229436764657752,3.248036007876826
2.3903818525329297,3.3227796489172436,1.1668263674470762,3.837207055115088,3.8283946000778553
2.8960777829718483,5.5929699495593335,1.1690666860004046,4.143876014297448,4.126801007762643
4.000989478562647,3.5623126425927043,1.1915164450228939,2.538092603354416,2.2945855550577914
3.039314099224596,8.313048073512777,1.129408623155962,1.9959837165053556,1.9645272906340887
2.617049105665771,4.547250656767152,1.4105065289950516,1.618772013818551,1.5149773969450502
2.0837501041442867,6.107552999101722,1.161662735537834,2.656918163460456,2.640222981439955
2.2044261895994017,4.963733235061765,1.5385635532896391,2.660560377098689,2.6535962135747555
4.6900223082255845,9.907802086554003,1.0427415987923665,4.3105232929365185,4.284498557907404
1.1659670183410815,3.904905224842184,1.9969447088158692,4.100023866374119,4.593405480603121
1.3003835214712065,7.827230315780428,1.96199881880184,4.621629835188911,4.73102679631962
1.9167711613919425,9.430134429565424,1.357347301428376,4.356784608850236,4.373065408915808
3.7383870483709063,9.082761387374694,1.7348483998459696,2.975854660917568,2.9515799035597814
3.3909895748478225,3.3549567890940137,1.8667696152331013,1.8282923604606656,1.5235221109684265
2.33611491167968,9.84692663419791,1.5863532689787585,1.4100373872142002,1.3899732253503014
4.620327808343717,9.297931205596997,1.2832519275845835,4.252484985969041,4.2243287948102815
2.4178459629245435,6.885227915951346,1.2385957291266747,3.73883884786724,3.736625055660729
1.8667182118014691,5.261375037758201,1.9870822572085185,3.5871380349233197,3.729340086785214
3.989733039297353,8.200529042692466,1.5510574930320469,3.939055594657247,3.917750116592018
3.137211942968312,5.172287994392779,1.9120175819147425,2.246408766437076,2.1763532168129736
4.855024231001258,4.880076553597959,1.27026990382369,4.658392087078333,4.556500334136824
1.7108528390598776,8.514773067858336,1.9148596054608336,2.66207818612882,2.6856863329175438
2.491696085529151,9.899509582125354,1.9453235273544824,1.2744627210902109,1.2493616435428545
4.83873058881325,3.3419072624733133,1.865117436452648,3.117659215601506,2.7833961616371554
