c,v,u,v1
4.201218839029472,2.2782259480006264,4.7653897152052185,4.361106167623456
4.605767686059968,2.2430436442531723,1.301991370898797,3.116046467477592
4.476558379348036,4.710421289146627,3.7899825283493462,4.495527479055347
3.689528360779177,2.5076346650933266,1.976296408212855,3.28719151415489
2.1442801453366083,1.151115301639693,3.473636166156612,2.4736037428101003
4.7223385465359735,3.7192254114309065,4.451257340793363,4.689290059143733
4.949604634641034,1.4847176361791832,3.626527617045483,4.190291063840189
3.0851770514006547,2.4181238113089107,3.5399455656378875,3.1369463559237034
3.400720255641581,2.8298888267659863,2.747425261022723,3.3351456035222364
1.2609625085362666,2.550731980760543,1.9285022083738173,1.0941728287836292
3.9877250061143257,4.712621867152126,2.2680827938227317,4.174669171534353
2.8708445821636115,2.9272958918264864,4.22796460877662,2.860177389997264
3.173448645906476,1.1211350252798051,1.7449250405135612,2.399873192604739
3.8624263234366047,1.8598494118068871,3.0918499825747983,3.5740552727044235
1.269349152768418,3.834902580025657,4.4348204838917615,0.7156685444638418
1.3889124416161742,4.868325693716919,4.316340643389282,0.7722780801054193
1.358130248431856,2.049722381918534,1.2731564869043457,1.3760492134997666
4.5964521722872735,4.464434084887291,2.11532009541283,4.547203413639628
4.600786689915224,2.5128033725027925,4.3689563094289445,4.531506608501547
3.3035326731187467,3.1439225385279066,1.8386031345853,3.257262428221213
1.8129919109116293,3.915073479479153,2.7630406532176393,1.556286360294252
1.1173015124131385,4.634469605149507,1.8660415277318616,0.8199884397375565
1.3856521661534031,1.7447874168237472,4.012019289595521,1.2391326740384307
3.047865846804453,2.781313047642919,4.341182289059621,3.0970480487467973
3.4048401744464165,2.2083794964647834,4.617011672715806,3.631472013460476
1.4347807801901071,2.425509196053641,1.8960769131927344,1.3362877076690498
3.898814654537009,4.336733927223558,4.865610502222788,3.853343551206025
1.3088843670660286,1.0195356665657886,2.1243868366307272,1.3885041299180956
2.5080083427005904,3.4885932124754464,4.562342938082863,2.280493446350422
1.0717437663287257,3.925306301722096,2.205160933341852,0.7182028063991867
1.6256200280734343,3.891932031047536,4.772776266431579,1.0791663029605811
2.3724583053354693,3.129769663018726,3.2831991297204346,2.2695724640539514
4.108227329901645,3.3252032124586464,1.7005878694836434,3.76449932579331
3.6248732806849993,3.6982477535941736,4.058382874199129,3.6207770957412673
4.641713550310051,3.851733603578365,1.1202728415738323,4.142394757020049
2.9296869222652435,3.1662216891040784,4.2594436123148816,2.8879329601572734
4.144762573616852,1.5718390388631476,2.866995854214817,3.5164027441621304
3.5894684047385383,4.5208300426294725,3.1676857262332434,3.6412995553416807
1.7070941060803828,1.074724826351424,3.4613719437350907,1.9925496782233103
3.1035966102912833,3.511568041585967,2.88352486370048,3.1176997628983307
2.3763681441368765,4.9134178578062615,3.5843025768428283,2.063250127090011
2.042012280726781,1.9682402657512013,3.452959551233701,2.061394782724472
3.0008901737791263,3.9445947561496064,1.7870328419184354,3.2150105752028417
3.083912961589772,4.660336260786213,3.317580199232294,3.0384217886675096
3.5992404752951277,4.197941247101655,3.638241380917649,3.5962631892328694
1.3917049880367771,2.1107762360914792,2.1849889522377297,1.2704829140606837
