m,omega,omega_0,x,E_n
1.721516669289172,1.5548944925631032,2.118682683545932,1.804475667353632,9.678591211561882
1.5569168931541872,1.2907200601915216,2.4551877669729847,2.9191493820045338,25.51907407414879
1.6187129643215088,1.8864451327229652,1.1282018001867171,1.1179927817020916,2.443830854554741
2.9462052365297766,2.272728308125986,1.8008999767096634,2.418372131164485,36.22176301908236
2.4633011635664444,2.9773500403537105,1.7039301237907643,2.750977455887183,54.84460535652356
2.5118402389149432,2.2345431615056115,2.4352293196065293,2.1017123054769327,30.299911658892857
2.781342002212853,2.497219701411162,1.2070980776612117,1.4669639120380025,11.511709853999221
2.689638897241492,1.9845797875109328,1.1217624735912466,1.6190152966685674,9.159692972257071
1.0104408134675364,2.1432564648991983,1.3913214004152965,2.282398957227721,8.592156848728926
2.1688639988912617,2.4698824329381766,1.9649321833992413,1.220332454979144,8.043474698402074
1.2747407021104322,1.6214883613066242,2.347850530214327,1.0560603590455009,2.8936801486667503
1.4683595750396727,1.4875883072466118,2.2319589604346253,1.1750201928687243,3.6464252359468508
2.3530700550033594,2.726461425918884,1.5603865760064828,1.043430487711399,6.320458355726242
2.9378752382088487,1.3949840834998284,1.1431832623949407,1.6659631406751783,6.630831312595228
2.8520428771991004,2.41732351035904,1.8989005229510807,2.52784252098522,43.0521287052426
1.3426671773719865,1.2666983306324604,1.7383686465918708,2.934862700644961,13.37617221247319
1.8812947529908448,1.6866371666808029,1.2086808519986358,2.4286418072689973,11.94436173219608
2.2910813907795142,2.39579355976438,1.9625002203829351,1.1998107290168296,7.908251836420088
1.955117900133875,1.0593360651588424,2.9698840417435766,1.2468131529814321,7.554524298390503
1.3572983120155793,2.023170140868319,1.9337691055430772,2.0108962969994817,10.74744103557521
2.4554717340949743,1.836268046567452,1.5802717127037402,1.3461487341422782,6.528831182240947
1.0271565627052852,1.1029692513204843,2.4777708197867514,2.256771935676271,9.620268425422491
2.01553236663149,1.5344620681068373,1.118448689321176,2.5768571813878767,12.063578125212526
2.474430730703437,2.0028082202807704,2.283219468588394,1.5022148373899862,12.876989009795466
