omega,T,h,kb,c,L_rad
3.219985425702375,1.0809495224727264,2.2272360138144625,1.551211408014468,4.364851854195022,0.06453238971266763
4.914854921911188,4.046817106874683,2.8033787799858523,3.410771111758632,2.6348409894096214,4.489767020232472
2.0805335679766293,4.228585846120483,1.6287807248223969,2.405736236424218,2.7725939157807806,0.5651412448073123
3.5242617373075085,3.403235269298683,2.2955477752556073,2.7594314219406155,1.5490860253755625,4.5949872499823945
3.0198016577777955,1.9969984573771196,2.2063146420299704,2.952881260985336,4.453125134173896,0.2507946257098274
4.659950428882146,2.0365950261973587,3.1476861073555944,4.853812164259498,2.5184261068189686,3.0401986618517896
3.0095055983520296,1.1755321937141634,3.0327853374316303,3.250607466635417,1.6742900527271347,1.0281753555247362
1.2961232878557791,2.4313014204969297,2.0213077795969063,2.8526938389518635,3.287048327774273,0.10601194505891008
3.894555377359016,1.8807825995696468,2.345138487332685,1.8345309317598135,2.002122409934186,1.0636753375646253
1.9213643036786612,3.130991482942508,1.4244091969546666,4.798250812720179,4.1536555615680175,0.3210055226706737
1.6304993826383132,4.451183774470035,2.314588728273693,4.272322093653012,4.108112312904634,0.298758225714558
