epsilon,c,Ef,flux
4.268907221198228,4.1947446551581375,2.8606621071540403,146.53972493688676
1.9993680454423448,2.9593593298994345,2.0501236383389,24.868555176414127
1.9669344574825764,3.2386683164416703,1.5296899304877358,14.90607070402882
1.0670084754942568,4.692060213759954,4.125721901402227,85.21800189152994
4.523068503796302,2.936953240858013,1.4957281169066308,29.719090390523466
3.472359611284688,3.0785891104533496,4.550962882349147,221.40275046665454
4.854139773556327,3.118130162399219,4.696596720865968,333.8666649851088
2.5842755251720284,1.9476633521937488,3.85580926014226,74.83138633267275
3.9580300263862727,3.861059145223965,3.2262860026679205,159.0710935859563
2.897902658017658,4.264048304390492,3.281547271651786,133.06481626489165
4.862962458576586,3.019101406360861,1.6721148643355581,41.04977986464458
1.0603600147967982,2.6943784141615934,3.471038331495332,34.42157613799468
3.1673006085024955,1.154911532899643,2.8764702059806084,30.266190586008857
4.899014453226269,3.6032943214818056,2.619710852925912,121.1477008808996
4.377036381859602,1.3077134834334023,3.6525659696015214,76.36403977933816
1.054345756241989,1.1195210748999096,4.514055557317328,24.051885500250503
2.2772193149826,3.652709059696532,3.135195304753781,81.7615546449277
4.689563628732628,2.7700357851300956,1.0403587179018583,14.05995834380261
1.8129065702886675,3.4848470417907413,3.5530131870110675,79.7540566239146
2.1363498932610985,4.629463148329472,3.2292262955950104,103.13355195108512
1.855314686177686,4.072159173871398,2.9349413320553714,65.0790457912871
4.438310368189785,2.902163826376845,1.4677806201366592,27.74992999548988
1.806548217878824,4.807259622711002,4.2476926451051895,156.69433804815938
2.9070118371225524,4.771371401729377,1.105603742742145,16.954657608748214
2.7704933174153163,3.614602085331213,4.4291146402345385,196.44973377457873
3.5508966925936587,4.722354096694644,4.75480817468458,379.107684373938
4.092149411461383,3.4516997968633194,4.525720781153256,289.3077126083589
3.896510036424819,1.4800617819121578,1.4444262223473203,12.032236837571508
4.980302787627139,3.6660290142320577,4.918837135561395,441.7499728452449
3.8335987702357364,1.1793388896827173,4.707126743972992,100.17447189813751
3.863762306680922,2.8887500610369243,1.9283059312086157,41.502307437137326
1.2832153334215537,2.261747012037985,1.2849367888900307,4.791892788203991
2.2070165323223354,3.897067291753426,1.1668473278127638,11.710395509352145
3.639674274305829,1.220740052297086,2.7755064160387963,34.22710634319636
4.350662626106386,3.114965143614416,3.8706196868512057,203.03438800095364
3.40185874773129,3.923494662077116,2.4880121835867794,82.62174218301485
3.8258391974417614,3.7302061709116585,1.324977226468237,25.0539597905164
2.1778395724047326,2.3067351272573315,4.181576649966665,87.84230799120036
1.4920003819903584,1.663395725198339,2.8835032635494997,20.635044507310226
3.9008017307863567,1.2223050990007227,4.229415214302362,85.28922076795979
1.151672675700175,4.962470785801182,1.144921694857905,7.4916692537731375
2.005215642284583,2.071367968570589,1.1910108832267308,5.891824470919608
3.1304086637795723,2.5106701519970387,1.0546435417512026,8.741824662302836
4.942311599762292,4.948434918544011,1.5575219003082634,59.32890185443861
1.1007718071037442,2.2721356305365643,2.3061290655992783,13.301443347504197
3.871592410501042,4.796909689451207,1.760645002989286,57.56980638952189
3.1666214930836785,2.399436368033854,3.928013984308941,117.23342220741254
3.058423919570437,3.4052568246532964,4.13400621027604,177.987622937617
1.6610468413846466,1.4841086348081451,2.085679820688833,10.723655412079722
3.097317941923541,3.891067865818576,3.1993713912558253,123.36271189117973
1.5634641597479466,2.747441675784381,2.0086765612654243,17.331511341791973
4.906737076708182,4.392311302704116,1.9614385344007137,82.91542031668115
4.561262788166446,1.5739182445409203,4.2133288291679785,127.44358319206451
3.2192953340267154,3.476564607434883,1.5048106534572794,25.343981278394853
2.1454688430219253,3.1691851399614865,2.7951566958599905,53.12294480362743
1.7161748312798109,1.7936745430153032,2.6857397615396077,22.204092633906857
3.978164649375033,2.785041010999167,3.503096142010767,135.96228721986338
2.1848153661765357,4.714245796381212,2.288923464455987,53.9621825277785
1.5981088006224242,2.5884569777823763,4.998981915279926,103.37378673549112
4.639808585402459,4.049967066706257,4.695346700636588,414.27324608889535
4.972204492991581,4.9202787488408335,1.8887804222049,87.27736666519782
3.316391112437313,1.4158020231988548,4.929447980743092,114.09453617214837
2.9552389230822413,2.579663066758718,3.2780217586760747,81.91798253501152
4.827862537716211,2.30818989093591,3.99010881578388,177.41727724907844
2.8564412592199044,2.853678058848603,3.94042440370431,126.56577235944044
4.319753492379519,4.316297833567601,1.1293068511185966,23.77903873979749
3.2104383633160105,4.506517750138752,4.682905383057724,317.2752452543177
1.7824665006024611,3.626927524621505,1.5271027850143102,15.076370173978315
1.3619192524321626,3.4559210686119646,3.2585423376949967,49.97604802218599
1.3437387991025591,3.962962786895255,3.399140797252293,61.528051165095846
