q,Ef,B,v,theta,F
3.4331752220274647,3.2118930532096934,4.690083811808616,1.4911844066678177,2.9190256234143,16.327008823339316
1.7130810156015417,3.7051299625425314,3.2192098718797983,3.5578268614322544,4.140638373641091,-10.152843229679569
3.0721212049751467,4.376293181048075,4.973708752797596,2.3076284387974906,4.773365741102398,-21.750150016363182
4.667652516658853,3.5045462345152187,2.1039948078902118,1.1934204462470817,2.7957377087526947,20.331179927418283
2.271025295290945,4.84627455745863,1.1146854167754934,1.053931753408408,4.579634315888058,8.361481935100192
3.7029146093746808,2.8549998859438426,4.90844473972097,4.10122207684989,3.6309309163501413,-24.466031263238214
3.8389133875375734,2.621843217378435,2.592236574595552,1.1626329033739389,1.0408748854321126,20.047986959603413
4.017189101350585,2.2549608346900234,4.131220967223567,2.7580375295507475,2.5640544118438147,34.048484084132326
4.770950236071943,3.695661441883391,1.3375491690134065,1.8456879940273865,4.336504625119393,6.6760826087299145
3.071803531939192,2.761304887065121,4.431698866590521,2.492811117544461,1.5972907501164837,42.40568235110521
1.7042728076858282,4.792034510432638,2.555997500930164,3.797805550275405,2.6236515079830247,16.35758659771825
3.0300959818033584,3.1529625794701213,2.45448671260806,3.807817131074543,4.302484094192837,-16.420150378916592
2.960131403219895,1.4579029248400257,1.814796588321684,2.4179336112035497,4.673487475488521,-8.663815837385485
3.353574950476436,4.670525455320331,4.482990983520503,1.6437753737362857,3.8356411302720868,-0.14456120556402374
2.465460419057373,2.111255115440436,1.605525416964131,3.4003888021835236,1.4923202963580904,18.623751556179954
2.8965199795461105,2.8259198777788765,4.309210589232005,2.7171639432485404,1.933661329173716,39.891788244971686
1.233346757298562,1.6521807184702548,1.6313236771565751,1.2796487811664503,2.9189192842805713,2.6062889899444626
3.711148722386123,1.1456036035435695,4.681632741511184,2.797811828986208,4.1636594667815885,-37.22182305031034
4.685633098481073,2.317548363853968,4.251932261527332,4.831389586888086,3.915966089107717,-56.44941288163662
3.3690716160077514,2.7199705796273945,2.5519880783889985,3.1324466835612483,1.798987768223839,35.397860057408565
