n_0,m,x,T,g,kb,n
1.635246597758893,3.2776182280201334,4.035536724159412,1.4355627388556491,1.9792433221857624,4.709024976097929,0.03401908650559133
4.698800493084057,3.868916064387936,2.805176554987401,3.3839557004877787,2.5129878315759457,4.2335749623429955,0.700168533860676
1.8678979524337882,3.86271389926552,2.6547766320947264,4.884941835293997,1.2135257566998847,2.6758042446195964,0.7209196446214242
4.739543002132093,4.47096432964204,1.6186993669470948,2.7824967842995227,3.688900761043989,3.4471352254793084,0.29304411908729544
2.504175861044774,3.257173934424991,4.305632009507103,4.714131795419717,4.10877470682609,1.4308656087771767,0.00048827514256620557
1.472236726756944,1.9132544240349108,1.0755128174108357,1.2987608347594244,2.185420034390648,4.798751774900211,0.7155054448381841
1.4774931103456557,3.9260836053436674,4.753454487230102,2.4224017274434377,1.1936712785409789,2.2372077839086737,0.024228768210313584
3.049488248912788,1.0951864799484246,2.028334157931179,1.185318372176381,1.94483529229674,4.1956718102112935,1.2792393873014147
3.702415206183015,3.5879044914084703,2.8521121875182742,3.0308018666944445,4.278782244746262,1.1475475860788171,1.2619696522223213e-05
4.369748592371632,3.00218878395753,1.1392419187400142,2.7970726850199714,3.3952194866116487,2.3169836959190246,0.7282452466890413
4.0618926862375995,2.4997479432480083,3.7322545775393223,1.6740289644264026,3.8502959797804817,3.083514770107195,0.003858629494363256
2.8623182061141903,3.052911447198498,4.151527035904247,1.9348408654314635,2.1915247907595967,3.5698744902109687,0.05131853624792747
3.311990096954461,3.2980357487921257,4.905299150544348,3.8954967466551738,4.699732424502083,3.4884835294421515,0.012309569690826269
4.9538832710389835,1.3302422938989165,3.5422198540071683,4.076757340760018,3.5853406077208785,3.706863175023598,1.6196985949588996
3.5654742087526627,1.4992354712961582,3.7746291288189777,2.9247258888388155,3.2303129212460826,3.4288744782280283,0.5760520207910673
4.1646954142685155,1.4026404882010004,2.842606981149707,1.8347965474737475,1.2062784309501646,4.4804983590135565,2.32004918576304
3.656024110960012,1.5729305094614383,1.2573846542662874,1.7076599191798087,2.9101272684463972,2.551343480987359,0.975627850533312
1.3271692540065434,4.039696360533524,2.840882310862116,2.3217053210510623,4.713420020374924,3.5399585754204734,0.0018389286775925891
1.6435628799239317,2.6066209005531435,1.2553670257899805,2.7252368816400216,3.2203415601701844,4.1974376631459664,0.6541943657382344
2.2618702480973267,3.4098722629645466,4.943126661859141,1.1141483185202206,2.37488037292708,3.8208866933895282,0.0001865183691179216
