n_rho,mom,B,kb,T,M
2.7355629152712377,3.064306661052848,4.476766371464995,1.9749338965001155,1.5243425837036049,8.380757113949276
2.729471218312759,4.4080794459181085,2.9238768555439214,3.569616192407028,1.4628725463504475,11.860172807250116
2.122095117523765,4.5293221303756575,1.663903302286823,1.508691011530368,4.9512104215567145,7.355875361770075
4.0580367762277705,1.2768465656668495,4.527644780154839,1.4596590588797922,4.775175634941661,3.524243072825306
1.3417348007629348,1.0976757451231178,1.4840878828271484,1.4581231813323154,2.417991337238232,0.6358767840897012
3.9635128510644786,3.4586604211718686,2.775652271709286,3.950495819196714,3.7053922366666745,7.890272127922808
3.178197210386169,1.8937934809191268,2.1977174436578983,4.700949218307336,4.4020009864692735,1.194485535188386
1.740112056134103,3.766261531879286,4.268811775883568,4.829985434272222,2.378974243525317,5.801219852066513
2.4569445062993998,4.389369582169918,2.6880611940915347,1.8741192474903712,3.7147651035485927,10.080785546570752
4.391637374340353,4.116307577524012,1.4722904056747952,3.1972332905201744,1.1454577965368982,16.803142234262268
2.031151996173961,1.039856658472068,3.7210708825725582,1.6172121802721624,2.030629138504959,1.7465106093663905
2.691394580244519,2.996130815317992,2.806867353978903,1.6582546479707612,1.5652432143671875,8.03907321904042
2.8238950470462636,1.957343829165228,4.322876284455053,4.594100187291082,1.0309066687270378,5.2255269387885335
2.0768106730565448,2.093174966626743,1.741866064623374,3.2530722929833025,4.402101833230086,1.0834881353360597
3.1713021928031173,1.099422017719014,3.075313740322738,3.619549069206212,4.7598950761219925,0.6755824336050322
1.7093586941838974,4.121898085599429,1.7267250924452353,1.4917130229397333,4.589404691946914,5.47981586409141
1.3621109842369077,1.5558037833919234,4.897365357753161,4.525003940875637,1.2986831170322155,1.8242661932531847
2.410862899567044,1.383584571984538,3.2309976113033176,3.696065105232006,3.889513813040221,1.0050664109006535
4.770118411803982,4.8537527698620835,4.649335036664361,4.0051565175681665,3.5971147716838026,21.218466477008477
4.256687880344149,2.298560047744272,1.8054330706975048,4.9521899703832215,4.077282855332442,1.9830847192781735
3.3607760493110352,1.1661225711467988,2.278073567960549,4.075092042513536,4.3745639315387255,0.5797294586982046
3.244389640008665,4.698643800638998,1.197691490125775,1.0962472432042438,4.095445203024772,12.946146924866307
2.3086647558882736,4.674523834764215,4.359050877036879,4.097879384826491,2.3660496442507712,10.47402079458815
3.6224036541632336,2.1396334476433707,2.0811899313756235,4.96137098392596,2.9996878533508515,2.2522339663001816
4.6815433193700615,3.5114047979663177,4.681826965277951,1.7564719512065707,2.56494306017181,16.416555464448187
2.0630666784103857,1.716759762309371,1.10669348137349,2.822002866977217,1.9882822368439108,1.1554629729732848
1.7983160742153899,1.4001265063344572,1.8082798951713583,2.098868140384042,4.102353900234633,0.7197434559902395
2.0890710739707723,4.599853725796756,1.102509412214692,4.556169732211073,4.642362518829112,2.260852783017
3.7826083213756303,2.9134353746192008,2.3503698808110483,2.603810405888519,1.2794579990371029,10.66489540672534
4.626066096164545,2.523351304766601,3.1330906091612865,3.3795138327644256,4.1594858602174485,5.9506066088204985
2.042407400971242,2.3996824148196785,2.251456112757,2.8057341896302064,2.591262167525235,3.0927444717181816
4.8599971715055545,1.291031161322412,2.7008399250352357,2.420814589900947,2.579636040949095,3.1796242621723207
1.2514083328640986,4.737036173597276,2.183088062840397,2.2922295537148467,2.008125724322317,5.796831411582209
3.1291659878352465,2.158954624043113,3.410660559167759,3.59682817409152,1.399906303952226,6.067426059780291
3.1436596427860137,2.3225369065415085,2.5281687903930967,4.8732054669088845,4.679929978338189,1.8393417181700853
1.8791523594025563,1.986649170426148,2.686445386791342,4.596553163261545,4.646206902747742,0.9139877042959844
4.3815243637861405,3.6072777934773668,2.700174437842741,4.8833559875378505,2.8585685873014133,9.529730060284274
4.932361420988721,1.1431705030784944,3.3948974806349748,2.392507532261029,1.7488135288232305,4.113043274359955
1.0434966069175369,1.2655368404141196,1.8773842608078488,1.1086399533893745,2.268135459929163,0.9738618281897296
4.629775862673161,3.5902843082821914,2.0389578815549854,3.0331170867479758,1.6591545839194124,14.903644457599047
1.4420788593338705,4.201382461326244,1.269819050270521,3.421479656818104,2.277022072417305,3.602638543664189
4.556721411054504,2.136579486020287,4.929485936951034,2.4329836164285283,2.3054521625257625,9.290742776625416
3.420155741546427,4.1989069574517135,4.545835361425475,1.1564607158067584,2.1756771961767822,14.360908344099045
4.4566545075555695,3.5816991009824286,3.649186876211981,1.0749198241675622,1.4941666015425694,15.96239271616842
2.637107508781709,4.344032520596347,4.313646961970909,2.754995654429846,4.668279847648996,10.276531206478817
4.5639074460159765,2.4295544261797204,3.552954599640308,3.2788807269934237,4.7684144799845525,5.567321227989347
2.4732366611593988,4.770220676855182,2.793029831822957,2.0744479207673114,1.4396701519984498,11.794737958232515
3.3221877021766324,2.7724810410848217,4.0249213303675875,1.4599211588737786,4.277071367858685,8.708297316026291
3.646318917530762,3.830396262432623,4.352148868313766,1.2494848392968438,4.636645436796059,13.878659009805364
1.4551332270579596,4.297187112326292,2.3872703860362305,1.3094544600805809,2.244160671511,6.2413778812408784
4.680386283621288,3.867155322972428,1.7476606472807013,1.0631140107228163,1.6363469324269126,18.084503920729173
1.0069408792117138,4.6892478167864455,1.8585157067928355,1.6656470220754462,3.905729910168009,4.115435993242235
2.7236415134572542,3.6114688978480953,2.90548415575455,1.3106975764300817,2.190935585060116,9.823172056033377
2.21318315977037,2.760606788809408,3.1302633357051457,3.6662398256840816,2.018745179251401,5.031310786046452
3.890691937200904,4.926362282728847,1.554009186491375,3.912670510306039,2.1945659478186377,13.65015006971627
2.4150321877779315,2.7445449890337468,2.1734994591906003,3.3089114036018925,2.717287806966312,3.848681603253469
3.6627976017190953,1.0172433133504168,3.503266030577993,3.1307753587914333,1.0745043320313925,2.9264163313949845
2.208272660533715,1.0565286438792847,1.0430105650733958,3.614916379468057,3.8941053217697545,0.18226871607266634
4.521146364700463,4.002608091209229,3.125510708290248,3.7404962014208865,2.6936473077529604,15.308112506348099
3.9480796433283865,2.102869240916992,3.27420237625074,4.679238269088339,3.562228602661296,3.2468118382267583
2.8403300079308,4.665930664293875,3.3560016532271955,2.9256237940356646,3.1982244091560177,12.351813940469091
1.6869897626129085,1.3699307444236046,4.828679634528206,1.542427378060362,1.5869362006480967,2.2903792828508243
1.4773664722063042,2.9291303114036973,1.0150911840576322,1.6283284506141702,1.5388599471548834,3.5896637925546964
2.048108737002817,4.621123712868412,4.654847934288763,3.0625695539457607,4.919638441888821,8.434745974218181
1.5248282627735437,1.3446153462294443,2.405451996729127,2.8657771611216702,2.768656191957499,0.7923868437882108
4.376451186593608,2.4536623343255606,2.6739508774454217,1.9933048611477413,1.964796890777461,10.010714692490824
4.67545742142851,1.3466482960514878,4.193300764947857,1.0540822036912103,1.6321918464075624,6.278470503708148
3.2169983354250182,1.7432542717123476,2.8412662088937104,2.2903426183595816,4.467163413907667,2.5209616940020516
3.0624887941296963,4.416833789808127,1.0802394058741531,4.64611589987538,1.500029202923645,8.041591171385535
1.3427634407675022,2.020269095576819,1.050089218447298,4.448461355653504,1.118644921654814,1.0911721825030265
4.43058243974368,2.9458882696774067,1.5052848344656695,1.881982931654155,1.9214302745403056,10.983272243082693
3.5640002533336963,3.3781378455852398,1.8181011484728888,2.2938214621074606,3.908014811201699,7.161818790337418
4.1213775285338405,1.0860508276007719,3.8168893649222175,3.6639600108405714,4.721258819726733,1.052543888424413
3.4618812277191098,3.2355409416045107,4.394974224715364,2.5517631738370765,2.459205455017908,10.962616719579177
2.4225219368139292,2.0761395005759384,1.7886133716924375,2.254281049077732,1.715090629491162,3.7443602705216086
2.2179322616610535,2.8248780220671534,2.607187388008302,1.2829660131467215,3.339230084800647,5.875424163273019
1.988615185192995,2.855586693317365,2.7869351076235747,1.2990581817550724,1.7484044805745271,5.6683962745329035
1.6854295704731923,4.376019157335707,1.711625344081119,4.972230991184559,4.438275137387318,2.4114032993088754
2.236362366091463,4.060022915640854,4.91885627013364,3.3740560373462416,4.734821884019689,7.702341496004438
