h,E_n,d,m
1.6570336875450429,1.4849099812692232,4.711962020262032,0.0010547978941195884
3.3778339883823385,3.189898713544385,3.3120717893870317,0.004129623833572347
3.270563686216529,3.5685487622806003,1.1219024085817335,0.03016155249324052
4.200964691076853,1.6569324647641048,2.978395305551349,0.015206835416727963
2.618139401479516,4.052681137495721,2.655329499098686,0.003038201160632305
2.729217213997573,2.099457450307934,1.9954178947527936,0.011285262589469734
2.8961357081699224,2.6315353547287614,3.323813898566991,0.003653974196367264
4.681671759735219,2.105093231866666,1.3126920027877085,0.07652708596409245
3.7446442220131235,4.813859157434162,2.346969201199314,0.006697662055370119
1.0181385899744666,3.271328492198785,4.573472750432775,0.00019187028335931989
2.1168952105988135,1.8269176684422768,4.4845802956532514,0.00154470802780434
2.2697689769922698,3.5495051604165218,3.2769680889304458,0.0017118327973249727
2.5554825640157777,1.9635246209251982,4.216912183188615,0.002368812284503868
3.49484479228571,1.8855258548549318,1.2121425990684669,0.055837521652992224
4.489760553935098,4.734540846241037,4.847515289577551,0.002294776452662794
3.4381330351022537,4.9114817781029005,3.1249626370039283,0.003121428754128061
4.661750402023246,3.8270846522566537,1.5921187213902717,0.028371959719862377
4.748386324887406,1.343832407385019,2.7702989275225223,0.02768879021115633
1.7240227463805184,3.4142298477573765,2.5397709137495563,0.0017092847011949918
4.488644840325593,4.897003546260947,4.734148912234806,0.002325019005733745
4.511336518006957,2.7721393495739144,4.331173262590942,0.0049567217859372145
2.323467004799012,4.785518654980758,1.932421869205632,0.003826047747974142
4.331170922481416,3.534363943557636,1.347795591945988,0.03700509997521883
3.8359738786200688,1.917652405114405,4.098008100001833,0.005786900770594415
2.6077912622923582,2.410054749615893,3.2464693747945685,0.003390832912863448
2.7939193586508564,3.4787407736641613,1.4398887101858129,0.013707494514430428
3.6145145966354866,4.423385846054714,1.5249599073300049,0.016085647889309548
4.2302556661232105,4.217858771292439,3.543325680402847,0.004279857623661257
1.222695163329698,2.2610642449769287,1.0205046586135316,0.008040883511063869
2.19196639132205,3.844467390105045,2.7751100430146565,0.002055329472501688
4.868706265345018,1.6166133927612072,1.2773298430423448,0.11382171499017547
2.0792317445679838,3.7281944043503668,4.341708996579959,0.000779105174244814
1.0234758637591652,2.4399439181136935,4.194457287788957,0.00030905379537038977
1.5139173765610208,1.5335072865095531,1.979728437412844,0.004829670788896925
4.486221150457479,3.868626292167,3.113179278119937,0.006798397961644445
2.320974258133833,1.999889581280875,1.1322459935120903,0.02661112972061197
1.443004250917164,1.2126061727037118,2.5207027176100723,0.003422807340517229
2.7419273084961047,1.577298594444664,2.6370079449953465,0.008681311680128275
4.5108628841823935,1.0306271911192124,1.246592557423683,0.1609084547582897
4.700812795009078,4.268723015470633,2.0498684795071203,0.015602931775673184
2.2331929988516293,4.2399862343917585,3.2418840486076506,0.0014174357470611158
4.998802805877124,1.2170469181901344,4.937183179667635,0.01066783954932557
2.4171427156358907,2.5950398775048145,4.229728995294935,0.0015938437118848128
3.4802131082251546,2.027163964951697,2.687948223510048,0.010473486306162143
3.492611872911569,4.641721476307022,4.717643778380756,0.0014954832479063265
4.841273343222087,1.1155428316281677,2.8732498802858215,0.0322326810918929
4.1393075315498855,1.8359042677372532,1.1245742142812691,0.093462927724961
4.858869546632162,3.2057447252951965,1.5126005757196008,0.04076648684794432
2.4318032534080847,4.655011384602791,1.5599211975318696,0.006612125242778495
3.5872354404549123,2.473548791772349,2.7603860275841408,0.008647088592354992
2.1251528766227943,1.0727481341260376,4.914409526684874,0.002207751385061394
2.157007765243305,4.006548864607752,3.649963106931611,0.001103992928227689
3.2798842284083265,2.5616428195345877,1.0675115740201495,0.04667276580353805
3.37696123760738,2.3764643522439823,3.3453581634303795,0.0054305757003483964
1.733299475713661,2.4052774274930964,3.5297049926578867,0.0012697419987836433
4.897214861541698,1.5174279780334932,1.2436154817680591,0.1294280053086623
3.1930161714705014,1.4258470646527959,3.2607749638591113,0.008517220725627777
2.4474243149837505,2.5492450406542546,1.3471276794896183,0.016398333173423933
4.715237570598436,1.4358180633201385,1.0120888712579914,0.19146117237294247
2.5047690949721555,2.486414964345152,3.5392150214917706,0.0025512801601480267
3.4312487405692176,4.406383632898249,3.438017844061623,0.0028629654965005085
4.121153683828759,1.601430087622127,4.482022888404858,0.006686390925879604
2.6278715332781157,1.819014851720047,3.5374162084102685,0.0038424653563299297
3.4597142869155895,2.158818031233036,1.4508139592996292,0.033361936365687336
4.622596312815223,2.7098331262920743,2.343835602725515,0.01817964353929629
4.240228593191108,2.8949726271970184,3.027398429849532,0.00858232949000743
2.8671816674213644,3.4567007905063902,1.6171028907479683,0.011518172914598921
