q,epsilon,d,E_n
3.5059220586358792,1.518723106474654,2.5355470722573683,0.1524037390519002
3.0856669072387652,3.70751292052763,2.7748727305006105,0.04418895485737593
2.226817233954864,4.925880951298449,4.415880455325677,0.010884520820589598
1.9328027973994424,3.2104404699377804,3.6701694715173865,0.015137903680716516
2.388913289678273,2.8188276195849298,1.3672520090507847,0.07070092094262304
2.0474456421176432,2.956771095259718,1.699770658165748,0.03982521372817605
1.5811533664732065,3.999267753584665,3.1953353831801152,0.009340980178839909
4.829697829131719,2.715574993897964,2.1407986429614896,0.19157713954967967
3.9317616029007305,2.2334329441982588,1.7381769668137892,0.1901292048920678
3.5319451476832726,3.4014998249498225,3.4962647596459338,0.050083482687546886
2.0068631250622784,4.007525723137956,3.815295579107144,0.01257686457796205
3.861394091076128,1.4077010639105052,1.5633545821726993,0.3234906346480215
1.208391530197498,1.5847650914705702,1.1143589735399209,0.039479052469584185
3.073941781962997,3.8275187887122417,3.4831697858950865,0.03384080509841908
2.7009817729983308,1.0727759251050502,3.33764474798761,0.0972826887196442
3.645602170034513,3.8252847703095343,1.9293940472157467,0.0859795620964596
3.2626795738355883,4.057106066096116,2.743581638989544,0.04566211094808146
4.613674723328693,3.7997195312558167,2.080070942090539,0.12858953998610775
4.2444337283483256,2.218865791152896,4.207376110547791,0.0921379465570574
3.386608408578812,4.1016988428727235,3.8449116250371063,0.034723318092792346
2.59128156876604,1.9506135075614115,3.0248379484792625,0.05433720034757617
2.355995692137684,1.9246972375789664,1.057918362794373,0.130159476126996
4.0223446445832245,3.2451050395389927,3.562611000023864,0.0668194323050024
3.952631655287505,1.146514244377884,1.9800145851231328,0.3285989951783249
2.8962967497070022,2.6831092359040385,4.899269206996795,0.030468974828819263
1.4392672727713312,4.905849614749451,1.6000510082111508,0.012600164870203384
2.535308594251397,2.681347435460784,3.525912387428268,0.032462236363567085
4.212738032324577,1.020637383323202,1.1616689934207112,0.7146878918911591
3.9511775444405197,2.4667287049080766,3.823279762279184,0.07903819444536966
3.5587516618786963,4.513808034215172,1.0847909558619977,0.12349449864360028
3.2328878056594346,1.9884356138341144,4.3883855906075,0.05718818839650033
1.0290701621282898,3.3809271729253263,4.5767217886975695,0.0032676913561137
3.596909958756166,4.632705310013704,2.7573019631003146,0.048359467896501175
3.002438738062525,1.8006976882090222,4.2563707294136925,0.05615771661941587
4.402305167211524,2.6038530032100753,4.632624847517165,0.07671107697633556
2.5721053837366803,1.4426187618084605,4.820475476931988,0.04542317102358009
3.0179287391570515,3.9341804632105126,1.4618308335000232,0.07561499931970507
2.302034584339081,4.590669160375528,3.255578594749723,0.016930153456207363
2.870928578294192,2.2071518868969933,2.209288861959557,0.08070518542270019
3.9650551213890086,3.4976610735718685,1.1219185775180356,0.19129375031901036
3.5891653196790774,1.3310291531070195,1.6885888359796897,0.2736634706073322
4.408489717332474,1.3859757340336332,1.3604853551271945,0.49212060907627003
3.7014665186627416,3.975428029868367,4.560710043628776,0.036080510989530974
1.7533114940986283,4.035451376233155,4.6367861305197176,0.007844230786255908
3.1634897457608138,1.2242226692011542,2.6771951940622736,0.1457920338650303
2.3623039894004942,2.0875582585386305,3.5231101343345466,0.03622831448565113
4.078117523395385,2.4178258004851907,1.054951922734212,0.3113172496811775
4.006436340119281,2.2035621317463816,2.2970819829924656,0.15141053129794232
3.680832000256592,4.292749391907434,3.160714962482621,0.04767739413429562
4.870835153385544,1.9567920269295411,2.000762678747909,0.2893396834600933
1.90643968708678,4.8886510867890065,1.7597062183053174,0.020172434611998642
2.228019070709498,1.2192596830071345,3.8487060934815873,0.050508937553810265
2.528228033340937,1.873983116466257,4.226838736545453,0.03852942420024152
2.421032691746349,3.602688131308845,2.3260077797428567,0.033396800502341915
2.165931114652671,1.5769041731208633,4.8688962414268095,0.02917392382426462
1.1635644585653993,1.212776576303697,4.925781906720005,0.010820972692790587
2.7867447794253715,2.4721767101728678,4.783484149220607,0.0313553699246826
3.1971221957272564,3.744131335371042,3.5518706895784424,0.036698780827111116
3.6553027489599033,4.983789650086481,4.592533963492349,0.027872505629535062
2.862014335329768,4.731790416891544,1.6831744241717432,0.049105526524448835
2.7756808267258744,1.7819796627381153,4.911356248731203,0.042031632375669016
2.222674151327797,2.850129690321506,4.383516695570761,0.01888016114934194
1.7702516418652108,2.739168598491591,1.152382542873903,0.04740192328602282
1.1362224813034856,2.1600149005808897,1.0635248767591523,0.02683266090632705
4.063539571423084,3.1606451461011047,1.5152094553167883,0.16462734038711266
3.6114298651920866,4.729592010316815,3.294364472449652,0.03996726520259625
2.013869823455237,2.19828655653346,1.0100622083612607,0.0872110968830903
