mob,T,kb,D
3.4206563975519537,1.3025408647209658,2.5628648110253964,11.418958833171375
2.837092709478417,1.0861410970220002,2.7212937754822923,8.385620474025488
4.585850517316347,1.8774077189493927,4.214412541255397,36.284031803232814
3.4430986703354605,1.9940621317726015,4.269377145496085,29.312487555021683
1.0504291197701834,3.319187890806898,3.144223994403267,10.962562128491529
1.2999610882879051,1.091755717547397,3.265731673864314,4.634856859904285
4.2044903301701675,4.21578074219803,1.8728176239210632,33.19608448588065
2.5477621970670907,1.7290737881808194,3.531032371735205,15.555146857167045
1.2063222273755465,4.568395037548732,3.045266725382445,16.782332385130786
3.230781116077706,1.0934074410968146,2.292001976290822,8.096634760074336
1.9913827692150208,2.2998082951390515,1.5673011699233776,7.177923721719737
2.0388696096776764,4.40587872358009,4.944689352046011,44.41820493995481
1.9664004982533416,2.964604338771005,1.6220509192521724,9.455907144933152
3.656870267068047,3.780446598731445,3.311065150518588,45.774160428794346
4.359784972627541,2.181300878087852,3.4649722008673614,32.9518952942871
2.7424658874590677,3.229866325681232,2.5638105809533958,22.709716798421077
1.5917278189391704,3.1229300782554605,1.5875368581412068,7.891415024394536
3.885756335166756,4.582752106350365,2.4839824745537475,44.233413662249724
1.2516469365025893,2.6378692237588233,4.8619558322319145,16.052626867455153
4.530910419111704,2.006209592704036,1.6796691655834803,15.268118719855915
3.9928240085225655,3.4351231745393087,3.0733093438288797,42.153026248464606
4.755713090877759,4.249473669690655,4.840197082195546,97.81688628058687
3.8436265406844536,4.8120816978712115,3.693915824750352,68.32209427861116
3.095512909795415,2.7952677448983376,1.1845372796085645,10.249549236772596
2.504262671528566,4.596982564572668,1.079095614825354,12.422604656164989
1.3744697489204296,1.758728439873181,4.606393538115368,11.135122792391028
4.623541575114769,4.9309378072863845,3.7717084130560763,85.98890183253715
4.054512203126835,4.157277070945927,4.390016619324916,73.99693753479495
1.6599396256302332,2.8375939472181115,2.0586069652213115,9.696521826276292
3.8140740427794286,4.995826163197993,1.4086750781456154,26.841530098312287
3.6908650635317284,2.7590078277313754,1.5974764156229186,16.26730298553737
4.081331249797813,1.1936793837929405,2.201718784704508,10.726335713882658
3.692928233368812,4.805726267094494,4.522499011356434,80.26170446532775
3.171260133403311,1.2045424791978872,1.5123644918683814,5.7771076543082325
4.414679065027262,4.005628365786991,3.994609455729631,70.6389307219548
2.9359338303611646,4.545743849960847,3.665793469527871,48.92369120350515
2.9615201223304037,2.422586337967352,2.1619549251748604,15.511028171343419
4.265113555352758,3.1064686889663293,3.973787689198913,52.6504683741931
3.122363724125309,3.1753944752747865,2.922150101278535,28.972348324273547
1.0413165793918386,3.3881905301484787,1.7290893499034143,6.10053668708222
1.7996575626592357,1.1312955928166772,3.011972606815561,6.132209572669544
2.33011897743923,4.065428838476529,1.7077826054773113,16.177710008916964
3.313575193355217,3.809775771948965,4.174748728594508,52.701938151665885
1.1817270183229032,1.2880516751468294,2.2983266806104137,3.498341568634459
1.0807179168050944,3.838653780541956,3.6879919214723818,15.29964155626839
3.9063760240735017,2.0505292451245647,3.983097375989295,31.905160763647057
2.5521824166384146,1.2090338486274743,1.0359394531180293,3.196572399057106
1.856577367143552,4.230283950583703,4.395197731262137,34.51922123704102
2.9806114731228748,2.9911443429071087,1.5825756302823923,14.109356726097975
1.9970984021248237,3.0745642908237314,3.972617333655047,24.39269447832531
2.580214389995122,1.0171337856146714,1.119199088435184,2.9372520869003385
1.2277013863072788,1.7414899884784252,2.4092378290011167,5.1510219679478695
2.5944182260576696,4.6429398631433605,4.927026518907737,59.34962032703811
2.99544826758981,4.744245434441122,3.769043337364877,53.56240919558654
1.1502721743409707,1.9478467221220972,2.9292341884321296,6.563107039028207
3.5397522019036067,2.4789943201983053,3.761119319357897,33.003918324915055
1.802917556457813,3.178173993601155,4.03215018073111,23.104162837702226
1.6723754925399603,4.696568933859738,1.1291191439732595,8.868583646763772
3.4446377534579713,1.5753846034084606,4.811806216283989,26.111888508348443
4.134383294490316,2.932034369539444,3.348000596122445,40.58497853804477
3.811268468764823,2.7166678762033527,1.2015097166198156,12.440372271342914
4.981149824254265,2.290805043065351,3.161741083284015,36.0781315432673
1.1391514753964675,3.049340606978065,2.1944569379615158,7.6227991555358265
2.633655444008491,1.0865866797052175,4.2681396906669695,12.214113689380937
3.0390024341058552,2.3773266695770543,2.204618220753264,15.927708644688174
