m,q,h,epsilon,r
3.8291706600170867,1.7297162081848056,2.9948565117709904,3.5673290427501074,0.8889777747848552
1.2891308232292558,2.121724077561978,3.8051610347298346,2.6757926960992533,2.12507308496348
3.8131607513323953,1.9940540656289365,1.117470802976661,2.4544912769957112,0.06434651299798531
3.6836543798049752,2.1032538098323976,4.874171698713081,4.5236213276889305,2.099306128006124
4.0444525388892485,3.3364408108822574,1.5826246227335805,4.414276676371976,0.07816978565482878
4.913040295580351,3.8271246827265464,1.5570422610400048,1.9977691759598544,0.021424006299779096
3.2750087002202064,1.0089214221250078,4.316908159227042,1.378201885996711,2.4523442859077544
4.403128061583333,4.965517069679226,3.713584560859978,3.7468146706158354,0.15149862782939666
4.859129070794649,2.6061728889669284,1.012986953989869,4.1806731951301686,0.04137511092768112
2.9722869881234426,2.845147640736972,1.5576498183409335,1.2623637167349244,0.04052041946159938
1.0894553863913266,1.2531098918024774,1.9853328482557484,2.2719269765213457,1.6661856325101103
4.681844868819821,4.20242128807357,3.081050512745456,3.708835186521197,0.1355405063754166
4.579528619342235,3.989162697197533,2.3707108754551784,3.0505051861203505,0.07488499462566378
3.780469333113164,2.7133762102129726,1.298128167983896,4.024976582036775,0.07756805242495758
2.559783037655272,4.1587337822288735,3.1294859581500765,4.694345518555564,0.3305565721233012
3.1864261391968416,4.350172125960786,3.0614143832231973,1.9983945728797956,0.09886870980262752
3.754817064207338,1.7483523779451864,1.898181190279685,3.126597572391206,0.3124285582174226
3.9408438930505705,3.0518310902331365,1.5498999052895814,1.8288296859366582,0.0380996052224826
3.863782265873658,1.1962870066307878,1.174270593219349,2.6046571446319207,0.2067538692833084
1.6506252132205501,1.5966300697022606,3.846091021471569,4.077662075832931,4.562925651379816
4.523153054129586,2.2573771535324667,3.1988474090030814,1.3674016531217728,0.19323408787330493
2.7294511925166267,2.2798600372585827,2.1276597782133284,2.9772937628313603,0.30240187340555386
2.531592915545458,2.139949583967385,3.0719792466982065,2.1133829438556333,0.5476006123624364
4.983401408643719,4.154559579692764,2.9429341853170112,1.7147703912550272,0.05495931983326017
1.2840218830773942,2.4034314904311582,2.2758215190037148,4.306084867219932,0.9571349873817336
1.2297611380252684,3.5642710974341423,1.5408285708250282,3.2584895099132924,0.15762056411504966
1.583519094650979,3.5836349573364985,1.7518470094002692,4.728221455544008,0.22712736137193676
3.4152786706816203,3.1571540796684734,4.48641073201236,2.1398794530239145,0.4027353922672551
2.3328152963506845,4.010884371720756,4.693469800650568,2.0780268265434203,0.3882654035052973
3.933651310555892,4.9849368378049705,2.840225116807801,2.7655289455076204,0.07264716701161071
3.853708055448836,1.5447651795119488,1.7549998201616943,2.114478671070348,0.2254259117571981
4.139504417066481,3.038362789452961,4.795833608060164,4.612478442914663,0.8836597682938648
3.1559040866490085,2.0348546381313475,3.050111375401556,4.893044438677492,1.1088431213887997
4.854619952530423,4.798087799262447,2.191803850837987,1.3559633812109326,0.018552816183958497
4.556329579306382,1.1906525286616392,4.784740280871528,1.4218396426235724,1.6041030908873612
4.120141441254576,2.995030379464272,4.195034681119848,2.3917059822429843,0.3625053655938552
2.4222098542538637,2.5676531776871934,2.301629637354442,1.1896109925025142,0.125614995874994
1.989468893545042,4.503496382575703,1.885021641082186,2.2068576931958126,0.061861485951594124
2.355996355724293,3.8711251711898833,4.9981302504210525,1.4171068972860759,0.31916762753853106
3.209677582836936,2.617533920712728,4.860544703412982,2.373925670588112,0.8117851111717533
4.355127177035088,1.352552779474863,3.0453755354144145,4.874521705387597,1.8061531004406357
1.6833892001433295,1.8262421530008144,3.8025268993843793,2.471511307416895,2.0260775139384046
1.6439408229404964,2.0088573706982205,1.1815359625476574,2.5916314173679984,0.17359326326275626
1.4349357984353197,1.173170460739367,3.466297101062584,4.4381566911931785,8.594678134154861
