x1,x2,x3,y1,y2,y3,A
2.54,4.7,1.82,2.7,3.02,3.74,27.858800000000002
1.6600000000000001,3.66,1.1400000000000001,4.9399999999999995,1.26,2.58,15.753200000000001
1.78,1.78,1.5,2.58,4.98,2.5,17.2068
3.38,3.1,2.1799999999999997,1.58,4.26,1.1400000000000001,21.031599999999997
2.7,1.82,2.42,2.06,4.82,3.2600000000000002,22.223600000000005
4.5,4.140000000000001,2.8200000000000003,3.62,1.58,3.5,32.7012
4.46,3.62,4.98,3.7800000000000002,3.7800000000000002,2.66,43.78920000000001
4.42,4.859999999999999,2.54,2.1799999999999997,3.58,2.1,32.3684
2.74,4.66,4.46,3.02,4.1,4.18,46.0236
1.58,4.9,2.98,2.66,2.9,4.98,33.2532
4.62,3.18,3.42,4.220000000000001,1.38,1.02,27.373200000000004
3.8200000000000003,2.7,4.300000000000001,3.3,2.5,4.140000000000001,37.15800000000001
4.9399999999999995,1.3399999999999999,4.7,2.62,1.6600000000000001,4.300000000000001,35.3772
4.0600000000000005,2.8200000000000003,3.2600000000000002,4.5,4.54,2.2199999999999998,38.31
4.74,2.2199999999999998,3.58,2.98,2.94,2.74,30.4612
4.859999999999999,3.34,4.58,4.38,2.3,2.42,40.05239999999999
2.46,2.26,1.1,1.82,4.62,4.34,19.6924
1.06,2.14,2.58,1.02,2.74,4.46,18.4516
2.2199999999999998,3.74,2.2199999999999998,4.300000000000001,3.14,2.14,26.040399999999998
1.22,4.54,2.74,1.62,1.46,3.7,18.742800000000003
3.34,1.1,3.3,3.58,1.22,3.9,26.1692
1.7,3.5,2.7,3.9,2.8600000000000003,2.38,23.066000000000003
1.3399999999999999,2.74,3.02,4.34,1.1,3.8200000000000003,20.366
1.8599999999999999,4.26,2.02,3.54,3.3,1.3399999999999999,23.3492
2.3,4.38,4.9399999999999995,1.7,1.06,1.9,17.9388
2.66,3.9,3.8200000000000003,1.78,2.38,4.62,31.665200000000002
2.8200000000000003,4.82,1.9,4.66,3.98,2.1799999999999997,36.466800000000006
1.1,2.38,4.859999999999999,4.98,3.86,3.14,29.925199999999997
1.9,3.06,1.62,4.62,2.1,2.94,19.9668
2.1,4.34,1.26,3.46,1.3,4.78,18.9308
1.82,2.58,3.1,1.54,1.3399999999999999,4.42,19.962
3.42,4.58,3.7800000000000002,1.42,3.62,2.62,31.3396
1.5,3.3,4.5,4.140000000000001,2.2199999999999998,3.98,31.445999999999998
3.94,3.46,2.62,3.06,2.42,4.9399999999999995,33.3724
4.1,1.9,1.94,1.3399999999999999,3.94,1.6600000000000001,16.2004
1.26,2.34,1.58,4.74,1.78,2.7800000000000002,14.53
2.7800000000000002,3.42,1.7,3.2600000000000002,4.34,4.0600000000000005,30.8076
1.18,3.38,4.1,3.74,2.06,4.7,30.646
1.1400000000000001,2.42,3.98,2.7800000000000002,4.5,1.46,19.87
2.5,2.5,1.38,4.9,1.94,4.66,23.5308
1.62,1.5,4.18,1.8599999999999999,4.02,1.5,15.313199999999998
3.2600000000000002,3.98,3.34,4.859999999999999,3.5,2.34,37.5892
3.9,4.78,4.140000000000001,1.06,1.7,1.78,19.6292
2.9,4.46,1.74,1.46,1.18,1.42,11.967600000000001
4.38,1.18,2.38,2.38,4.38,3.02,22.780399999999997
4.220000000000001,1.22,4.82,4.1,1.62,1.74,27.665200000000002
2.14,3.58,4.78,2.14,2.58,1.54,21.1772
3.86,4.18,4.26,4.7,4.42,2.98,49.3124
3.22,1.42,1.02,4.82,4.74,2.02,24.311600000000006
1.02,2.66,3.22,2.54,4.9399999999999995,1.38,20.174799999999998
2.34,1.7,1.3,1.98,3.8200000000000003,3.62,15.833200000000001
3.54,2.3,2.14,1.22,2.62,3.18,17.15
1.94,2.94,1.3399999999999999,2.94,4.300000000000001,2.06,21.106
1.42,1.38,4.34,3.22,1.42,4.1,24.325999999999997
1.98,4.02,2.06,4.02,3.34,1.18,23.8172
4.54,2.1,3.86,2.3,1.74,1.7,20.657999999999998
2.02,4.42,3.18,3.5,4.7,3.66,39.482800000000005
3.1,1.98,2.5,3.7,2.98,4.54,28.720399999999998
3.62,3.7800000000000002,2.66,4.0600000000000005,3.42,4.5,39.5948
1.74,2.7800000000000002,4.54,4.18,1.98,2.46,23.945999999999998
3.98,4.74,1.8599999999999999,2.26,4.220000000000001,3.7800000000000002,36.028400000000005
2.62,3.54,2.94,3.94,4.0600000000000005,1.06,27.811600000000002
2.1799999999999997,1.3,2.34,3.38,1.1400000000000001,4.859999999999999,20.222799999999996
2.26,4.5,3.94,4.46,3.74,3.94,42.4332
3.14,1.74,1.18,3.34,1.54,1.58,15.031600000000001
4.9,4.1,3.14,3.86,3.7,3.58,45.3252
4.78,2.98,4.62,2.5,3.22,1.82,29.954
2.8600000000000003,1.06,1.6600000000000001,4.26,4.9,2.54,21.594
1.46,1.8599999999999999,3.06,1.26,4.140000000000001,1.62,14.4972
3.02,1.46,3.62,3.8200000000000003,2.14,4.58,31.2404
2.06,3.02,4.02,1.74,4.859999999999999,1.22,23.165999999999997
