q,epsilon,r,v,c,Volt
2.2199999999999998,4.82,2.54,1.495,7.234999999999999,0.01818816974199879
2.54,3.2600000000000002,2.1,1.4849999999999999,7.515000000000001,0.0367958322763484
4.7,1.46,3.1,1.695,4.155,0.13957555560510718
3.66,1.94,1.58,1.9849999999999999,9.895,0.11886437729603615
2.5,1.5,1.62,1.675,6.605,0.10968564002224232
4.1,4.54,2.94,1.995,6.045,0.036484810207347396
3.86,4.78,4.859999999999999,1.195,9.615,0.015099079502453617
4.0600000000000005,4.58,1.46,1.775,9.825,0.058970459855312976
1.94,3.54,1.3399999999999999,1.7650000000000001,4.785,0.05156544911916716
2.38,3.66,3.18,1.035,8.425,0.018551727599569426
4.62,3.8200000000000003,2.1799999999999997,1.795,6.955,0.05950585336342905
1.98,1.38,1.3,1.755,4.225,0.15023206870802483
2.1799999999999997,1.62,4.1,1.8250000000000002,5.835,0.03800530709157241
2.42,1.3,1.42,1.575,5.0649999999999995,0.15140068078430935
2.8600000000000003,4.26,2.58,1.335,3.105,0.03632580122838635
1.26,3.02,1.8599999999999999,1.585,3.385,0.033568115578601974
4.34,3.7,2.42,1.475,4.505,0.05734755971020586
4.46,4.9399999999999995,3.06,1.375,8.705,0.027883123356941465
3.06,3.34,2.7,1.7349999999999999,6.885,0.036099239025232814
1.62,4.62,4.54,1.165,7.9350000000000005,0.0072038653141996015
3.9,3.86,2.2199999999999998,1.325,6.465,0.045553303170647534
2.02,3.94,1.74,1.615,5.345000000000001,0.033599662346621255
3.46,1.02,1.78,1.505,7.655,0.18876268228267692
1.58,3.98,4.62,1.065,9.685,0.0076827116697929234
1.7,4.02,3.22,1.315,5.415,0.013802944343504063
4.9399999999999995,4.1,3.8200000000000003,1.655,8.985,0.030766916443177948
1.6600000000000001,1.1,4.74,1.705,3.7350000000000003,0.046614578912404274
