m,v,c,E_n
3.4492186859793863,1.82812486979637,7.980083226167455,225.65318260131352
2.3893084712350907,1.8969653579547896,3.670724794137034,37.604759037129185
1.8140790572215937,1.3247962908255801,8.172885411578758,122.79733229333964
4.297947076234198,1.906966789434961,8.064300544257046,287.66673928796337
2.6884268095197634,1.053687260764816,6.082469064232977,100.989069396081
4.457896683207668,1.4939804413393856,3.409965053614636,57.664822292721865
1.7488845883339912,1.908064397568939,4.745754173180995,43.01886327473838
1.2043443420386324,1.1097675789757018,8.420241190723655,86.13999945319391
3.7460232085832184,1.1835432666983332,4.968370273396253,95.21035821508278
4.026923872936418,1.0608478800222834,7.428431593680553,224.51329184129452
1.6346868796147829,1.1089955660736457,5.006156195452341,42.01167442233496
2.77243818363082,1.6054170434798858,5.670699613379233,92.95582370544705
1.68172166404312,1.496814122360616,9.218613792634004,144.83947995131314
2.8458047848764947,1.211962692245615,8.803257079662664,222.66251006485882
4.538197174137041,1.5407045356826532,7.95817329917518,292.9580963117823
2.592872247422289,1.6255166504484513,9.092878403470195,217.8897467228816
4.092810825860587,1.6985581934341734,5.908827984127643,149.19457044155408
1.3729492233528555,1.2138234562604855,4.556682289403722,29.57568178654252
4.701929541229849,1.2819170973475813,6.260794104910509,188.29333297034364
3.368452532576514,1.4820157062208554,4.603407255641233,75.39614063817821
3.5650035893351366,1.9978869469137155,3.8059263185453016,60.67090079539097
3.3418888675443883,1.4746062371372313,8.692523469595907,256.226762111161
2.4670048670428253,1.5209051751870597,7.116458164010309,127.89383409097842
1.3101997042997202,1.2645179465950558,5.496823671393313,40.678783684021504
1.4959962655143424,1.068210744748725,4.070447049965489,25.68677333961249
1.2592401981668973,1.5472045283810008,5.349151580993938,37.640069941001364
1.2295773800238674,1.4546646054844867,4.780557902705955,29.499284297112762
2.7092279892921187,1.4878838903684888,9.794955264632016,262.978203801593
4.554359207777433,1.983645549735403,3.0434014447914604,55.62187377705349
3.1923428081216465,1.6594327640617084,5.9175343683281465,116.4598366890272
1.0991405388588218,1.2353903097045635,7.904679399697963,69.53308232614826
4.114711127310265,1.35478571926325,4.75589289525701,97.09137853285084
1.364716172106858,1.8302074359786562,7.366123304994852,76.44643892360021
2.6041094287105437,1.063044123720648,6.6718703402009725,117.41897188872265
2.85577680724523,1.5259423534310668,4.228733102539286,54.75685026551969
1.4001546653518877,1.0402141756632477,6.782413195606281,65.17984184775274
4.2094194356365495,1.4395381863994396,8.544939860496479,311.81157520384215
2.8408808081996395,1.2385657890892374,5.599271689289951,91.32924130400416
1.4309482601431762,1.6825989788181848,3.6171988310950094,21.15026682180684
2.313171069908801,1.6134808833283991,8.81863432992457,182.9801383342428
3.2253827239140094,1.1696806840491052,7.491578941946607,183.2681755685928
4.382336896254347,1.4226184214430682,9.04857042941484,363.3294859928228
3.485041299987167,1.0231644454936832,5.775135520155701,118.10204370698452
2.3876589681685507,1.2875537828071737,4.069737825896608,41.68751650987653
4.50202876820288,1.3624677448175664,8.390435461677164,321.2032518910076
3.7859520462573535,1.63475320020923,4.852337991710876,94.67563783763627
2.308861530752193,1.6350560244197934,7.126184352664374,120.46349325221381
4.242332870449017,1.8101175486923158,7.561458421011338,249.8219408393364
2.7336902132582126,1.3843757121482656,4.1089775359676155,49.02079089334152
3.4859651572698787,1.8902741690137552,5.727085226645382,121.12576982561308
3.0912371084322614,1.3187931856735604,5.4315193712300305,94.0090095748604
2.199002537899105,1.4304541757158784,6.440685120089843,93.55656352322285
3.9071572991803385,1.1551483217609348,5.707703430785696,129.97660209551432
2.1848838467568528,1.551597077869216,7.307571107361246,119.39650597221392
1.429937018641677,1.7104612168409898,4.731989260170943,34.34071246272977
3.650887425141563,1.459716307681287,3.814173217569668,57.489534376438904
4.268514470083632,1.330142213481258,6.068324703317669,161.1040398633596
1.0139776835079162,1.7261113522448532,3.366121082713403,13.382593204130554
1.1008944478496216,1.835278212432283,3.5531520739201814,16.231561368402648
4.2587443851053735,1.5443364191761522,4.154743855620051,79.18771302328706
2.4920055448128338,1.3170145256337569,8.946593279465773,201.6609380771336
4.5906186033575285,1.5460668247163312,6.318310252803105,189.0081783652616
1.8988653206430293,1.5116501024997058,8.731678165962776,146.9932305697491
4.315428064948751,1.785828520027426,6.3279515559928265,180.12427914914915
1.3616804923101924,1.8077690397217516,3.4692558469971955,19.20176643243943
