m1,m2,G,x1,x2,y1,y2,z1,z2,F
1.425,1.4849999999999999,1.315,3.975,1.845,3.085,1.5350000000000001,3.375,1.5350000000000001,0.2695113196125908
1.7149999999999999,1.625,1.845,3.045,1.215,3.045,1.935,3.075,1.405,0.6976735606996024
1.975,1.495,1.615,3.535,1.755,3.525,1.755,3.815,1.185,0.36075179487373477
1.435,1.795,1.695,3.725,1.2850000000000001,3.445,1.9849999999999999,3.915,1.045,0.26749152223059536
1.745,1.2349999999999999,1.335,3.805,1.725,3.135,1.945,3.545,1.8050000000000002,0.3280492953330065
1.055,1.225,1.175,3.985,1.665,3.265,1.665,3.535,1.215,0.11396348350444283
1.935,1.455,1.4849999999999999,3.865,1.815,3.685,1.885,3.165,1.7349999999999999,0.44067986223833705
1.625,1.955,1.075,3.325,1.9849999999999999,3.195,1.635,3.935,1.5550000000000002,0.3451868505902806
1.155,1.645,1.635,3.225,1.885,3.125,1.255,3.175,1.205,0.3386377052128982
1.315,1.845,1.215,3.235,1.035,3.575,1.275,3.625,1.015,0.1739927532596313
1.185,1.165,1.7349999999999999,3.995,1.915,3.385,1.115,3.065,1.255,0.18778014605578816
1.085,1.075,1.7850000000000001,3.505,1.775,3.965,1.705,3.455,1.505,0.17491215449886585
1.125,1.5550000000000002,1.105,3.585,1.945,3.395,1.095,3.365,1.065,0.14567578336950626
1.445,1.355,1.445,3.785,1.475,3.955,1.975,3.115,1.245,0.2218446747533991
1.855,1.325,1.025,3.705,1.115,3.245,1.925,3.6950000000000003,1.995,0.22215262775009917
1.2850000000000001,1.935,1.875,3.065,1.995,3.495,1.865,3.635,1.055,0.4457880538716032
1.375,1.875,1.625,3.565,1.315,3.415,1.795,3.395,1.895,0.4216056441143616
1.495,1.635,1.595,3.355,1.415,3.815,1.455,3.125,1.305,0.3083047364300626
1.795,1.7349999999999999,1.395,3.415,1.025,3.485,1.405,3.965,1.925,0.3059473788916979
1.395,1.605,1.2349999999999999,3.815,1.695,3.975,1.465,3.465,1.465,0.1869028439622833
1.195,1.045,1.295,3.635,1.7349999999999999,3.025,1.005,3.385,1.035,0.12239278470282831
1.835,1.015,1.2650000000000001,3.625,1.795,3.375,1.385,3.315,1.355,0.21129751986440187
1.9849999999999999,1.095,1.225,3.855,1.575,3.795,1.315,3.415,1.445,0.17483137389442993
1.065,1.155,1.245,3.765,1.135,3.635,1.065,3.565,1.7149999999999999,0.09038103521538217
1.885,1.135,1.795,3.605,1.495,3.185,1.7650000000000001,3.985,1.645,0.3215275847489556
1.8050000000000002,1.655,1.955,3.955,1.175,3.825,1.625,3.215,1.525,0.37862638173036406
1.175,1.345,1.495,3.115,1.5150000000000001,3.915,1.605,3.835,1.135,0.15558047326173277
1.005,1.695,1.585,3.515,1.9649999999999999,3.365,1.205,3.155,1.855,0.3082869429442458
1.675,1.425,1.305,3.425,1.155,3.765,1.295,3.515,1.7850000000000001,0.2186381319884605
1.115,1.005,1.565,3.305,1.615,3.255,1.055,3.145,1.585,0.17312456193174522
1.465,1.5150000000000001,1.125,3.335,1.275,3.055,1.245,3.855,1.595,0.19773897626571008
1.145,1.085,1.7149999999999999,3.285,1.955,3.745,1.745,3.665,1.195,0.1794964847764916
1.295,1.415,1.725,3.085,1.105,3.065,1.145,3.645,1.675,0.27515804947900796
1.8250000000000002,1.885,1.435,3.775,1.365,3.925,1.445,3.725,1.085,0.26080691537977935
1.075,1.665,1.015,3.575,1.205,3.205,1.475,3.435,1.175,0.13243931976905246
1.655,1.595,1.675,3.445,1.435,3.875,1.165,3.445,1.385,0.2829278193347753
1.645,1.245,1.345,3.795,1.245,3.9450000000000003,1.015,3.925,1.435,0.12939958308866706
1.015,1.755,1.325,3.075,1.935,3.735,1.035,3.885,1.635,0.17288590216889707
1.9649999999999999,1.125,1.405,3.715,1.295,3.6950000000000003,1.045,3.325,1.905,0.20851732593502642
1.415,1.375,1.815,3.125,1.605,3.235,1.425,3.705,1.5150000000000001,0.3401180219790804
1.035,1.9649999999999999,1.895,3.255,1.085,3.075,1.895,3.135,1.9849999999999999,0.5191416289501333
1.775,1.175,1.385,3.5949999999999998,1.645,3.935,1.525,3.675,1.565,0.20540796753112844
1.545,1.255,1.155,3.925,1.345,3.6550000000000002,1.2349999999999999,3.6550000000000002,1.075,0.11682887783527739
1.875,1.205,1.525,3.315,1.545,3.605,1.435,3.865,1.725,0.27738796552723527
1.595,1.585,1.915,3.455,1.095,3.585,1.375,3.045,1.605,0.3864570677640034
1.725,1.335,1.2850000000000001,3.345,1.165,3.625,1.2850000000000001,3.775,1.4849999999999999,0.1912600341905753
1.575,1.185,1.095,3.055,1.425,3.335,1.645,3.275,1.345,0.22122783587178904
1.755,1.575,1.035,3.485,1.585,3.535,1.9649999999999999,3.305,1.615,0.32033024017467243
1.945,1.7650000000000001,1.545,3.495,1.305,3.315,1.695,3.025,1.545,0.5518597763997128
1.455,1.7850000000000001,1.085,3.6950000000000003,1.905,3.855,1.325,3.795,1.475,0.1880202620200969
1.705,1.925,1.835,3.935,1.2349999999999999,3.155,1.725,3.425,1.955,0.5239043281024374
1.565,1.905,1.935,3.645,1.625,3.8449999999999998,1.105,3.995,1.655,0.3380801164467053
1.385,1.835,1.465,3.005,1.325,3.705,1.155,3.575,1.8250000000000002,0.3005683900576393
1.325,1.915,1.5350000000000001,3.745,1.055,3.775,1.995,3.185,1.9649999999999999,0.32749544896534905
1.095,1.8050000000000002,1.5150000000000001,3.365,1.7149999999999999,3.435,1.5150000000000001,3.335,1.415,0.29660927609877863
1.995,1.115,1.415,3.385,1.675,3.715,1.875,3.615,1.375,0.2778739306807448
1.5350000000000001,1.865,1.945,3.735,1.7650000000000001,3.115,1.395,3.955,1.295,0.4001536033316805
1.955,1.275,1.685,3.8449999999999998,1.125,3.145,1.195,3.345,1.315,0.2741240014228093
1.255,1.365,1.145,3.035,1.195,3.355,1.075,3.205,1.7650000000000001,0.18404433221363153
1.475,1.565,1.745,3.885,1.635,3.325,1.335,3.255,1.025,0.2878149673109214
1.615,1.465,1.365,3.175,1.835,3.465,1.855,3.525,1.325,0.34998492311193474
1.345,1.025,1.975,3.295,1.375,3.505,1.7149999999999999,3.105,1.885,0.32495725870937714
1.695,1.305,1.115,3.375,1.505,3.455,1.845,3.5949999999999998,1.425,0.22841035062373236
1.2349999999999999,1.685,1.065,3.665,1.355,3.545,1.915,3.9050000000000002,1.225,0.14604151290905013
1.335,1.5350000000000001,1.705,3.915,1.4849999999999999,3.835,1.8050000000000002,3.495,1.945,0.2811268335170538
1.605,1.525,1.645,3.545,1.855,3.015,1.4849999999999999,3.765,1.935,0.4711432529049016
1.205,1.315,1.925,3.015,1.225,3.805,1.505,3.975,1.105,0.182314677843524
1.7650000000000001,1.405,1.475,3.895,1.705,3.985,1.815,3.8449999999999998,1.005,0.2081739880823649
1.225,1.2650000000000001,1.9849999999999999,3.555,1.255,3.725,1.575,3.265,1.2650000000000001,0.22109654088050312
1.045,1.545,1.7650000000000001,3.265,1.005,3.895,1.7850000000000001,3.755,1.915,0.22012905262913954
1.215,1.105,1.275,3.4050000000000002,1.335,3.285,1.835,3.805,1.705,0.15853660371941392
1.165,1.975,1.505,3.205,1.595,3.5949999999999998,1.675,3.005,1.095,0.3488421891684968
1.7850000000000001,1.2850000000000001,1.195,3.465,1.8050000000000002,3.225,1.415,3.055,1.685,0.34658490440785994
1.665,1.895,1.5550000000000002,3.135,1.745,3.035,1.8250000000000002,3.4050000000000002,1.665,0.7637686610728853
1.585,1.505,1.855,3.875,1.385,3.885,1.585,3.015,1.755,0.3383594496738723
1.865,1.065,1.185,3.475,1.5350000000000001,3.4050000000000002,1.775,3.285,1.875,0.27991302059795914
1.845,1.385,1.165,3.185,1.045,3.645,1.225,3.245,1.145,0.2005222703085006
1.815,1.195,1.995,3.835,1.7850000000000001,3.675,1.025,3.735,1.845,0.2924225270492191
1.405,1.775,1.055,3.825,1.895,3.785,1.2650000000000001,3.475,1.165,0.17072025416250305
