U,k,d,E_n
1.4852584010396348,4.190451245898066,4.031637847215347,4.084408227502219
2.432184243527728,1.0236691697759288,2.1030123688525744,7.538261168656351
3.969898836856457,1.6999651813573733,1.2309558177821829,11.897223186223743
2.0342697159786947,1.013197217634437,2.2200905383661627,6.6223556765796925
3.1472389086446,1.0208140445613214,3.478712097322457,12.068464349759056
1.3313887673745608,4.229386373152848,2.1903711243545283,5.291181694732614
4.160960714897863,3.9285245640573816,3.236662494440988,0.09212951458245372
3.90317512775244,1.8867743356744098,1.687194655185157,15.605893810386975
1.9765645457409464,4.445791759068243,2.754234923381067,0.2026929882557476
1.4373571899677056,4.894391699255183,1.3494220913208737,0.1472159516103034
3.967695289909337,3.365088679865224,1.8352837566856837,0.04563122253639278
4.994966138395653,1.4579703695353563,2.5570335493810936,18.310450200360968
3.4714914908733787,1.2494176340124548,3.9379309675318352,5.511057893963809
4.305521039125408,3.0845452528440807,2.363172241176813,4.002954840746943
4.241240722695728,4.6639254995906825,2.990220342710951,6.872143391453763
3.3230983479330045,1.858693772551788,2.1487865519357343,11.020860855592415
1.2477564646793815,2.5473730927886047,2.732725500133252,0.5520704973711493
1.692766790514613,4.37470689180796,3.2294180562838197,3.3536778261616087
4.737798031191391,2.943141242062096,2.64153052104874,8.722283975330905
4.296097625508629,1.0980684427127059,1.0880929086929672,5.437149876129746
4.565459225854728,3.5949536867803036,2.733095651893542,17.539007720193847
2.4070639054072647,2.903159270091588,3.9477982029635488,2.653157446076853
4.674156993958347,2.4948689968115145,2.1792951424506404,3.1514467291978976
4.098642968880681,3.987882750736629,2.9696423539281267,2.0550225676018306
3.620618710680629,2.193895256345276,2.03372004172454,9.037099482331255
1.6543509522313518,4.745681985155034,1.801491990079456,5.428375908839564
1.6482989615550636,1.7614466355954688,2.5444338466956973,4.0497675289475135
2.6483246865269328,2.3175295381515357,1.9479384790732768,6.338463919382946
