epsilon,p_d,theta,r,Volt
2.5869601576297274,1.6924395743179994,2.5241006955191474,2.0509277929964598,-0.010091318892242063
1.7640576122433207,2.8117854442418686,2.4687551722862318,1.6830804481973776,-0.03501772411847661
2.2533043735672997,2.4045283099195247,2.4270416303567015,1.4454979862082498,-0.030699761083929317
2.8017758564612167,1.1080546349965248,2.788909230547852,1.3608079418126693,-0.015949057231845757
1.9274032798328773,2.540778586922791,2.872091391228277,2.6596107029495752,-0.014294926076053085
2.562269349627295,2.0478135925797223,1.403694612432814,1.3233528849200904,0.0060403531011720794
2.15525380766547,2.2970929301407086,2.441725592202105,1.7957891878600754,-0.0201177789840281
1.4614039144146596,2.461644577199735,2.279032171591504,2.8595316002858038,-0.010663488523666866
1.995851824616244,2.3974658227308625,1.8096097698914395,2.0254582066118707,-0.005511762334794308
1.3244435374556065,2.214248886198704,2.9168110780000323,2.6151105797476104,-0.018964334297460403
2.0087288448614107,2.453701104033004,1.1569735318871082,1.2995941710558032,0.023143146466036654
1.6268567657253024,2.6801754886062206,2.0125003123880045,1.5122940359551258,-0.02450461645237512
2.764533201254565,1.2889639979028558,1.6892298852173493,1.183654317589702,-0.0031290922756580593
1.9044917084913533,2.7733157571713902,2.969907927959975,1.180014149481149,-0.08199808148439572
1.2164656256490216,2.4315939326409706,1.9061099247526203,1.7795195482192785,-0.016529432090279083
2.3824185437847203,1.0974009770123152,2.9513397232259724,2.6751513598116134,-0.005029593889014013
1.300207824499612,2.1410339444389352,1.0590801619207382,1.5111044371976154,0.028100837504388614
1.7351826071217902,1.2326527104350644,2.2277854410824807,1.3538875302300033,-0.018835349083565253
1.7928639649151803,1.1306161153495429,2.026426663093976,2.16127525379531,-0.004727358595732607
1.8748959544136996,2.4087676187964746,1.4776949092080127,2.2437390688278267,0.0018879560444247235
2.3939622431713614,2.9315950737108363,2.8642717477246022,2.484837143951204,-0.015179668588518797
1.7867260641046558,2.985517478480648,2.6937260264566847,2.413263457092583,-0.020580070166652868
1.34643590462973,2.376316783013396,2.909989832475792,1.628213954559035,-0.051562319801660136
2.019907357756189,1.9638430014372847,1.9229172906435972,1.5607008302847591,-0.010954838691597864
1.295006856346186,1.0833863643167578,1.934111241492976,2.8519417329950265,-0.0029087517343544113
1.937133757381895,1.5420599707655491,2.602136674288785,1.5727217200730284,-0.021974012331260995
2.9166941906930948,2.4890156133846784,1.9275412298473535,1.3582395114395462,-0.012855253112389251
1.6794895674757395,2.5429302461298207,1.9068244919838035,2.129639997575227,-0.008760048776812406
1.1348303542214766,2.9567736626911123,2.4029382394746635,2.0640731378714583,-0.035982554370743235
1.4812826907318168,1.8707832338632249,1.5498337454587832,1.9592158347964013,0.0005488125649799871
2.964240192041377,2.8458083576898083,2.856520723379105,1.21487975017581,-0.0496735039535637
2.7647844160962207,2.703775159644581,1.821527376432232,1.6399148073577936,-0.007179678712366623
1.4675570061150942,2.6579021563023804,1.6764278951852576,1.1512496807334045,-0.011465180130660226
1.8073005230760664,1.2482570910081314,1.5148632088037255,2.65771861475363,0.0004349991054235554
1.494562324361834,2.432067904085548,2.136012189193288,1.5173898673867918,-0.030122879574186044
2.3270818469360197,1.6668337410134646,2.2567051372494285,2.215783943821702,-0.007353226082157694
1.9054932416172607,1.191881479340582,2.2468893395932312,1.966703516128413,-0.00805265418323087
2.4461621644997003,1.3259829043324605,1.7191930678106355,2.0877965029486694,-0.00146317307348017
2.2884765203292803,2.4056950344947747,1.0327241286038833,1.2081792143247152,0.02936971673067032
2.8720895234488935,1.4509593853947051,1.7486351510481462,2.658698469799821,-0.0010061070568573097
2.415158468958005,1.0664553056073456,1.446766808487585,2.945208684528576,0.0005011480236217728
1.535780327529113,2.757278834203561,1.6269730653950956,2.294572975465061,-0.0015235827465940085
2.0716783048298244,1.7331198999065751,2.776674755474289,1.4201495291899942,-0.03083516816520537
2.098245677381404,2.966668272021484,2.5232531071194084,1.3997232331985847,-0.046794187536875455
