E_n,d,k,h,v
2.7771476831086277,4.534673114978276,1.4698060943234923,2.961862474191701,356.1196729721407
1.5574511666720734,2.419025035502764,4.94883123447027,4.7123578861148845,120.2733496021357
3.2570561762681263,2.9465775161547354,3.2369534661664825,3.4214537129341966,336.1991735743113
1.5659831186855897,4.490909772408884,1.1897761508144071,3.1823622115568684,148.38200998928096
2.6465765969260344,2.459525995648316,2.064015077601952,1.3827074237771668,300.31687558003085
4.888050371906504,4.583532893608037,2.6877549812998254,3.0732065926662018,1128.610693314152
2.5140920809660217,2.3096659482788238,2.7233228303618584,2.5052210743554406,183.20716638215998
2.4229201353937464,1.4802833559438957,3.0013783026209557,4.902024642366269,40.84923462205619
1.8151512508276901,2.39613109379998,1.896195699622468,1.9236337533882688,129.09356713644792
2.779123331198312,1.1191127610974467,3.476491235252708,3.560898465940613,42.70187337916647
3.7426262256295546,2.0859811799521224,1.2461108998397536,3.4949979295672327,72.96538262553686
1.6866783556855776,1.1929194588636367,3.8159770637768466,2.419576214335049,47.56974580708742
2.2989930293861773,4.4466589542455,4.175321609715465,3.1045302377644615,768.2617315319188
3.730824697193895,1.8979126428017965,3.503359024806891,4.896794528549501,120.82029996777823
3.5599757638243235,1.9056965331515388,3.863129340663935,4.7023183554311085,133.47244427774328
3.563915881793315,3.401629910777007,3.3018848792452595,4.807721718032008,355.9049578906179
2.9300596035086115,1.5221153828322422,2.09860626183647,4.247472011561308,42.148479061057984
3.1035713599815096,1.481397130485242,3.806209665802496,1.5969483095637558,203.9935549955393
4.5151385910039,1.9368965847025172,4.042847211490395,3.6197552190285784,237.73982674362546
3.67378758726456,3.355962108640476,2.0578080640185648,4.5442197790594765,235.45262732921285
2.014859254180473,4.6556438306920604,3.2065513676489465,2.2780282999103183,772.4905250933994
4.344090753581744,1.003190752206785,3.5314415409734234,1.643197168926139,118.06961227483669
2.6841765378802243,4.845699614451586,4.643585276497116,1.5084019173196035,2438.2052777358413
2.122336474175165,1.2385313134697935,2.0440981831583853,1.2121211805718004,68.99121548207854
2.43670598032188,4.239566490710647,1.337710661188198,2.163934119710649,340.2311307445568
1.8734848048032624,1.130843459637052,3.7248381124406658,1.06426119439829,105.37175067004749
4.508722169823278,3.916362497219612,3.7390369213707184,3.3905168365049345,958.3473654274216
1.969291701055984,4.495753655474509,2.32286008079393,3.632833027539593,319.81773275841937
4.403370766289829,1.3603648427422232,3.677650152397857,2.43936223656641,154.38319868021853
4.520352538418584,1.2683368743170806,4.381894909704929,1.610129629613832,248.6866796679921
4.617734441312765,1.8690367867848203,3.65948291890593,4.448427349848607,166.7584073043243
2.123141689964223,2.695582250474428,2.5363453350088854,2.548918240944272,192.90633828961867
2.705948808161394,1.1499586507205728,2.7325646467142866,2.971175105380504,41.355767699038964
3.6196333218151846,3.092775718629352,3.3030472680651783,1.152106463787426,1247.3647623810566
4.380407496328484,4.211810601974436,3.4186388454472607,2.3645345884544464,1411.7883582237707
4.382576312236632,3.3217592524616024,2.6878048268545136,3.249811301873355,502.59161949013605
3.8118542690559862,4.7252355690181815,3.810948248680608,3.00436189654344,1356.6689567761819
3.610917098619285,4.073129717834888,3.3126698655522397,3.4384740648504457,725.2642467729773
3.586270215037328,1.2197232318120808,3.2895940611238665,1.8668668303730824,118.1420314925142
2.8573338138573736,1.3198936811985882,4.647067635831369,1.3709764495520873,212.0302097974452
2.305895569050248,4.482132402422644,2.0805396813899253,3.699333586217517,327.39449273165746
1.3527305009145765,4.0402756040742815,3.1437970272851543,2.170187099280507,401.9763017393131
1.2962255154609634,3.2335962385942825,4.3971161499189355,1.6699007623825792,448.4760824097882
3.976822306727218,1.4093269546391818,3.3730750689917164,1.2155634110328668,275.43425689144624
4.798420665807148,4.6851554189277715,2.94607999666819,3.7160699607124084,1049.3414803904122
4.113695478447056,4.698622411108548,1.9324152843018991,1.3820022927962934,1595.7865315516196
4.345784822431764,2.3256549267869766,4.3586514004744465,3.659431028320248,351.8092100249493
2.549550593264048,3.063050757838937,1.9857567296353889,4.2719683479797865,139.72686094655342
4.644365693604452,1.7866005354408747,3.518105935620438,4.6170649352921656,141.94958332732418
4.0808564136796655,3.1301016039211986,2.5881902064638163,3.8010381264302806,342.1149180282747
1.7639519484169006,2.1954932582216333,1.222769564104763,3.60614455651667,36.22949815892577
1.869140953559845,1.9096158364978968,2.2586893099413485,1.439988478147364,134.35115726056807
2.613437787329858,4.441603202966078,3.1516084744315287,4.067830474175214,501.96213700622167
3.34996661497348,1.3768749460014615,3.610073951098853,1.044169203369809,275.92087352091306
4.280624220305253,3.796872666512869,3.591991979355642,3.9908720433445115,697.9697305595387
4.3818867743697325,1.8574280481262164,4.727170328690638,1.2021213185418669,747.0470688927742
1.2778679778133104,1.4853159766588195,3.2831319314198337,3.6714996341984123,31.67950609999927
3.480233362663673,1.4814140191832212,2.3384339469611133,2.2035270146117605,101.85394583799895
1.9455221439057708,4.9705060875419536,3.2328457861143813,3.094418751051485,631.0345914022039
3.887707139869656,4.812582027268972,3.8537478901739983,3.0778476560435917,1416.7586603084226
1.4366145185354604,4.534489740554179,3.6860739172851402,1.5785640006191284,866.7798523342059
2.0739211370296453,2.7210847890695176,2.7075968553080707,1.5418139687515588,338.8740211513763
3.1400371534885547,1.5174962972711667,3.07739964888921,3.2036327040590957,87.28530068177507
3.5560030987809923,1.4603474478489566,2.4491860869137216,3.2857567736631297,71.03473401192801
4.875557830808218,3.815420481477192,3.245744409587857,1.4615703276262233,1980.6766866335486
2.912829435473756,3.318339912447367,4.997876341548325,1.325246316354339,1520.0419050689447
3.248458550252824,2.7937781748638715,3.2960255327840677,2.0226345295950368,519.2113582216383
