sigma_den,epsilon,chi,Ef
3.4982883951741783,3.989661512772786,4.562005936535958,0.1576478710080138
4.817639126034313,2.4337672450258867,3.2372551704012453,0.4671653304001827
3.3204618951512943,4.535173571044846,3.832505847076295,0.15150682580258024
4.198411114977467,1.0312268844102834,2.4213692188798315,1.1899556971047955
2.488069613969886,2.3131715307349845,2.0315204791562893,0.3548086363080589
4.116065791967337,3.928219904724279,4.101937872341575,0.2053767846278735
1.0177481797633368,3.1958289995722367,4.0323499708973864,0.06328284054017515
2.8424291021542443,4.866943421699659,4.4841524113664635,0.10649367822700273
2.2238901415911,1.4188587355314093,2.969679178563279,0.39483783499969344
2.437588231564808,1.7715405235799278,2.8812976995838304,0.35451310861861257
2.749362307906474,2.497641825528396,3.7522869010384583,0.2316323239057547
4.656095611040247,4.016179539200594,4.264248675594598,0.22022791847269974
4.6903803631936185,2.2278879015264548,3.5855516393274307,0.4591167519911058
2.3069057201394787,1.8102009221767184,3.4780474939858417,0.28458654863654675
1.748878085753358,2.386159282948003,2.6122940737498728,0.20289764513076256
2.022385803684025,4.011860752212105,4.327565691552232,0.09462139441997153
3.140937266362453,1.5962395786496648,4.451884957056522,0.3609229550273025
1.020826409844628,2.2053670492583146,1.7850934970612389,0.16620008306376588
3.7139816946663036,4.493230508710607,1.6510258878755737,0.3117935243612346
1.8045145226412689,3.7718247736568924,3.951968077088949,0.09661199196816653
3.5501642134125517,1.1986920904548215,1.3786761868895523,1.245103567253879
1.4676173369161236,4.775135306397991,3.5391438623367493,0.06771006082924877
2.8518984378658967,4.070989127666349,1.954197782288425,0.2371343920038881
2.950129915237538,2.716605767344097,2.1180025610146918,0.3482876344031035
2.6325123616561887,2.922968681657432,2.099497537510888,0.290572802085409
4.7118601411658165,3.0211659666127018,4.672923939804259,0.2749228558378858
1.3116877351234306,2.8352070740141944,2.1674063506170205,0.14606356312728416
3.634645781759107,1.9444173493436108,3.5357202699087185,0.4121225160326222
4.8017230634846335,4.6991118170770125,2.742178874751092,0.27305918311366145
2.6747774988732482,4.719238908431609,1.4108032762607636,0.23510070114738135
3.7241578111882143,3.0991346000543984,3.621882624024044,0.25999723246191797
4.300088410852247,2.2007299527217032,1.3128111596526248,0.8448321961779406
3.4177928077957223,3.826302807128231,1.226979919163333,0.4010976284613144
4.299071060180762,4.184450405170882,2.2112945936080224,0.3199307990411208
1.2263302774868063,2.837781996507992,2.2941378854827983,0.1311857455927935
1.6903960167306047,2.8055087632547195,1.3337441788641282,0.2581805867065359
4.523467756863789,4.446121046847235,2.242089934212462,0.3138088294403523
2.0858111014991167,2.694259562111792,1.4469002584919581,0.31638746945665497
2.9326061123006983,1.7662421742057788,3.835440830449972,0.3433740030151847
3.8011451357292096,1.8827746815724544,3.348785010810325,0.4642459936007871
2.8520381511161257,3.693850260022239,3.9588011371303327,0.15570385040263374
2.6589874162047566,4.5885749341475615,4.132209597041458,0.11291043203822065
2.2756098898266788,3.7885336790162616,3.507773326161866,0.1332491940209948
3.247071961457954,4.396356539218044,1.896715042628971,0.2549724358588845
4.45189408232808,2.4608971020619537,1.6786505236107674,0.6753599650202476
4.184658494447035,3.5785162656416567,4.976592077335106,0.19566061357778228
