epsilon,p_d,theta,r,Volt
1.03,2.5700000000000003,1.23,2.83,0.008286452265418931
2.19,2.5300000000000002,2.05,2.19,-0.00883787211584003
2.71,2.89,2.83,1.03,-0.07613969979153307
1.57,1.47,2.45,1.71,-0.019626223253633557
2.67,1.6099999999999999,1.31,2.31,0.002318718256158425
1.79,1.95,2.41,1.09,-0.05429460255664208
2.27,1.43,2.33,1.97,-0.008891466734453981
1.5899999999999999,1.79,1.67,1.47,-0.004106071904162757
2.17,1.03,2.87,2.15,-0.007871771754886892
1.71,2.71,2.4699999999999998,2.39,-0.017283667155169744
1.05,1.05,2.15,1.79,-0.013594250819329176
1.67,1.27,2.81,2.59,-0.008530036694009487
2.5300000000000002,2.13,1.57,2.85,6.568266742127467e-06
2.91,1.85,1.99,1.8900000000000001,-0.005764678725682415
1.87,1.8900000000000001,1.87,1.45,-0.011275658748298983
1.55,1.69,1.15,2.75,0.004686606205874305
2.87,2.15,1.8900000000000001,1.55,-0.007786653615771707
1.51,1.65,2.73,1.43,-0.03897178794938256
2.89,1.15,2.5300000000000002,1.53,-0.011075170371040053
2.29,2.33,1.63,2.6500000000000004,-0.000682203187225622
1.77,1.35,1.55,2.13,0.00027819335983973276
2.0700000000000003,2.45,1.17,1.95,0.009663849064945489
2.23,2.59,1.09,2.17,0.009077443729863442
1.11,2.49,1.75,1.35,-0.01745898112920125
2.13,1.19,1.45,2.9699999999999998,0.0006073536183639199
2.9299999999999997,1.57,2.9299999999999997,2.27,-0.008090493883020886
1.01,1.87,1.77,2.91,-0.0034430682991694835
2.55,2.9299999999999997,1.79,1.49,-0.008955901030911062
1.81,2.41,2.89,2.21,-0.021011225223706992
1.65,2.81,2.91,2.4299999999999997,-0.022338171041563545
1.23,2.1100000000000003,2.9699999999999998,2.37,-0.023946688860114525
1.33,1.31,2.31,1.29,-0.031731944243371335
1.47,1.81,2.63,1.67,-0.030635003692746614
1.4100000000000001,1.73,2.17,2.6100000000000003,-0.008083579419948505
1.49,2.39,2.27,2.69,-0.011353216632074035
1.13,1.9100000000000001,1.29,2.9299999999999997,0.004341892440878501
2.0300000000000002,1.07,2.79,1.99,-0.009943895595992498
1.31,1.17,1.53,1.6099999999999999,0.0011182876696537055
2.59,1.63,2.13,1.3900000000000001,-0.01375127747758861
1.29,2.67,1.85,1.85,-0.013262703906953879
2.09,1.99,2.55,2.81,-0.007965084546781612
1.45,1.29,1.03,2.33,0.006713584165855584
