m1,m2,r1,r2,G,U
2.8600000000000003,1.26,1.6600000000000001,3.34,4.46,-4.869968631411874
2.9,4.859999999999999,1.1400000000000001,2.66,2.46,-17.379067669172926
2.3,1.1,2.02,2.94,3.7800000000000002,-1.4814992927864215
4.62,2.42,4.5,1.54,3.94,18.815338666666666
3.54,2.1,2.8200000000000003,1.8599999999999999,1.54,2.0953301304049434
1.62,1.46,1.7,3.42,3.62,-2.5329689164086693
3.7800000000000002,1.7,4.140000000000001,3.1,2.8200000000000003,1.4684566619915855
2.8200000000000003,2.7800000000000002,3.02,4.66,4.74,-4.33035234061905
1.1,1.3399999999999999,4.74,1.42,1.94,1.410491947465383
1.42,4.26,2.1,2.02,3.18,0.3627808769448378
1.46,2.3,4.300000000000001,2.26,3.58,2.5235795019551355
1.74,1.98,3.7800000000000002,2.8200000000000003,4.18,1.2969434650455922
1.38,1.22,2.06,3.86,1.7,-0.6478967754917248
1.8599999999999999,2.14,1.98,1.9,1.1400000000000001,0.09649454545454518
3.5,3.7,4.54,4.7,1.98,-0.19226544193457654
1.02,4.0600000000000005,4.26,1.62,2.62,4.150561085028691
2.54,2.7,4.7,4.78,2.1799999999999997,-0.0532375678803527
3.1,4.78,1.06,3.62,2.58,-25.505557802564365
2.38,3.06,1.74,3.7800000000000002,3.8200000000000003,-8.628809195402297
1.54,2.38,4.42,1.18,3.2600000000000002,7.422599217731423
