q,Ef,m,omega_0,omega,x
2.89,2.05,2.71,3.11,1.345,0.2780289341795184
2.09,2.67,2.9299999999999997,4.61,1.205,0.09618848661667985
1.25,1.09,2.5700000000000003,4.87,1.955,0.02664784986200447
2.1100000000000003,1.71,1.25,3.39,1.135,0.28288076833555886
1.09,2.1100000000000003,1.31,4.05,1.895,0.1370372150717878
2.51,1.15,2.35,3.55,1.065,0.10710397791650665
1.45,1.47,1.79,3.43,1.465,0.12379897677227142
2.59,2.83,1.5899999999999999,3.81,1.795,0.4081674872742104
2.41,2.4299999999999997,1.01,4.99,1.425,0.25353956886562407
1.27,2.21,2.69,4.6899999999999995,1.5550000000000002,0.05329343664421825
1.67,1.8900000000000001,1.49,3.85,1.945,0.19188613114763212
2.0300000000000002,2.99,1.69,3.9699999999999998,1.615,0.27306524806082894
1.33,2.0300000000000002,1.3900000000000001,3.59,1.875,0.20724238802658046
2.95,1.99,2.33,3.25,1.9649999999999999,0.3759773919135848
1.23,1.85,1.87,3.09,1.725,0.18514257106890422
1.43,2.77,1.9100000000000001,4.71,1.215,0.10014906626342578
1.85,2.9699999999999998,1.03,4.33,1.245,0.3101636600892486
1.9100000000000001,1.51,2.77,3.91,1.325,0.07694020020285071
1.97,1.81,2.81,4.49,1.2349999999999999,0.06809449402486664
1.17,1.35,2.0700000000000003,4.3100000000000005,1.585,0.04750058614505337
1.69,1.43,2.85,4.97,1.575,0.03816176497728771
1.19,1.67,1.83,4.25,1.125,0.06465228110306265
1.99,2.23,1.4100000000000001,3.93,1.905,0.26636241197025246
2.29,1.33,1.55,4.93,1.195,0.08589318873034382
2.19,2.4699999999999998,1.71,3.5300000000000002,1.8250000000000002,0.3464663806219782
2.79,2.01,2.73,3.87,1.315,0.1550593462004332
2.6500000000000004,2.79,2.21,3.5700000000000003,1.695,0.33888953345966927
1.13,2.81,1.9300000000000002,3.95,1.405,0.12072026845422991
1.5899999999999999,2.55,2.41,4.77,1.115,0.07821434518318922
1.57,2.6500000000000004,2.75,3.13,1.7149999999999999,0.22067981503048076
2.6100000000000003,1.57,2.4699999999999998,4.55,1.475,0.08954493697674394
1.79,2.71,1.97,4.15,1.925,0.18217123312910938
1.6099999999999999,1.55,2.13,3.33,1.255,0.12314606237011262
2.15,1.07,2.95,3.35,1.605,0.09019056996921591
1.53,1.4100000000000001,1.81,4.07,1.4849999999999999,0.08300177079485949
2.83,1.53,2.19,4.35,1.445,0.11744490325188243
2.33,1.9100000000000001,2.31,3.45,1.435,0.1957211188894749
2.31,2.35,2.17,3.19,1.185,0.2851856533780756
2.25,1.87,2.67,3.99,1.815,0.12481057325763273
2.71,1.17,2.83,3.51,1.2850000000000001,0.10501469860500806
1.35,2.89,1.75,3.17,1.9849999999999999,0.3649610711698644
2.01,1.03,2.39,3.21,1.165,0.09681976216538522
1.03,2.59,2.6500000000000004,4.57,1.295,0.05240971451985286
1.63,2.5300000000000002,1.85,4.53,1.025,0.11448914487007168
1.37,1.77,2.89,4.85,1.655,0.04037177343753327
2.69,1.6099999999999999,2.01,4.43,1.145,0.11765268775261507
2.99,2.6100000000000003,2.0300000000000002,4.79,1.885,0.19825230755629725
2.5300000000000002,2.9299999999999997,2.6100000000000003,4.01,1.755,0.21847501425039667
1.21,1.73,1.99,3.75,1.745,0.09547646332201283
1.77,1.11,1.07,4.13,1.865,0.13522440328670254
2.05,2.51,1.23,4.21,1.015,0.2505909103388718
2.37,1.5899999999999999,1.43,3.71,1.2650000000000001,0.21663942001827755
1.3900000000000001,2.87,2.37,4.17,1.105,0.10411070998184235
2.75,2.95,2.79,3.83,1.645,0.24306081048159112
1.55,2.29,1.29,3.63,1.8050000000000002,0.27740549080383603
2.9699999999999998,1.25,1.45,4.59,1.155,0.1297423278053928
1.07,2.09,2.23,4.41,1.005,0.054388818361332365
2.55,1.31,1.77,3.05,1.415,0.2585228824384315
2.77,2.85,2.29,3.37,1.275,0.3542577835549561
