q,a,epsilon,c,Pwr
1.2722141779036158,4.683415845891309,2.6318209161360686,4.155778788490346,0.009970826997582428
2.452251379019648,1.4789232247120958,3.0717226081183844,3.2809318497588396,0.006432006687689219
3.3543398135632603,1.017594071065063,3.1226315056794824,2.6609303489907385,0.010506084003935816
1.9698798169846337,2.0683909840459638,2.565397068572523,4.571943620871981,0.003592414306095108
3.421358754864775,4.1957187489025065,4.7491270322700565,3.9914801251829575,0.036198714264735685
1.4126910945126778,4.204768634915999,3.337032538299057,1.458090313367661,0.18095216516721285
2.4545951315677543,2.9319995828431717,4.128835326515567,1.7047130646504751,0.1343398910586888
2.4881427742588014,4.451840609310953,2.343189630567184,2.133483587493517,0.28605749393900937
2.2161523679451793,2.8639537681207745,4.029427147984885,1.4772952836884483,0.16450718594992428
4.041575403368623,4.636791111939786,1.3865832926244126,1.4893477673230833,4.067251163974428
1.690474847992146,1.9523133626599392,3.1795298700674897,4.315244142323572,0.0022617069523266898
3.5052370278419187,2.047178281350877,1.9880893100314672,2.1898932974245904,0.13083990982591787
1.5226631728248623,1.633361544714846,3.729007630095132,1.1624279902292467,0.05602472963861956
1.0617423091317346,2.2505829427898085,2.0300547042043458,3.5940456884917684,0.003214168558698902
1.5674139901585449,2.503988963143124,1.941786059643166,1.402690084457387,0.15249112738814086
1.6659197223219817,2.25437319929839,3.544176167365457,2.0891944020578825,0.023152973811963604
2.031520465690099,2.8188952870588366,4.235446782967692,1.85083271515324,0.06478857618983161
3.372478946313584,1.5136679123332488,4.365780747296151,4.995389238500535,0.0025403213445181205
2.2984101633373664,1.6459280461654608,1.8051310011628041,4.213722270552854,0.005621719694037764
4.687051296659191,2.5796680716592144,4.5410435173681005,3.1697511133938137,0.05362839432976397
2.1534531886106394,4.552118600121187,4.202270617897954,2.8288764232616153,0.05358841847532468
4.653158205955822,2.5386038989590176,3.698633264154808,3.8540505689968554,0.0349615680082987
2.3493015687113186,3.70908249370426,1.0489573971268722,3.9434605713460136,0.06262086190020331
2.7258293548180195,4.066835117649326,1.9589505124515711,3.853093383301812,0.058177796288330426
1.3679415267450648,1.129350797493411,3.076531037372701,3.9569361384921664,0.0006642831641627629
2.4305174894223107,3.1253100134444947,4.571616698646562,3.545392635978537,0.015025182628211212
4.9808996179148535,1.063601571544896,1.7425516149025082,3.5920559155641634,0.018435608632027912
3.53696413857948,4.88276054808,1.816030267873939,4.7222208894560636,0.08274258160270158
1.655927893740185,2.9625269100269627,3.745295353698861,1.2241961302558018,0.18580921543929446
4.158467022659819,2.235673820215737,4.800629949592418,2.548102091411468,0.057734256834451325
4.769524335842119,4.901296405304574,3.4377707184054604,2.124354228959028,0.879656739813996
3.929154990434848,4.787787153413392,1.2097582704256595,1.524796532165412,4.377564778716878
3.817584537763384,2.5290756230764218,3.89182609242477,2.365788633945419,0.09596626352166626
4.1818747057156385,2.865868004690669,4.853159486212005,3.4470800115777256,0.03833316003452824
4.172913401835356,1.1499248000610347,4.2654164138540445,4.297259314887645,0.003608945977530415
4.484870966052593,1.504617675812566,2.4378784290629367,4.835030979057152,0.008766803515515825
4.165058397576279,4.916064468244356,1.1616350518682408,2.721706029478035,0.9496921569771934
4.417137202236294,2.1215580572043558,3.710958023957052,1.7638220695677838,0.22879163307445066
3.8758492353162857,3.282427158044561,3.551162953255666,1.7846555136551836,0.4253917142016588
1.6856817837503637,2.696202169337265,4.2172499599728335,1.193495266024161,0.15284932559180778
4.013213963345578,4.474482199132251,1.0625844903479231,3.908631864751328,0.26960708335967953
4.5384644902391145,2.8650731074843536,1.6396035423293012,4.29373087207843,0.06911063287560566
2.9954003923876944,4.92735959513701,3.2594440831529097,4.02282765925868,0.054462721600069514
3.738471939670183,1.6303027000177583,1.2288338165803945,3.2324619418456395,0.047482131646816084
1.501017593824845,2.9875463799922635,3.036603981566856,2.651736868432064,0.01884171008365101
1.5911531999264277,2.3713185113173645,2.41939714534526,1.4812385109680926,0.09605511688009233
1.8595505624607247,3.002838720085344,3.358130925850176,3.693567017148756,0.009775597241925043
4.623751970930671,2.5670695957374026,2.6777505115109768,3.7991870053190384,0.050900388538508666
2.969076208139223,1.6875914339066638,2.4062623157794443,4.135616890235681,0.007825504049593248
3.1384043047338106,2.5964026036481216,1.750396086406862,3.7008595694082564,0.03970238340737499
2.0847166285314778,4.177746108291027,2.9806484594612925,3.266767672939563,0.038726791632962526
1.7653964158307538,1.6179918004127134,2.840608025975256,3.606859090954457,0.003247410216983825
2.501461397371164,4.010785380611658,3.937792001626477,2.281978602562435,0.11411897384374906
2.3375102949195856,3.875769306075784,4.2990947075534205,3.155050830884569,0.0322497004714711
1.0692702826449652,3.7055037113703935,1.4659648582373106,4.7968648179613975,0.005147215810224198
2.015093975024305,3.424118946014681,3.2189951877737863,2.931226677956256,0.031154345355674525
2.044943640242341,4.667398823976415,3.561558269663589,4.078250962284853,0.0200055037639274
3.0585658660713544,4.5147949349638035,4.332863147793955,1.3709165984943883,0.9061550889120902
1.9546571760022384,4.347821932134088,2.9171728479320658,4.274833030718161,0.01681372497843536
1.1138757650949742,2.786951899344409,4.416547527388851,3.5926132374277158,0.0024964164036290963
2.9205089753643763,1.9177201211037875,2.2392167103651794,4.4904405055371726,0.008207737355977058
4.450840241735389,2.2148016280669784,2.595637134213037,1.0079970917855985,1.9392363405183624
1.3028140580824008,4.440653173476555,3.7024723389114715,1.6210904542229354,0.11257550175103873
2.9945676882321592,1.1092235861834618,3.8246404106216287,2.1310257697774566,0.015814250824397975
2.8042884618663004,3.763730102133633,3.890543736062032,3.7913512952124786,0.027873327023060973
4.91016873155076,3.6055639273499085,2.348598285065125,1.4545071442168416,2.3008154983185305
2.2872882202346623,3.5073267847026286,1.0199863834400404,2.806226405128029,0.15147139767746592
2.109102600604265,1.7158080130460183,3.4979044664074888,4.708769488819689,0.0019023982538526442
4.827111626502481,4.799147277785002,4.5245823399890055,4.0756042153735015,0.0929495330396161
4.552040451020809,1.5601592753097633,2.813623993020709,4.1395268591128636,0.013406975130894644
1.8815743354614969,1.3100175503147375,3.5454707646439334,3.305712421585297,0.002516672760393918
2.6736074455478938,1.1270421845330083,1.0381175734183814,3.6527115815903,0.009520983588504388
