g_,q,B,m,omega
3.2513861252757588,3.006497271380169,3.733129844397614,3.3537655631649317,5.440511856849158
3.5236689061439233,3.2801463169149176,3.995102857594808,3.6174831442428923,6.382337469504753
4.572623590672549,1.970980036476184,2.7605694020079237,4.431191091736354,2.8073455566151737
2.2120706976839317,4.787612314333184,1.562923602427723,4.964309538737321,1.6671200671134323
4.730673972809158,3.9844150196620536,3.4268242664906867,1.4947474374761351,21.606359976312728
3.472137513555404,4.585538512916214,2.4387447613586963,2.7485730641319828,7.063441132896018
3.2742510557524467,3.041500580804819,1.6156385692278863,4.301806362102454,1.8700931483467305
3.4581618393461633,2.8146924430089464,4.368254141437556,2.9882539045268115,7.1143735913093655
3.581776794801872,4.114627269008997,4.281333090793051,3.605155632647612,8.750926227288737
4.331470886132236,2.89436648373542,3.584619329788606,2.690768008899796,8.350754403093859
1.959300402452276,4.661703990346374,1.5979166861094214,4.389822579471864,1.6623516125672273
2.399931674178919,4.1407963544944515,1.4732109566629417,2.6181084431089614,2.7959542649609266
4.957289619354295,3.1810869571537905,4.9465661563703796,2.166879699485743,17.999434410344993
1.3738888736369117,3.0620274438774704,1.4991573038779844,2.4531564853950587,1.285442462675375
1.8485495584423808,4.9072472321447815,1.6947444589934744,1.0426252098270803,7.372504432623725
1.6440993513629163,1.6540986242117977,1.2078838311729156,3.3251959479035142,0.4939322554281046
4.756181270363292,2.352632111798391,4.240466612122849,3.227373684827658,7.351006685987297
1.0914084337360097,2.493644872881424,2.6988704483308603,2.5991269828726526,1.4130139656481782
3.9212998652354933,1.17830100386151,4.0325279253779724,4.720708225688948,1.9734518354224555
2.548027910650089,2.1338538356050365,1.3746324697811234,2.477770475100763,1.5082188955314568
2.679587420104171,4.106912470314049,2.373173142215919,1.361297652623457,9.59245367534126
1.0206296941700757,2.7698056553384003,3.300742346961282,3.3112050729629483,1.4090066660805534
2.2087607022149016,3.17258212243342,3.983513840494739,2.5555633304418883,5.461491051287813
1.7894231550408597,1.2248360740507185,4.2583485306682896,2.4182390903604354,1.929758634230058
4.024929308079772,4.767290966899778,4.127941162608487,3.359014834343167,11.790208831179367
4.41891913231807,4.074362509185415,1.5926160735272432,2.606300025945881,5.5008830442518795
4.162660311964826,1.4146315946828718,3.973139925081429,3.6153555328926585,3.235692023061452
1.4600742454067968,3.2972372031128683,4.27315589195589,2.7972306325514062,3.67718599577492
1.1642278472030347,3.897612999949704,3.134918865693708,3.1526356835591947,2.256104547964791
1.8990689854767104,4.410077037303681,3.4831118211671392,2.6438219846817983,5.5168621081088105
3.1538332587554865,4.574432938593863,4.803550678972983,3.641860938223379,9.514479105147467
4.709994733810289,1.1859401070592628,1.25213929930855,4.199460639825949,0.8327455369741041
3.474309287038802,1.3940723329516111,4.865858062925693,4.6659605762865,2.525469693148949
2.603546731673453,2.9275474802192822,3.9059857800488818,4.321250358598472,3.4447726020574656
4.824857008613766,1.0987843826900474,1.422544466936556,2.9400564622881045,1.282558281330438
2.4062356164675944,1.1529707103910698,1.251785839868277,3.4596210197371304,0.5019124139767709
4.621977330367674,3.3879806627137405,2.5868056592246034,3.2098138894953685,6.3099030816963575
2.116959451294236,2.0873587621778222,2.823879487402474,4.463953187211796,1.3976749138367408
1.4086216176962358,4.680385228487807,1.028535759508569,3.226622260906713,1.0507931265095778
3.3763971888189768,1.6530278593564889,4.9616781062496536,3.4088878498556947,4.061809766176353
4.257935193500035,2.398029085754477,1.9602975749034184,3.457023257983072,2.8949642107068017
2.355249220873631,4.59696430979878,2.556092779107042,2.186650674106264,6.328127345509462
4.217260954651919,3.0090494641855345,1.248635327185606,4.5455546268130655,1.7429243728592905
2.2642375495025235,3.433289385671231,1.7159847758515574,2.1608959772068483,3.086611521909705
1.8194619887955776,4.421084568282836,1.299318591377194,1.4489538245103213,3.606641044400504
4.947073299285991,3.285477949241834,3.4705592697903582,4.091218506644562,6.893879638330194
3.528779616225871,1.499323664916692,1.0916115835223392,4.604972614385559,0.627091652838505
2.0788390737928304,4.906033677594651,1.1514501225128602,2.689364542909987,2.1833173010629774
1.9223912512559675,1.5478332609041592,1.4384510890494149,4.876012875533824,0.4389006420441243
1.133832213393552,3.3390518092800843,3.916382759458791,2.3725464170339365,3.1247290564833436
1.984365760603376,1.571600201896143,2.662792296570395,3.3275653340804667,1.24779863366907
2.3616074729205367,1.134772538284338,3.472487666384072,3.228678056662688,1.4411278324635186
1.76715909990161,4.0749651259525335,1.646323662900019,1.9939787340109605,2.972790129464669
3.485962739536565,2.948905226632713,3.24685855190021,2.4147269375700087,6.9111274587663685
3.905291967944705,4.500964820794604,1.0686550164553863,3.763180228943592,2.4958106953443377
1.5260273443926018,1.0465572469562296,1.0688646910561728,2.5504838340986984,0.3346535720680287
4.565047335723689,4.061471815828794,2.2858027420474936,3.1208961044087604,6.789818599525198
2.90909431414506,4.60014303563941,2.5025138386310823,4.3741203924829355,3.828114304709931
4.746955477584624,3.5799239436231125,4.08284178265872,4.43164776828587,7.828098441273163
2.3701004398340157,1.4709515835979148,1.7055967109398802,4.761260922636453,0.6244382547683015
3.2787202172312484,4.121616518570273,3.9125259606314,4.953548841278764,5.336822119530293
4.1438555733819245,4.7655192687680925,2.8080497648323104,4.335886884137155,6.3945752319030795
3.2003954888790656,1.4738799489913963,3.227942509267242,3.3535085422284023,2.2701896471940786
3.678430840096469,3.165954238144959,3.186688070004243,3.5983285402062384,5.156748769006158
4.840560256749209,3.1137916372851926,1.0342658548387202,3.2142674900218573,2.4249643281472326
2.9578431552862714,3.0798880406793026,4.265329730128544,3.1738361972789235,6.121363585881179
2.2429474252899686,3.4048465776663206,1.2326992617172752,2.68873510008457,1.7506356359466413
4.078336567453522,3.13487539173981,3.7071846157093225,1.4226379310357957,16.658012388633505
3.425795819664988,3.229524885207782,2.172162352903686,4.626167720052587,2.5974130803129687
3.1659708032041918,3.3516306233917232,4.1049615499195085,2.6010241263526344,8.373321615674458
4.550743014168272,2.6384639571430943,4.933465177656438,2.0050587730400573,14.771630685248688
3.8240555419836153,2.201834483357324,2.1794016206659044,1.5458268624365283,5.935472325905608
2.088661249667413,2.93825958691592,4.612002656124126,1.5647156079671878,9.044453072141057
3.1399364518015154,2.1327740623469644,1.3878068881315144,1.013612187886206,4.584510039747219
2.214266299650243,1.357447952875937,3.7233224650601744,2.199451952513885,2.5441294958731593
1.1543027303260165,1.5344878913495874,4.3796912078880235,1.828869053717686,2.1208701181652145
