rho_c_0,q,A_vec,m,j
2.7,1.1,1.74,1.22,-4.235901639344264
2.62,4.38,1.22,4.62,-3.0303532467532466
2.14,1.18,3.14,3.58,-2.2148402234636873
4.46,1.1400000000000001,1.7,3.18,-2.7180754716981133
1.5,2.8200000000000003,4.62,1.54,-12.690000000000001
1.42,4.82,1.6600000000000001,4.66,-2.4381339055793996
3.58,4.5,4.42,4.42,-16.11
1.8599999999999999,2.94,4.02,4.1,-5.361699512195122
1.7,1.82,4.74,3.62,-4.051259668508287
1.3,1.3399999999999999,1.3399999999999999,1.26,-1.852603174603174
4.0600000000000005,3.74,4.78,2.14,-33.916557009345794
4.26,4.98,2.9,4.34,-14.17578801843318
4.9,2.46,2.58,4.300000000000001,-7.232399999999999
2.98,4.140000000000001,1.06,4.9399999999999995,-2.6472534412955473
1.26,4.78,2.34,2.38,-5.921576470588235
2.66,4.34,2.7800000000000002,4.26,-7.533669483568075
1.78,3.86,1.42,1.1,-8.86957818181818
4.42,1.02,3.06,1.1400000000000001,-12.101494736842104
2.5,1.5,1.46,1.42,-3.8556338028169015
4.1,2.9,1.82,1.58,-13.696075949367087
4.82,4.66,2.8600000000000003,1.3399999999999999,-47.939576119403
4.02,2.14,1.58,4.74,-2.8676
3.2600000000000002,3.98,1.38,1.74,-10.290358620689656
4.58,1.6600000000000001,3.3,4.0600000000000005,-6.179615763546798
3.86,1.42,4.46,1.8599999999999999,-13.14309247311828
2.02,1.9,2.5,3.7,-2.5932432432432426
3.7800000000000002,1.74,3.8200000000000003,2.54,-9.891694488188978
2.2199999999999998,4.46,3.34,2.9,-11.403451034482757
4.7,3.02,3.18,2.34,-19.289282051282054
1.06,4.58,1.18,4.5,-1.2730364444444442
3.54,3.1,3.5,2.26,-16.995132743362834
1.1400000000000001,3.7800000000000002,1.62,2.8200000000000003,-2.475497872340426
2.3,3.54,3.02,3.86,-6.370165803108808
3.94,1.8599999999999999,1.78,1.78,-7.328399999999999
1.1,4.9399999999999995,4.18,2.2199999999999998,-10.231585585585586
4.78,2.02,1.3,3.06,-4.102052287581699
4.5,4.26,2.06,2.42,-16.318264462809914
3.66,3.3,4.54,3.22,-17.029229813664596
3.5,1.46,3.9,2.1799999999999997,-9.141743119266055
1.22,1.26,2.8200000000000003,2.58,-1.6801953488372092
2.74,1.22,2.26,1.5,-5.036485333333332
4.34,3.2600000000000002,1.94,3.1,-8.85416
1.9,2.5,4.66,1.62,-13.66358024691358
1.38,3.14,4.9399999999999995,3.7800000000000002,-5.662965079365078
3.02,4.0600000000000005,4.26,2.3,-22.7098747826087
3.7,3.34,3.46,4.38,-9.762255707762558
2.1,3.62,4.859999999999999,2.46,-15.018585365853657
1.54,2.38,4.58,4.9,-3.4258399999999996
4.18,3.46,2.38,1.18,-29.170732203389832
2.8200000000000003,4.9,1.5,3.9,-5.314615384615386
3.18,2.7,3.38,2.66,-10.910030075187969
2.94,4.54,4.220000000000001,2.94,-19.158800000000003
3.14,3.66,2.3,1.7,-15.54854117647059
1.58,4.1,3.66,3.3,-7.184690909090909
3.8200000000000003,3.06,2.42,3.74,-7.5636
2.34,1.94,2.66,2.06,-5.861813592233009
1.74,2.54,1.8599999999999999,2.98,-2.758542281879194
1.3399999999999999,2.98,2.2199999999999998,1.46,-6.071852054794519
2.42,4.300000000000001,4.98,2.1,-24.677085714285717
1.6600000000000001,1.54,3.7800000000000002,4.98,-1.9404000000000003
2.54,1.62,4.1,4.82,-3.500141078838174
2.38,1.3,3.1,3.38,-2.8376923076923077
