omega,c,d,k
5.7034293165886245,1.900042186031816,2.6263013895467067,2.75309428748062
4.029016211351723,1.3248486983482222,3.1856864372068565,2.876780585457992
5.127396535000544,1.94274084148692,2.76719985836996,2.3826016075630307
4.478142385121138,1.8952603382833668,3.859724152475477,2.2181917902985324
5.299238301733208,1.3810019660596753,3.1548584465345506,3.705781398045814
4.3155141147219735,1.2566891242429392,2.9325933839691873,3.2626645666776177
4.296325516539629,1.7427327608754988,2.9384716245772733,2.221391788286505
5.240791177497452,1.6526985572951327,2.54359383432403,2.9206320583330827
5.236923644031834,1.902663290678232,2.4626204138097263,2.438926513668599
5.4718823989524745,1.6836700485422569,2.440704786725294,2.9842132132977786
5.084127962997861,1.7949773529420816,3.4303219787920614,2.68027094666275
5.089313898946238,1.4177755788677513,2.9999954171700605,3.4335025489731006
4.500844435471549,1.9742668941351005,2.3825661534700466,1.8597422923524496
4.65244307749593,1.5617610126785233,3.4228654048478964,2.834056043329397
4.1922624762155705,1.968963552450706,2.2278907622013784,1.5952857820363588
5.3762365375248,1.391077224637416,2.1135905978890617,3.5675438723981987
4.835611943854079,1.3993240496817188,3.125230539282485,3.3062373154080142
4.7361403394784585,1.2204674386091916,3.3617495984203214,3.76639211269427
5.313273253900889,1.5999850550616477,2.8438277980555857,3.1316953975811535
4.256715488931336,1.0916470375038498,2.3963283233904957,3.6723581170561457
5.002136749739246,1.1242268338349537,2.603801099596056,4.282690058654619
5.865845955998865,1.0624329546160551,2.8084129094388657,5.406633920688889
5.466060145480214,1.164499960499278,2.3370290182022884,4.49730503998522
4.515014275462344,1.4074864480845783,2.506825969274504,2.9529296444918667
4.9002842466816965,1.9115585603477407,2.697456751594033,2.2836666417698464
4.811489853359285,1.5631088685259855,3.173865090347765,2.9146638169572485
4.016431075275001,1.9592634985530413,2.8396326778061236,1.725802205404018
4.009151897704574,1.8117674534103605,2.8065007244803057,1.9088239556859088
5.8250164542142775,1.4588134464279592,2.898709884146797,3.8430857377569367
5.199585011449393,1.8286615781809687,2.0025756577716813,2.371448499555459
4.982140604982054,1.0655601455064954,2.0001328077574114,4.403887886180494
5.226460395668477,1.328654846877543,3.1148356542231355,3.802148330945804
4.964008527057311,1.170375259534432,2.839591339904958,4.094545435046786
4.6514853408187635,1.4981051879667209,2.6295609863654024,2.8658544564482065
4.28714981465405,1.3790512824412773,2.7823746918913903,2.8964733252412973
5.676775385717175,1.7668881289460483,2.024031534595128,2.8130681762206
5.736386751289679,1.0323489447282437,2.864564061191076,5.447332135153168
5.634303055130695,1.0127969135146468,2.8793318214972747,5.455066938933211
4.561946229335122,1.2704350844610843,3.4858601625200034,3.4759167338631296
4.8037309708955505,1.6736543176700491,2.6792370548371167,2.6197626927105664
5.460988499883015,1.6881354898242968,3.3157687993191383,3.0930611718317107
4.8331005287567566,1.0929235672114703,3.800214257529195,4.344217804048415
4.261892055167326,1.1987559320399686,2.2823766021430623,3.2779961177904413
4.592695839000728,1.3023051575795055,2.5456836459218706,3.303614070396826
5.911839606777599,1.105902627582484,2.7925310204565768,5.225996682196943
5.238213313815498,1.8558551291811372,2.9101008608615424,2.607924897930062
5.961890126650784,1.1120406666356046,2.419721643110109,5.201632459275759
5.313642258493934,1.90370163566898,2.70745937257244,2.5385981845111143
5.098779129348465,1.1317012543778369,2.3416534274809906,4.301023327788173
4.516971974701714,1.8557467068467568,3.8000572097706726,2.289346545921203
5.698855668740553,1.764336749408027,3.2400984943767703,3.0810640322065894
5.4986653876442455,1.3427272168068285,2.012329090900988,3.7858909111805272
4.409672095135215,1.8579573850069824,2.0582017740201684,1.8174678807044908
5.487284686329449,1.070359242317883,3.291348268519779,5.036941019108169
5.526636825726856,1.8747993890093129,3.7516302363187415,2.8264147992277633
5.973195551466232,1.446527175508233,3.4777436912999216,4.02931531053937
5.504348080255901,1.7138037224431746,3.0147679210514253,3.038022183886183
5.241702743412107,1.8047573042543539,2.017551736376336,2.451687442980561
4.635023299952956,1.0294744511960037,2.4887448806091226,4.321739511900897
5.183044323040216,1.7343377983568309,2.5589978693679902,2.7246810876018115
5.8983445395765814,1.9674537768428642,2.694304981320987,2.761914164579541
5.42014655630249,1.1506895599905946,2.0662337092481144,4.458207521278211
